term,term_norm,semantic_family,semantic_action,semantic_confidence,mapping_rule,matched_pattern,n_family_matches,all_family_matches,review_flag,manual_override_family,manual_note,candidate_sources,candidate_journals,candidate_periods,max_keyness_score,max_pct_point_lift,max_doc_count,max_doc_pct
intensive,intensive,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,5.706243,3.1847,5.0,4.065
interaction,interaction,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,japa | psychoanalytic_psychology | psychoanalytic_psychotherapy,1970-1989 | 1990-2009,17.876288,6.7737,214.0,10.5691
interactions,interactions,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa | psychoanalytic_psychology,1970-1989 | 1990-2009,7.898007,3.6979,39.0,5.6911
interactive,interactive,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,7.924657,4.0725,6.0,4.878
interest,interest,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945 | 1946-1969,41.100722,8.7957,870.0,15.4519
interest become,interest become,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,2010-2025,31.470942,8.0042,51.0,8.0128
interested,interested,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1990-2009,5.113663,1.6309,22.0,3.537
interests,interests,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,1990-2009,36.430584,8.7597,69.0,10.1286
internal,internal,object_relations,mapped_initial,low,broad_internal_external_review,\binternal\b|\bexternal\b,1,object_relations,manual_review_low_confidence,,,global_core_terms_after_audit | key_terms_by_journal_period,ijpa | psychoanalytic_psychotherapy,1970-1989 | 1990-2009 | 2010-2025,28.872252,5.7031,940.0,12.8583
internal external,internal external,object_relations,mapped_initial,low,broad_internal_external_review,\binternal\b|\bexternal\b,1,object_relations,manual_review_low_confidence,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1970-1989 | 1990-2009,3.047001,0.9245,127.0,1.8625
internal object,internal object,object_relations,mapped_initial,high,object_relations_terms,\bobject(s)?\b|\bobject[- ]relations\b|\binternal object(s)?\b|\bexternal object(s)?\b,1,object_relations,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,ijpa,1990-2009 | 2010-2025,4.444473,1.3808,88.0,1.9656
internal objects,internal objects,object_relations,mapped_initial,high,object_relations_terms,\bobject(s)?\b|\bobject[- ]relations\b|\binternal object(s)?\b|\bexternal object(s)?\b,1,object_relations,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,ijpa,1970-1989,3.695897,1.1112,101.0,1.8579
internal world,internal world,object_relations,mapped_initial,low,broad_internal_external_review,\binternal\b|\bexternal\b,1,object_relations,manual_review_low_confidence,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | psychoanalytic_psychotherapy,1990-2009 | 2010-2025,6.781487,2.5697,94.0,3.2581
internalized object,internalized object,object_relations,mapped_initial,high,object_relations_terms,\bobject(s)?\b|\bobject[- ]relations\b|\binternal object(s)?\b|\bexternal object(s)?\b,1,object_relations,,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989,3.012786,2.1733,3.0,2.439
international,international,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,66.287391,12.6718,760.0,17.8332
international congress,international congress,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969 | 1970-1989,4.191938,1.3769,45.0,1.6598
international journal,international journal,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | psychoanalytic_dialogues,2010-2025,14.096102,3.622,157.0,4.6021
international psycho-analytical,international psycho-analytical,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945 | 1946-1969 | 1970-1989,29.362405,7.2944,138.0,8.0175
international universities,international universities,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa | psychoanalytic_psychology,1946-1969 | 1970-1989 | 1990-2009,7.889781,2.7847,27.0,2.974
internationale zeitschrift,internationale zeitschrift,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,12.347938,3.7465,26.0,3.7901
interpersonal,interpersonal,relational_intersubjective_field,mapped_initial,high,relational_terms,\brelational\b|\brelationship(s)?\b|\binterpersonal\b,1,relational_intersubjective_field,,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa | psychoanalytic_dialogues | psychoanalytic_psychology | psychoanalytic_psychotherapy,1970-1989 | 1990-2009 | 2010-2025,29.096778,7.4206,189.0,11.3821
interpersonal dit,interpersonal dit,relational_intersubjective_field,mapped_initial,high,relational_terms,\brelational\b|\brelationship(s)?\b|\binterpersonal\b,1,relational_intersubjective_field,,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,7.919113,3.0007,13.0,3.0093
interpretation,interpretation,technique_interpretation_process,mapped_initial,high,interpretation_terms,\binterpretation(s)?\b|\binterpretive\b|\binterpreting\b,1,technique_interpretation_process,,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa,1990-2009,34.577822,5.7352,916.0,12.6074
interpretation dreams,interpretation dreams,dream_fantasy_unconscious,mapped_initial,high,dream_terms,\bdream(s|ing)?\b|\bnightmare(s)?\b,2,dream_fantasy_unconscious | technique_interpretation_process,manual_review_multiple_family_matches,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,3.472165,1.3135,96.0,2.0446
interpretations,interpretations,technique_interpretation_process,mapped_initial,high,interpretation_terms,\binterpretation(s)?\b|\binterpretive\b|\binterpreting\b,1,technique_interpretation_process,,,,key_terms_by_journal_period,ijpa,1990-2009,10.416722,2.3981,76.0,5.4441
intersubjective,intersubjective,relational_intersubjective_field,mapped_initial,high,intersubjective_terms,\bintersubjective\b|\bintersubjectivity\b|\bsubjectivities\b,1,relational_intersubjective_field,,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues | psychoanalytic_psychology,1990-2009 | 2010-2025,41.53516,9.9137,168.0,12.1495
intersubjectivity,intersubjectivity,relational_intersubjective_field,mapped_initial,high,intersubjective_terms,\bintersubjective\b|\bintersubjectivity\b|\bsubjectivities\b,1,relational_intersubjective_field,,,,key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues,1990-2009,15.151401,4.4122,84.0,5.6075
intervention,intervention,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,19.193162,5.5892,44.0,6.9444
interventions,interventions,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_psychology,1970-1989 | 1990-2009 | 2010-2025,12.207698,4.2202,122.0,6.5041
intrapsychic,intrapsychic,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa | psychoanalytic_psychology,1970-1989 | 1990-2009,10.876941,2.7143,148.0,5.5385
intrapsychic conflict,intrapsychic conflict,drive_conflict_defense,mapped_initial,high,conflict_terms,\bconflict(s)?\b|\bintrapsychic conflict\b,1,drive_conflict_defense,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1970-1989 | 1990-2009,2.504538,0.949,18.0,1.3333
intrapsychic interpersonal,intrapsychic interpersonal,relational_intersubjective_field,mapped_initial,high,relational_terms,\brelational\b|\brelationship(s)?\b|\binterpersonal\b,1,relational_intersubjective_field,,,,key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,1990-2009,2.872874,1.2477,24.0,1.4469
introductory remarks,introductory remarks,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1970-1989,1.978268,0.8592,9.0,0.9836
involved,involved,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,4.604124,3.3212,3.0,7.6923
ipa,ipa,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,1990-2009,10.960891,2.7352,54.0,3.8682
ipa congress,ipa congress,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,ijpa,1990-2009 | 2010-2025,3.496009,1.2095,35.0,1.3923
ipso facto,ipso facto,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,3.893082,1.3469,17.0,1.4108
isbn,isbn,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,15.914343,5.0755,22.0,5.0926
ist,ist,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,2010-2025,21.65161,5.1868,64.0,5.2416
ist die,ist die,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,4.024269,1.3923,17.0,1.3923
it's,it's,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,2010-2025,9.73087,2.9202,27.0,3.6986
italy,italy,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | psychoanalytic_psychology,1990-2009 | 2010-2025,27.910527,6.9337,191.0,8.8141
italy francesco,italy francesco,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,3.28113,1.425,9.0,1.4423
jack foehl,jack foehl,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,2010-2025,11.589821,3.2598,34.0,3.2598
jacob arlow,jacob arlow,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989,2.894674,1.2072,40.0,1.4684
jane milton,jane milton,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,4.330759,1.971,8.0,2.005
january,january,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,2010-2025,9.837471,2.8385,89.0,4.2466
january panelists,january panelists,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,4.598733,1.6232,16.0,1.641
japa,japa,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,1990-2009 | 2010-2025,28.778968,7.1494,89.0,7.5342
japa review,japa review,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,2.331051,1.0609,8.0,1.0959
jeanine vivona,jeanine vivona,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,3.117015,1.2999,10.0,1.3699
jeremy,jeremy,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,12.179821,4.0657,19.0,4.3981
jeremy clarke,jeremy clarke,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,6.327309,2.5463,11.0,2.5463
jeremy safran,jeremy safran,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,3.141458,1.3643,9.0,1.4423
jessica benjamin,jessica benjamin,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,5.576706,2.1742,12.0,2.243
jessica kingsley,jessica kingsley,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,7.059271,2.7522,15.0,2.7778
joan riviere,joan riviere,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,3.244779,1.3532,10.0,1.4577
jody davies,jody davies,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,6.807042,2.5136,25.0,2.6168
johanna tabin,johanna tabin,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1990-2009,1.440321,0.8039,5.0,0.8039
john gedo,john gedo,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,2.255886,1.0267,8.0,1.1747
john klauber,john klauber,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1970-1989,2.20343,0.9569,9.0,0.9836
john steiner,john steiner,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,ijpa,2010-2025,3.548835,1.2278,35.0,1.3923
joint editor-in-chief,joint editor-in-chief,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_dialogues,2010-2025,8.15662,2.4748,28.0,2.4928
jones,jones,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945,40.254111,9.3235,74.0,10.7872
jones ernest,jones ernest,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,13.509369,4.0119,35.0,4.0816
joseph lichtenberg,joseph lichtenberg,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,2.682126,1.1648,9.0,1.3216
joseph masling,joseph masling,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989,3.346666,2.4141,3.0,2.439
joseph sandler,joseph sandler,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1970-1989,3.541622,1.3078,39.0,1.5301
journal,journal,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues | psychoanalytic_psychology,2010-2025,58.798122,11.5156,632.0,15.7239
journal american,journal american,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,japa,2010-2025,3.614894,1.3698,31.0,1.7808
journal available,journal available,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,2010-2025,31.505013,8.0128,50.0,8.0128
journal child,journal child,attachment_development_infant,mapped_initial,medium,child_adolescent_terms,\bchild\b|\bchildren\b|\bchildhood\b|\badolescent(s|ce)?\b|\badolescence\b,1,attachment_development_infant,optional_review_medium_confidence,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,5.489367,2.2892,10.0,2.3148
journal essays,journal essays,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
journal psycho-analysis,journal psycho-analysis,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,3.771699,1.4705,39.0,1.7493
journal vol,journal vol,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,8.192819,2.7348,19.0,2.7697
journals european,journals european,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
joyce slochower,joyce slochower,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,4.007788,1.6714,33.0,1.8692
judged members,judged members,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
judith chused,judith chused,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.287933,0.9541,10.0,1.0256
judy kantrowitz,judy kantrowitz,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009,4.168269,1.4712,35.0,1.641
julian stern,julian stern,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,3.119834,1.4528,11.0,1.5038
june,june,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal,japa,,6.394184,1.481,74.0,2.5308
jung's contributions,jung's contributions,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,3.285569,1.4953,8.0,1.4953
just,just,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,2010-2025,10.037104,2.4616,58.0,7.9452
kantrowitz judy,kantrowitz judy,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.927622,1.1414,12.0,1.2308
kantrowitz kent,kantrowitz kent,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.97347,1.1593,12.0,1.2308
kanzer mark,kanzer mark,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,2.455187,1.1807,7.0,1.3011
karen horney,karen horney,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,2.880458,1.251,9.0,1.312
karl abraham,karl abraham,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,6.188452,2.1843,16.0,2.3324
karnac,karnac,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,13.472197,4.4251,27.0,4.6296
karnac books,karnac books,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009 | 2010-2025,6.157864,2.4781,16.0,2.5463
keiser sylvan,keiser sylvan,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,3.248349,1.4784,8.0,1.487
kent brookline,kent brookline,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009,3.598049,1.3286,20.0,1.4359
kernberg,kernberg,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa | psychoanalytic_psychology,1970-1989,11.521865,3.3876,29.0,4.2584
kernberg kohut,kernberg kohut,history_theory_schools,mapped_initial,high,school_author_terms,\blacan\b|\blacanian\b|\bkohut\b|\bkohutian\b|\bfairbairn\b|\bferenczi\b|\bbalint\b,1,history_theory_schools,,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989,3.32364,2.3975,3.0,2.439
kernberg otto,kernberg otto,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989,6.158142,2.1306,34.0,2.4963
kernberg summary,kernberg summary,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,2.922751,1.2693,9.0,1.3216
kerry malawista,kerry malawista,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,4.216355,1.6438,12.0,1.6438
key,key,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,13.013611,3.8647,28.0,6.4815
kingsley publishers,kingsley publishers,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
kirsner douglas,kirsner douglas,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1990-2009,1.440321,0.8039,5.0,0.8039
klauber john,klauber john,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1970-1989,1.862473,0.8476,8.0,0.8743
klein melanie,klein melanie,kleinian_bionian,mapped_initial,high,kleinian_name_terms,\bklein\b|\bkleinian\b|\bmelanie klein\b,1,kleinian_bionian,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,4.794198,1.8166,13.0,1.895
know next,know next,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,2010-2025,31.505013,8.0128,50.0,8.0128
knowledge,knowledge,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_period,ijpa,1946-1969,29.686601,5.5519,880.0,11.9908
knowledge base,knowledge base,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,3.201318,1.3903,9.0,1.4423
kohut,kohut,history_theory_schools,mapped_initial,high,school_author_terms,\blacan\b|\blacanian\b|\bkohut\b|\bkohutian\b|\bfairbairn\b|\bferenczi\b|\bbalint\b,1,history_theory_schools,,,,key_terms_by_journal_period,japa | psychoanalytic_psychology,1970-1989,10.39658,3.12,27.0,4.065
l'auteur,l'auteur,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,2010-2025,21.458611,5.1597,63.0,5.1597
l'auteur cet,l'auteur cet,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,6.670959,2.0475,25.0,2.0475
l'exp rience,l'exp rience,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,4.340696,1.4742,18.0,1.4742
lachmann,lachmann,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,6.83716,3.8159,5.0,4.065
lachmann frank,lachmann frank,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989,3.266075,2.356,3.0,2.439
laid down,laid down,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,2.931411,1.2225,10.0,1.4577
lampl-de groot,lampl-de groot,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,6.176063,1.9187,26.0,1.9917
lane,lane,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_psychotherapy,1970-1989 | 1990-2009,24.26778,6.9406,86.0,8.0201
language,language,language_narrative_symbolization,mapped_initial,high,language_terms,\blanguage\b|\blinguistic\b|\bspeech\b|\bword(s)?\b|\bverbal\b,1,language_narrative_symbolization,,,,global_core_terms_after_audit,,,,,709.0,5.8287
las heras,las heras,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,1.727253,0.6951,11.0,0.788
latent content,latent content,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,2.329984,1.1205,7.0,1.3011
latest,latest,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,2010-2025,32.768937,8.1772,57.0,8.6538
latin america,latin america,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,1.752245,0.6832,12.0,0.8596
lauren levine,lauren levine,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,2010-2025,15.111952,4.0179,43.0,4.0268
lawrence friedman,lawrence friedman,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,japa,1990-2009 | 2010-2025,2.436042,1.058,23.0,1.2329
learning,learning,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009 | 2010-2025,15.188277,3.8293,53.0,6.25
leo rangell,leo rangell,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969 | 1970-1989,2.49238,1.1343,49.0,1.487
leon hoffman,leon hoffman,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,4.081759,1.5914,12.0,1.6438
leonard shengold,leonard shengold,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1970-1989,2.039676,0.8858,9.0,0.9836
levine lauren,levine lauren,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_dialogues,2010-2025,6.979595,2.1962,24.0,2.2052
levy,levy,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1990-2009,6.247199,1.9657,23.0,2.359
levy steven,levy steven,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,japa,2010-2025,3.033129,1.2649,22.0,1.3699
lewis aron,lewis aron,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,13.554065,4.2108,56.0,4.486
lewis kirshner,lewis kirshner,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,3.033129,1.2649,10.0,1.3699
libidinal,libidinal,drive_conflict_defense,mapped_initial,high,drive_libido_instinct,\bdrive(s)?\b|\binstinct(s|ual)?\b|\blibido\b|\blibidinal\b,1,drive_conflict_defense,,,,key_terms_by_journal_period | key_terms_by_period,japa,1946-1969 | 1970-1989,14.836443,4.1402,79.0,6.5056
libidinal aggressive,libidinal aggressive,drive_conflict_defense,mapped_initial,high,drive_libido_instinct,\bdrive(s)?\b|\binstinct(s|ual)?\b|\blibido\b|\blibidinal\b,1,drive_conflict_defense,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969 | 1970-1989,3.45543,1.1601,23.0,1.487
