level,journal_key,period,semantic_family,pct,n_articles
journal_period,psychoanalytic_psychotherapy,1970-1989,attachment_development_infant,25.641,10
journal_period,psychoanalytic_psychotherapy,1970-1989,transference_countertransference,15.3846,6
journal_period,psychoanalytic_psychotherapy,1970-1989,technique_interpretation_process,5.1282,2
journal_period,psychoanalytic_psychotherapy,1970-1989,relational_intersubjective_field,15.3846,6
journal_period,psychoanalytic_psychotherapy,1970-1989,trauma_dissociation_affect_regulation,2.5641,1
journal_period,psychoanalytic_psychotherapy,1970-1989,psychosis_borderline_primitive_states,15.3846,6
journal_period,psychoanalytic_psychotherapy,1970-1989,body_sexuality_gender,5.1282,2
journal_period,psychoanalytic_psychotherapy,1970-1989,empirical_research_measurement,12.8205,5
journal_period,psychoanalytic_psychotherapy,1970-1989,history_theory_schools,2.5641,1
journal_period,psychoanalytic_psychotherapy,1990-2009,drive_conflict_defense,24.0602,96
journal_period,psychoanalytic_psychotherapy,1990-2009,dream_fantasy_unconscious,6.7669,27
journal_period,psychoanalytic_psychotherapy,1990-2009,ego_self_narcissism,10.0251,40
journal_period,psychoanalytic_psychotherapy,1990-2009,object_relations,17.7945,71
journal_period,psychoanalytic_psychotherapy,1990-2009,kleinian_bionian,8.7719,35
journal_period,psychoanalytic_psychotherapy,1990-2009,winnicottian_environment_holding,1.7544,7
journal_period,psychoanalytic_psychotherapy,1990-2009,attachment_development_infant,19.5489,78
journal_period,psychoanalytic_psychotherapy,1990-2009,transference_countertransference,17.5439,70
journal_period,psychoanalytic_psychotherapy,1990-2009,technique_interpretation_process,10.0251,40
journal_period,psychoanalytic_psychotherapy,1990-2009,relational_intersubjective_field,14.787,59
journal_period,psychoanalytic_psychotherapy,1990-2009,trauma_dissociation_affect_regulation,11.0276,44
journal_period,psychoanalytic_psychotherapy,1990-2009,psychosis_borderline_primitive_states,14.787,59
journal_period,psychoanalytic_psychotherapy,1990-2009,body_sexuality_gender,7.7694,31
journal_period,psychoanalytic_psychotherapy,1990-2009,language_narrative_symbolization,6.015,24
journal_period,psychoanalytic_psychotherapy,1990-2009,culture_race_social_ethics,6.2657,25
journal_period,psychoanalytic_psychotherapy,1990-2009,empirical_research_measurement,16.2907,65
journal_period,psychoanalytic_psychotherapy,1990-2009,history_theory_schools,1.7544,7
journal_period,psychoanalytic_psychotherapy,2010-2025,drive_conflict_defense,19.6759,85
journal_period,psychoanalytic_psychotherapy,2010-2025,dream_fantasy_unconscious,5.0926,22
journal_period,psychoanalytic_psychotherapy,2010-2025,ego_self_narcissism,8.7963,38
journal_period,psychoanalytic_psychotherapy,2010-2025,object_relations,12.2685,53
journal_period,psychoanalytic_psychotherapy,2010-2025,kleinian_bionian,7.4074,32
journal_period,psychoanalytic_psychotherapy,2010-2025,winnicottian_environment_holding,0.463,2
journal_period,psychoanalytic_psychotherapy,2010-2025,attachment_development_infant,20.6019,89
journal_period,psychoanalytic_psychotherapy,2010-2025,transference_countertransference,12.037,52
journal_period,psychoanalytic_psychotherapy,2010-2025,technique_interpretation_process,11.5741,50
journal_period,psychoanalytic_psychotherapy,2010-2025,relational_intersubjective_field,28.2407,122
journal_period,psychoanalytic_psychotherapy,2010-2025,trauma_dissociation_affect_regulation,18.0556,78
journal_period,psychoanalytic_psychotherapy,2010-2025,psychosis_borderline_primitive_states,10.6481,46
journal_period,psychoanalytic_psychotherapy,2010-2025,body_sexuality_gender,11.3426,49
journal_period,psychoanalytic_psychotherapy,2010-2025,language_narrative_symbolization,8.3333,36
journal_period,psychoanalytic_psychotherapy,2010-2025,culture_race_social_ethics,15.2778,66
journal_period,psychoanalytic_psychotherapy,2010-2025,empirical_research_measurement,29.1667,126
journal_period,psychoanalytic_psychotherapy,2010-2025,history_theory_schools,2.0833,9
