article_id,article_url,source_issue_url,source_issue_label,source,year,volume,issue_number,title,authors,citation,pages,doi,pdf_url,publication_date,online_publication_date,submission_date,acceptance_date,article_type,topics,abstract_text,n_keywords
153118,"https://www.archivespp.pl/Bipolar-disorder-from-a-biological-to-an-integrative-approach-The-role-of-cognitive,153118,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2005,7,3,Bipolar disorder - from a biological to an integrative approach. The role of cognitive-behavioral therapy in the treatment of bipolar disorder,Grzegorz Maczka | Marcin Siwek | Dominika Dudek,Arch Psych Psych 2005;7(3):37-45,37-45,,https://www.archivespp.pl/pdf-153118-77778?filename=Bipolar-disorder---from-a.pdf,,,,,,,"Bipolar disorder (BD) used to be considered as a pure biological condition, with episodic course and good remissions. Nowadays long-term consequences and psychosocial disturbances persisting beyond manic or depressive episodes have been recognized. Priory, acute phase treatment was the main target of therapeutic strategies. Currently the maintenance treatment and prevention including periods of remission but beginning already in the acute phase became the most important aims of BD treatment. The consequence of such an approach is the inclusion of psychotherapy and social interventions in combination with pharmacotherapy. Psychotherapy enables achieving social recovery, relapse prevention as well as improvement of compliance which determines largely the efficacy of treatment. Cognitive behavioral therapy presents especially encouraging results in this field.",5
153119,"https://www.archivespp.pl/Psychopathological-long-term-consequences-of-deportation-of-Polish-civilians-into,153119,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2005,7,3,Psychopathological long-term consequences of deportation of Polish civilians into the Soviet Union after 55 years (on the base of self-reports by the Sybiracs),Ewa Jackowska,Arch Psych Psych 2005;7(3):47-56,47-56,,https://www.archivespp.pl/pdf-153119-77779?filename=Psychopathological-long-t.pdf,,,,,,,"The study deals with psychopathological symptoms that were reported by individuals who had been deported to the Soviet Union (SU) during World War II (named here as Sybiracs). A total of 100 people who had survived deportation in childhood or early adolescence were assessed with the semi-structured interview, PTSD Inventory and Geriatric Depression Scale (GDS). During the stay in the SU the deportees were confronted with events that caused traumatic stress. The survey reveals that the most common PTSD symptoms in the subjects were: intrusive, distressing recollections of the deportation period and emotional as well as physiological reactivity on exposure to stimuli associated with deportation. The survey indicates that 47% of the subjects observed in themselves single symptoms of depression. The strongest predictors for psychopathological symptoms were: female gender, current bad medical conditions and bad psychological condition just after deportation. The results suggest that Sybiracs may well derive benefit from psychiatric and psychological consultations and support groups.",4
153120,"https://www.archivespp.pl/Folie-a-trois-a-sick-family-case-study-Coincidence-of-psychiatric-disorders-in-a,153120,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2005,7,3,Folie a trois - a sick family: case study. Coincidence of psychiatric disorders in a single family.,Krzysztof Soltys | Katarzyna Sulak,Arch Psych Psych 2005;7(3):57-62,57-62,,https://www.archivespp.pl/pdf-153120-77780?filename=Folie-a-trois---a-sick-fa.pdf,,,,,,,"A mother and two daughters were admitted to the hospital to a psychiatric ward at three subsequent days, because of bizarre behaviour. A few days earlier they suddenly left their home and went into the unknown. They started wandering around together from village to village. At that time the third daughter stayed at home. All four women joined the community of Jehovah's Witnesses, but they were allex cluded several months ago. During hospitalization the mother was diagnosed with paranoid reaction, daughters with psychiatric disorders being of shared psychosis character. The daughters completely recovered. Later on the third daughter was hospitalized and she was diagnosed to have schizophrenia.",2
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2026,28,1,Editorial,Joanna Rymaszewska,Arch Psych Psych 2026;28(1):5-6,5-6,10.12740/APP/219867,https://www.archivespp.pl/pdf-219867-138448?filename=Editorial.pdf,2026-04-13,2026-04-13,2026-03-22,2026-03-22,editorial,Hypnosis,"Editorial The papers gathered in this issue offer a timely and nuanced perspective on the evolving landscape of mental health research. Although they address a wide range of clinical and psychosocial phenomena, they are united by a shared commitment to understanding psychological functioning in its full complexity — not as a set of isolated symptoms, but as an experience shaped by the interplay of biology, personality, relationships, and social context. Editorial The papers gathered in this issue offer a timely and nuanced perspective on the evolving landscape of mental health research. Although they address a wide range of clinical and psychosocial phenomena, they are united by a shared commitment to understanding psychological functioning in its full complexity — not as a set of isolated symptoms, but as an experience shaped by the interplay of biology, personality, relationships, and social context.",3
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,Marcin Paweł Ferdynus,Arch Psych Psych 2023;25(4):26-29,26-29,10.12740/APP/170132,https://www.archivespp.pl/pdf-170132-97753?filename=Five-reasons-why-a-conver.pdf,2023-12-17,2023-12-17,2023-04-02,2023-07-28,,Psychotherapy,"Sedlakova and Trachsel present an analysis regarding the evaluation of a new therapeutic technology, namely conversational artificial intelligence (CAI) in psychotherapy. They suggest that CAI cannot be treated as an equal partner in the therapeutic conversation, because it is not a moral agent. I agree that CAI is not a moral agent. However, I believe that CAI lacks at least five basic attributes or abilities (phenomenal consciousness, intentionality, ethical reflection, prudence, conscience) that would allow it to be defined as a moral agent. It seems that the ethical assessment of the possibilities, limitations, benefits and risks associated with the use of CAI in psychotherapy requires a determination of what CAI is in its moral nature. In this paper, I attempt to show that CAI is devoid of essential moral elements and hence cannot be treated as a moral agent.",3
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,Patryk Roczon | Paweł Holas | Marzena Rusanowska | Izabela Krejtz | John B. Nezlek,Arch Psych Psych 2025;27(2):16-28,16-28,10.12740/APP/200079,https://www.archivespp.pl/pdf-200079-126959?filename=The-interplay-between-sel.pdf,2025-07-14,2025-07-14,2024-05-23,2025-01-14,,Psychopathology of anxiety and other „neurotic disorders”,"Aim of the study: Previous studies have found that self-compassion and mindfulness are negatively related to depressive and anxiety symptoms. Still, the mechanisms underlying these relationships in major depression and whether such mechanisms differ in healthy people are poorly understood. In the present study, it was examined whether mindfulness and worrying mediated relationships between self-compassion, depression, and anxiety. An alternate model with mindfulness as the predictor and self-compassion as a mediator was also examined. Subject or material and methods: 146 individuals who had been diagnosed as depressed (Mage = 34.49, SD = 10.14) and 198 healthy controls (Mage = 34.44, SD = 12.93) completed an online battery of questionnaires assessing self-compassion, mindfulness, worrying, trait anxiety, and depression. Results: It was found that self-compassion and mindfulness may both function as mediators in predicting emotional distress. Diagnosis of clinical depression did not moderate the effects of mediational relationships in both the main and alternative models. Discussion: These findings suggest that relationships between mindfulness and self-compassion are reciprocal in the explanation of depression and anxiety symptoms and suggest both mechanisms may contribute to the reduction of anxiety and depression, a claim that needs further experimental validation. Conclusions: Future research may benefit from longitudinal and experimental designs to understand causal precedence and the dynamic nature of the relationship between mindfulness and self-compassion.",5
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,Sylwia Natalia Michałowska,Arch Psych Psych 2025;27(2):29-37,29-37,10.12740/APP/201423,https://www.archivespp.pl/pdf-201423-126919?filename=Treatment-of-trauma---cog.pdf,2025-07-11,2025-07-14,2024-05-11,2025-02-14,,Psychotherapy,"Contemporary understanding of trauma encompasses various forms of experiences resulting in symptoms of Post-Traumatic Stress Disorder (PTSD). Cognitive-behavioral therapies such as Cognitive Processing Therapy (CPT) and Prolonged Exposure (PE) are the main treatment methods for PTSD, differing in their approach to confronting traumatic memories and cognitive restructuring. Research on the effectiveness of these approaches has been conducted with various patient groups, including veterans, individuals experiencing childhood trauma, and those with PTSD from accidents and disasters, demonstrating differences in effectiveness depending on the patient group and type of trauma. The aim of this study is to analyze similarities, differences, and effectiveness of the indicated methods in treating PTSD depending on the therapeutic context.",5
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html","https://www.archivespp.pl/Issue-3-2005,11554",3/2005 vol. 7,archive,2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",Liana Spytska,Arch Psych Psych 2025;27(4):48-54,48-54,10.12740/APP/205143,https://www.archivespp.pl/pdf-205143-134029?filename=Clinical-features--diagno.pdf,2026-01-01,2026-01-01,2025-02-26,2025-05-14,,Psychotherapy,"Aim of the study: Borderline personality disorder (BPD) poses a significant challenge for modern psychiatry and clinical psychology due to its complex nature, high prevalence, and significant impact on the quality of life of patients. The study aimed to conduct a comprehensive analysis of current scientific data on the clinical picture, diagnostic methods, and therapeutic strategies for BPD to create a holistic view of this pathology and improve approaches to its treatment. Subject or material and methods: The methodology involved reviewing peer-reviewed articles, systematic reviews, and meta-analyses published in leading international medical journals, analysing diagnostic criteria from the DSM-5 and ICD-11, and assessing various psychotherapeutic and pharmacological interventions. Results: The results showed that the key symptoms of BPD – emotional instability, identity disorders, impulsivity, and instability of interpersonal relationships – form a complex interconnected system that determines the unique clinical profile of each patient. The high level of comorbidity of BPD with other mental disorders, especially depressive and anxiety disorders and post-traumatic stress disorder, has proven to be a key factor in determining the complexity of the clinical picture, prognosis, and treatment approaches. Discussion: The analysis of modern diagnostic approaches revealed a significant evolution from the categorical to the dimensional approach, which is most clearly reflected in the criteria of the International Classification of Diseases of the 11th revision (ICD-11). Structured diagnostic interviews demonstrate high reliability and validity, remaining the “gold standard” for the diagnosis of BPD in clinical trials. Conclusions: Self-report questionnaires showed good validity and reliability in screening and monitoring symptoms.",5
153121,"https://www.archivespp.pl/Psychotherapy-research-and-the-idol-mind,153121,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2005,7,4,Psychotherapy research and the idol mind,Michael Robertson,Arch Psych Psych 2005;7(4):5-16,5-16,,https://www.archivespp.pl/pdf-153121-77781?filename=Psychotherapy-research-an.pdf,,,,,,,"Research into clinical outcomes in psychotherapy has traditionally been conducted along the lines of empirical observations in support of testable hypotheses. The origins of this view are the very basis of western science. However, psychotherapy is generally acknowledged to be an intense form of interpersonal relatedness, whose benefits are not readily apparent to the gaze of the scientific investigator. This paper critiques the origins of knowledge traditionally applied to psychotherapy research and concludes by proposing the notion that psychotherapy research, conducted along the lines of empiricist inquiry, may be asking the wrong questions, providing answers that are misleading.",4
153122,"https://www.archivespp.pl/Clinical-and-neuropsychological-correlates-of-proton-magnetic-resonance-spectroscopy,153122,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2005,7,4,Clinical and neuropsychological correlates of proton magnetic resonance spectroscopy detected metabolites in brains of first-episode and chronic schizophrenic patients,Agata Szulc | Beata Galinska | Eugeniusz Tarasow,Arch Psych Psych 2005;7(4):17-25,17-25,,https://www.archivespp.pl/pdf-153122-77782?filename=Clinical-and-neuropsychol.pdf,,,,,,,"Aim: This study examined 1H MRS detected metabolite levels (in left frontal, temporal lobes and thalamus) and clinical and cognitive features of patients with first -episode and chronic schizophrenia. Material and method: We studied 31 first-episode patients (group 1) and 17 chronic patients (group 2) with an ICD-10 diagnosis of schizophrenia (and 13 healthy subjects). Patients were also assessed by the means of PANSS, CGI, Calgary scales and WCST, TMT, Stroop tests. Results: We did not observe any statistically significant differences in metabolite levels between group 1 and 2. We observed only a trend toward a higher Cho level in temporal lobe in group 2 and lower NAA level in group 1. When comparing with the control group, we observed a significantly higher Cho level in the frontal lobe (group 1, 2) (p<0.05). We also observed a trend towards lower NAA levels in the frontal lobe (group 1, 2), and lower NAA level in the temporal lobe (group 1). Patients with chronic schizophrenia performed significantly worse in WCST, TMT and Stroop tests (p<0.05). Conclusion: These results suggest that abnormalities in metabolite levels in frontal and temporal lobes are present at the onset of disease and don't progress over time. The cognitive dysfunction is more prominent in chronic patients.",3
153123,"https://www.archivespp.pl/REM-sleep-behaviour-disorder,153123,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2005,7,4,REM sleep behaviour disorder,Anna Brzecka,Arch Psych Psych 2005;7(4):27-31,27-31,,https://www.archivespp.pl/pdf-153123-77783?filename=REM-sleep-behaviour-disor.pdf,,,,,,,"REM sleep behaviour disorder (RBD) is an important parasomnia characterized by the intermittent loss of physiologic REM sleep muscle atonia and the appearance of abnormal, frequently violent, complex movements during sleep. This motor activity is associated with dream mentation and may lead to the injuries of the patient and/or of the persons in the bedroom. The exact etiological factors of RBD remain unknown. RBD can be misdiagnosed as a psychiatric disorder. It usually affects middle-aged or older men and may present itself as an acute illness after overdosed or suddenly withheld medications (e.g. antidepressants), and more frequently as a chronic disease. In its chronic form it is usually followed by the development of neurodegenerative diseases, especially by Parkinson's disease. The association of RBD with narcolepsy or cerebrovascular diseases is also common. Very rare coincidence with obstructive sleep apnea syndrome may indicate its protective action against upper airway collapse during sleep. A polysomnographic study is necessary to assess the diagnosis of RBD showing the absence of REM sleep atonia and related abnormal behaviour. Clonazepam, pramipexol, and melatonine have been tried in the treatment of RBD.",4
153124,"https://www.archivespp.pl/Cognitive-appraisal-and-strategies-of-coping-applied-in-an-exam-situation,153124,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2005,7,4,Cognitive appraisal and strategies of coping applied in an exam situation,Kamilla Bargiel-Matusiewicz | Anna Trzcieniecka-Green | Krzysztof Kielan,Arch Psych Psych 2005;7(4):33-38,33-38,,https://www.archivespp.pl/pdf-153124-77784?filename=Cognitive-appraisal-and-s.pdf,,,,,,,"The presented research concerned the influence of cognitive appraisal upon the process of coping with examination stress. Cognitive appraisal with the exam situation as a challenge results in the application of strategies directly confronting a stress situation. Such strategies are: creating a schedule of preparations for an exam, activity according to plan or instrumental preparing for an exam. Appraisal of a situation as a threat helps the application of ways of coping involving diverting attention off a stressor and one's own reactions. Here we should mention wishful thinking and searching for social support. This type of cognitive appraisal also contributes to the minimalization of a problem and reduction of stress. Intermediary influence of coping strategy, between cognitive appraisal of a situation and examination result has also been noted. On the basis of analysis of relations between variables made in the hereby study we may conclude that in the situation of examination stress, cognitive appraisal of a situation plays a significant role in a process of coping with stress.",3
153125,"https://www.archivespp.pl/Relationship-between-the-deterioration-of-cognitive-functions-in-old-age-and-adverse,153125,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2005,7,4,Relationship between the deterioration of cognitive functions in old age and adverse life events in childhood,Leszek Bidzan | Mariola Bidzan,Arch Psych Psych 2005;7(4):39-44,39-44,,https://www.archivespp.pl/pdf-153125-77785?filename=Relationship-between-the-.pdf,,,,,,,The aim of this study was to determine the influence of adverse life events in childhood on the rate of progression of cognitive impairment in elderly people. The study included patients who were non-demented at baseline and whose data were recorded in the site database between 1993 and 1997. 114 patients were included in the final analysis. The time between the baseline examination and the final examination one was 5 to 9 years. The comparison between the rates of progression of cognitive deterioration obtained during the five years of observation reveals a significant worsening in people who experienced adverse events in childhood. Our study seems to confirm the link between stressors experienced in childhood and the rate of progression of cognitive impairment in old age.,3
153126,"https://www.archivespp.pl/The-context-of-referring-to-treatment-and-the-course-of-family-consultation-vs-readiness,153126,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2005,7,4,The context of referring to treatment and the course of family consultation vs. readiness to start family therapy,Barbara Jozefik | Malgorzata Wolska,Arch Psych Psych 2005;7(4):45-56,45-56,,https://www.archivespp.pl/pdf-153126-77786?filename=The-context-of-referring-.pdf,,,,,,,"The aim of the study was to analyse family and social context of referring patients and their families to the Family Therapy Unit of the Department of Child and Adolescent Psychiatry of the CMUJ, as well as to analyse the course of the family consultation session. The assumption was that the study would make it possible to determine which factors of the familial-social context are connected to the family's motivation towards treatment and what the direction of this connection is. The analysis of material shows that factors affecting the readiness to start therapy include: shorter duration of symptoms, a proper referral by a person referring to therapy (a psychiatrist or another specialist), parents' sense of helplessness in the face of the child's symptoms, and also, to a smaller degree, specificity of the psychopathological picture. Problems which have lasted for more than 2 years, even if the family participates in the family consultation, do not imply readiness to start family therapy. Chronicity of the patient's problems may be maintained by difficulties in understanding relational and psychological aspects of the problem; a medical map of the understanding of difficulties, shared by patients and parents; the fact that treatment is started only in a later phase of the difficulties.",3
172133,"https://www.archivespp.pl/Dialectical-Behavior-Therapy-in-the-Treatment-of-Trauma,172133,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2024,26,1,Dialectical Behavior Therapy in the Treatment of Trauma,Sylwia Natalia Michałowska | Magdalena Chęć,Arch Psych Psych 2024;26(1):26-32,26-32,10.12740/APP/172133,https://www.archivespp.pl/pdf-172133-107631?filename=Dialectical-Behavior-Ther.pdf,2024-04-01,2024-04-03,2023-08-09,2023-09-11,,Psychotherapy,"The study aims to introduce Dialectical Behavior Therapy (DBT) as a viable approach to treating post-traumatic stress disorder (PTSD), as well as its comorbidity with borderline personality disorder (BPD). The paper refers to current studies conducted between 2017 and 2023 relating to DBT's efficacy in managing complex and relational early childhood trauma, including sexual abuse and violence. Analyses indicate that DBT helps to reduce PTSD symptoms in various age groups. An integrative approach, which combines DBT and methods such as Cognitive Behavioral Therapy (CBT), Cognitive Processing Therapy (CPT), or Eye Movement Desensitization and Reprocessing (EMDR), appears to enhance therapeutic effects. Therefore, it is recommended to implement programs based on DBT and evaluate their effectiveness in a group of Polish patients who have co-occurring symptoms of PTSD and BPD or PTSD alone.",4
219867,"https://www.archivespp.pl/Editorial,219867,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2026,28,1,Editorial,Joanna Rymaszewska,Arch Psych Psych 2026;28(1):5-6,5-6,10.12740/APP/219867,https://www.archivespp.pl/pdf-219867-138448?filename=Editorial.pdf,2026-04-13,2026-04-13,2026-03-22,2026-03-22,editorial,Hypnosis,"Editorial The papers gathered in this issue offer a timely and nuanced perspective on the evolving landscape of mental health research. Although they address a wide range of clinical and psychosocial phenomena, they are united by a shared commitment to understanding psychological functioning in its full complexity — not as a set of isolated symptoms, but as an experience shaped by the interplay of biology, personality, relationships, and social context. Editorial The papers gathered in this issue offer a timely and nuanced perspective on the evolving landscape of mental health research. Although they address a wide range of clinical and psychosocial phenomena, they are united by a shared commitment to understanding psychological functioning in its full complexity — not as a set of isolated symptoms, but as an experience shaped by the interplay of biology, personality, relationships, and social context.",3
170132,"https://www.archivespp.pl/Five-reasons-why-a-conversational-artificial-intelligence-cannot-be-treated-as-a,170132,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2023,25,4,Five reasons why a conversational artificial intelligence cannot be treated as a moral agent in psychotherapy,Marcin Paweł Ferdynus,Arch Psych Psych 2023;25(4):26-29,26-29,10.12740/APP/170132,https://www.archivespp.pl/pdf-170132-97753?filename=Five-reasons-why-a-conver.pdf,2023-12-17,2023-12-17,2023-04-02,2023-07-28,,Psychotherapy,"Sedlakova and Trachsel present an analysis regarding the evaluation of a new therapeutic technology, namely conversational artificial intelligence (CAI) in psychotherapy. They suggest that CAI cannot be treated as an equal partner in the therapeutic conversation, because it is not a moral agent. I agree that CAI is not a moral agent. However, I believe that CAI lacks at least five basic attributes or abilities (phenomenal consciousness, intentionality, ethical reflection, prudence, conscience) that would allow it to be defined as a moral agent. It seems that the ethical assessment of the possibilities, limitations, benefits and risks associated with the use of CAI in psychotherapy requires a determination of what CAI is in its moral nature. In this paper, I attempt to show that CAI is devoid of essential moral elements and hence cannot be treated as a moral agent.",3
200079,"https://www.archivespp.pl/The-interplay-between-self-compassion-and-mindfulness-in-the-explanation-of-depression,200079,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2025,27,2,The interplay between self-compassion and mindfulness in the explanation of depression and anxiety in depressed individuals,Patryk Roczon | Paweł Holas | Marzena Rusanowska | Izabela Krejtz | John B. Nezlek,Arch Psych Psych 2025;27(2):16-28,16-28,10.12740/APP/200079,https://www.archivespp.pl/pdf-200079-126959?filename=The-interplay-between-sel.pdf,2025-07-14,2025-07-14,2024-05-23,2025-01-14,,Psychopathology of anxiety and other „neurotic disorders”,"Aim of the study: Previous studies have found that self-compassion and mindfulness are negatively related to depressive and anxiety symptoms. Still, the mechanisms underlying these relationships in major depression and whether such mechanisms differ in healthy people are poorly understood. In the present study, it was examined whether mindfulness and worrying mediated relationships between self-compassion, depression, and anxiety. An alternate model with mindfulness as the predictor and self-compassion as a mediator was also examined. Subject or material and methods: 146 individuals who had been diagnosed as depressed (Mage = 34.49, SD = 10.14) and 198 healthy controls (Mage = 34.44, SD = 12.93) completed an online battery of questionnaires assessing self-compassion, mindfulness, worrying, trait anxiety, and depression. Results: It was found that self-compassion and mindfulness may both function as mediators in predicting emotional distress. Diagnosis of clinical depression did not moderate the effects of mediational relationships in both the main and alternative models. Discussion: These findings suggest that relationships between mindfulness and self-compassion are reciprocal in the explanation of depression and anxiety symptoms and suggest both mechanisms may contribute to the reduction of anxiety and depression, a claim that needs further experimental validation. Conclusions: Future research may benefit from longitudinal and experimental designs to understand causal precedence and the dynamic nature of the relationship between mindfulness and self-compassion.",5
201423,"https://www.archivespp.pl/Treatment-of-trauma-cognitive-processing-therapy-or-prolonged-exposure-Analysis-of,201423,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2025,27,2,Treatment of trauma - cognitive processing therapy or prolonged exposure? Analysis of leading approaches within the cognitive-behavioral paradigm,Sylwia Natalia Michałowska,Arch Psych Psych 2025;27(2):29-37,29-37,10.12740/APP/201423,https://www.archivespp.pl/pdf-201423-126919?filename=Treatment-of-trauma---cog.pdf,2025-07-11,2025-07-14,2024-05-11,2025-02-14,,Psychotherapy,"Contemporary understanding of trauma encompasses various forms of experiences resulting in symptoms of Post-Traumatic Stress Disorder (PTSD). Cognitive-behavioral therapies such as Cognitive Processing Therapy (CPT) and Prolonged Exposure (PE) are the main treatment methods for PTSD, differing in their approach to confronting traumatic memories and cognitive restructuring. Research on the effectiveness of these approaches has been conducted with various patient groups, including veterans, individuals experiencing childhood trauma, and those with PTSD from accidents and disasters, demonstrating differences in effectiveness depending on the patient group and type of trauma. The aim of this study is to analyze similarities, differences, and effectiveness of the indicated methods in treating PTSD depending on the therapeutic context.",5
205143,"https://www.archivespp.pl/Clinical-features-diagnosis-and-approaches-to-the-treatment-of-borderline-personality,205143,0,2.html","https://www.archivespp.pl/Issue-4-2005,11555",4/2005 vol. 7,archive,2025,27,4,"Clinical features, diagnosis, and approaches to the treatment of borderline personality disorder",Liana Spytska,Arch Psych Psych 2025;27(4):48-54,48-54,10.12740/APP/205143,https://www.archivespp.pl/pdf-205143-134029?filename=Clinical-features--diagno.pdf,2026-01-01,2026-01-01,2025-02-26,2025-05-14,,Psychotherapy,"Aim of the study: Borderline personality disorder (BPD) poses a significant challenge for modern psychiatry and clinical psychology due to its complex nature, high prevalence, and significant impact on the quality of life of patients. The study aimed to conduct a comprehensive analysis of current scientific data on the clinical picture, diagnostic methods, and therapeutic strategies for BPD to create a holistic view of this pathology and improve approaches to its treatment. Subject or material and methods: The methodology involved reviewing peer-reviewed articles, systematic reviews, and meta-analyses published in leading international medical journals, analysing diagnostic criteria from the DSM-5 and ICD-11, and assessing various psychotherapeutic and pharmacological interventions. Results: The results showed that the key symptoms of BPD – emotional instability, identity disorders, impulsivity, and instability of interpersonal relationships – form a complex interconnected system that determines the unique clinical profile of each patient. The high level of comorbidity of BPD with other mental disorders, especially depressive and anxiety disorders and post-traumatic stress disorder, has proven to be a key factor in determining the complexity of the clinical picture, prognosis, and treatment approaches. Discussion: The analysis of modern diagnostic approaches revealed a significant evolution from the categorical to the dimensional approach, which is most clearly reflected in the criteria of the International Classification of Diseases of the 11th revision (ICD-11). Structured diagnostic interviews demonstrate high reliability and validity, remaining the “gold standard” for the diagnosis of BPD in clinical trials. Conclusions: Self-report questionnaires showed good validity and reliability in screening and monitoring symptoms.",5
153127,"https://www.archivespp.pl/Psychotherapy-integration-end-the-emergence-of-instinctual-territoriality,153127,0,2.html","https://www.archivespp.pl/Issue-1-2006,11556",1/2006 vol. 8,archive,2006,8,1,Psychotherapy integration end the emergence of instinctual territoriality,Frank M. Dattilio | John C. Norcross,Arch Psych Psych 2006;8(1):5-16,5-16,,https://www.archivespp.pl/pdf-153127-77788?filename=Psychotherapy-integration.pdf,,,,,,,"The professional literature is replete with expressions of resistance to psychotherapy integration. Most of the literature highlights the pragmatic, methodological, and underlying philosophical differences that impede integration. Although these arguments possess validity, there may be other reasons to explain the pervasive resistance to integration among mental health professionals over the decades. One of these reasons is the human instinctual drive toward territoriality and demarcation among clinicians. Aspects of ego identification and a territorial imperative are hypothesized to be at the core of some resistance. If the human instinct of territoriality is indeed one cause, such resistance may be difficult to change and may forever limit the potential and acceptance of psychotherapy integration, or even the appreciation for what other modalities have to offer.",5
