article_id,article_url,year,analysis_period_order,analysis_period,title,n_keyword_records,n_unique_concepts,concepts
153271,"https://www.archivespp.pl/Research-on-consequences-of-the-Holocaust,153271,0,2.html",2010,2,2010-2014,Research on consequences of the Holocaust,4,3,"historia, pamięć i trauma zbiorowa | survivor | trauma, PTSD i zaburzenia stresowe"
153272,"https://www.archivespp.pl/The-use-of-the-Internet-to-break-the-mental-disability-Self-experience,153272,0,2.html",2010,2,2010-2014,The use of the Internet to break the mental disability. Self-experience,4,2,interwencje terapeutyczne i rehabilitacja | technologie cyfrowe i internet
153274,"https://www.archivespp.pl/Interpersonal-behaviours-and-BPD-Are-specific-interpersonal-behaviours-related-to,153274,0,2.html",2010,2,2010-2014,Interpersonal behaviours and BPD. Are specific interpersonal behaviours related to borderline personality disorder? An empirical study using the Core Conflictual Relationship Theme standard categories,6,4,funkcjonowanie społeczne i wsparcie społeczne | metodologia badań i projekt badawczy | psychoanaliza i podejście psychodynamiczne | schizofrenia i zaburzenia psychotyczne
153275,"https://www.archivespp.pl/Mental-disorders-and-psychoactive-substance-use-in-metropolitan-late-adolescent-population,153275,0,2.html",2010,2,2010-2014,Mental disorders and psychoactive substance use in metropolitan late adolescent population: assessment of prevalence with self-report scales,5,5,interwencje terapeutyczne i rehabilitacja | metodologia badań i projekt badawczy | schizofrenia i zaburzenia psychotyczne | zaburzenia odżywiania i obraz ciała | zaburzenia używania substancji i uzależnienia
153276,"https://www.archivespp.pl/Contemporary-tendencies-in-infants-and-toddlers-psychotherapy,153276,0,2.html",2010,2,2010-2014,Contemporary tendencies in infants and toddlers psychotherapy,2,2,interwencje terapeutyczne i rehabilitacja | zaburzenia osobowości i cechy osobowości
153277,"https://www.archivespp.pl/Application-of-group-psychotherapy-in-the-treatment-of-adolescent-girls-and-women,153277,0,2.html",2010,2,2010-2014,Application of group psychotherapy in the treatment of adolescent girls and women with anorexia nervosa (a model of therapeutic work conducted in the Dabrowka Neurosis and Eating Disorders Centre - author's own experience),4,3,"kobiety, ciąża i zdrowie okołoporodowe | zaburzenia odżywiania i obraz ciała | zaburzenia osobowości i cechy osobowości"
153278,"https://www.archivespp.pl/Psychiatrists-opinions-on-somatic-health-in-patients-with-schizophrenia-results-of,153278,0,2.html",2010,2,2010-2014,Psychiatrists' opinions on somatic health in patients with schizophrenia - results of a Polish nationwide study,3,3,metodologia badań i projekt badawczy | schizofrenia i zaburzenia psychotyczne | somatic zaburzenie
153279,"https://www.archivespp.pl/Prevalence-of-subjectively-assessed-symptoms-of-sexual-disorders-in-schizophrenia,153279,0,2.html",2010,2,2010-2014,Prevalence of subjectively assessed symptoms of sexual disorders in schizophrenia. Preliminary report,3,2,schizofrenia i zaburzenia psychotyczne | zaburzenia używania substancji i uzależnienia
153280,"https://www.archivespp.pl/Pilot-study-of-KON-2006-in-the-Czech-Republic,153280,0,2.html",2010,2,2010-2014,Pilot study of KON-2006 in the Czech Republic,3,2,"depresja i zaburzenia depresyjne | neurobiologia, genetyka i biomarkery"
153281,"https://www.archivespp.pl/Self-perception-among-patients-with-multiple-sclerosis,153281,0,2.html",2010,2,2010-2014,Self perception among patients with multiple sclerosis,3,3,"historia, pamięć i trauma zbiorowa | niepełnosprawność | samoocena, tożsamość i obraz siebie"
153282,"https://www.archivespp.pl/Reducing-stigma-of-criminal-insanity,153282,0,2.html",2010,2,2010-2014,Reducing stigma of criminal insanity,3,3,"agresja, przemoc i zachowania antyspołeczne | conditional release | funkcjonowanie społeczne i wsparcie społeczne"
153283,"https://www.archivespp.pl/Pharmacology-of-atypicality-of-antipsychotic-drugs-status-and-perspectives,153283,0,2.html",2010,2,2010-2014,Pharmacology of atypicality of antipsychotic drugs: status and perspectives,4,2,"neurobiologia, genetyka i biomarkery | schizofrenia i zaburzenia psychotyczne"
153284,"https://www.archivespp.pl/Long-term-pharmacotherapy-of-schizophrenic-patients-Achievements-unsolved-needs-and,153284,0,2.html",2010,2,2010-2014,"Long-term pharmacotherapy of schizophrenic patients: Achievements, unsolved needs and future perspectives with special focus on long-acting injectable second generation antipsychotics",4,3,"interwencje terapeutyczne i rehabilitacja | schizofrenia i zaburzenia psychotyczne | wyniki leczenia, skuteczność i rokowanie"
153285,"https://www.archivespp.pl/Semantic-satiation-in-schizophrenia-The-role-of-valence-of-stimuli,153285,0,2.html",2010,2,2010-2014,Semantic satiation in schizophrenia. The role of valence of stimuli,3,3,schizofrenia i zaburzenia psychotyczne | semantic priming | semantic satiation
153286,"https://www.archivespp.pl/Consistency-of-symptomatic-dimensions-of-schizophrenia-in-a-12-year-follow-up-study,153286,0,2.html",2010,2,2010-2014,Consistency of symptomatic dimensions of schizophrenia in a 12 year follow-up study,3,3,metodologia badań i projekt badawczy | objawy i nasilenie objawów | schizofrenia i zaburzenia psychotyczne
153287,"https://www.archivespp.pl/Lesch-Alcoholism-Typology-Medical-Treatment-and-Research,153287,0,2.html",2010,2,2010-2014,Lesch Alcoholism Typology Medical Treatment and Research,4,3,lesch typology | subtypes | zaburzenia używania substancji i uzależnienia
153288,"https://www.archivespp.pl/Controversial-issues-concerning-the-concept-of-palliative-care-of-anorexic-patients,153288,0,2.html",2010,2,2010-2014,Controversial issues concerning the concept of palliative care of anorexic patients,5,5,egosyntoniczność | jakość życia i dobrostan | organizacja opieki psychiatrycznej | zaburzenia odżywiania i obraz ciała | śmiertelność
153289,"https://www.archivespp.pl/Body-image-among-young-females-with-anorexia-nervosa-and-the-structure-of-body-image,153289,0,2.html",2010,2,2010-2014,Body image among young females with anorexia nervosa and the structure of body image among their mothers,2,1,zaburzenia odżywiania i obraz ciała
153290,"https://www.archivespp.pl/Perception-of-autonomy-and-intimacy-in-families-of-origin-of-patients-with-eating,153290,0,2.html",2010,2,2010-2014,Perception of autonomy and intimacy in families of origin of patients with eating disorders with depressed patients and healthy controls. A Transgenerational perspective - Part I,5,4,"intymność | neurobiologia, genetyka i biomarkery | schizofrenia i zaburzenia psychotyczne | zaburzenia odżywiania i obraz ciała"
153291,"https://www.archivespp.pl/Perception-of-autonomy-and-intimacy-in-families-of-origin-of-parents-of-patients,153291,0,2.html",2010,2,2010-2014,"Perception of autonomy and intimacy in families of origin of parents of patients with eating disorders, of parents of depressed patients and of parents of healthy controls. A Transgenerational perspective - Part II",3,3,psychologia kliniczna i koncepcje psychologiczne | zaburzenia odżywiania i obraz ciała | zaburzenia osobowości i cechy osobowości
153292,"https://www.archivespp.pl/Treatment-without-consent-dialogue-or-psychiatric-language-games-,153292,0,2.html",2011,2,2010-2014,"Treatment without consent - dialogue, or psychiatric language games?",3,3,"historia, pamięć i trauma zbiorowa | interwencje terapeutyczne i rehabilitacja | schizofrenia i zaburzenia psychotyczne"
153293,"https://www.archivespp.pl/Panic-Disorder-and-gender-of-patients-versus-the-presence-of-profound-psychological,153293,0,2.html",2011,2,2010-2014,Panic Disorder and gender of patients versus the presence of profound psychological trauma,3,3,"lęk i zaburzenia lękowe | trauma, PTSD i zaburzenia stresowe | zaburzenia używania substancji i uzależnienia"
153294,"https://www.archivespp.pl/The-Panic-Disorder-prevalence-and-it-s-influence-on-the-severity-of-aspirin-induced,153294,0,2.html",2011,2,2010-2014,The Panic Disorder prevalence and it's influence on the severity of aspirin-induced asthma,3,2,choroby somatyczne i współchorobowość medyczna | lęk i zaburzenia lękowe
153295,"https://www.archivespp.pl/Psychotherapy-of-Holocaust-survivors-group-process-analysis,153295,0,2.html",2011,2,2010-2014,Psychotherapy of Holocaust survivors - group process analysis,4,4,"historia, pamięć i trauma zbiorowa | survivors | trauma, PTSD i zaburzenia stresowe | zaburzenia osobowości i cechy osobowości"
153296,"https://www.archivespp.pl/Polish-myths-and-their-deconstruction-in-the-context-of-Polish-Jewish-relations,153296,0,2.html",2011,2,2010-2014,Polish myths and their deconstruction in the context of Polish-Jewish relations,2,2,funkcjonowanie społeczne i wsparcie społeczne | polskie mity
153297,"https://www.archivespp.pl/Polymorphisms-of-the-SNAP-25-gene-and-performance-on-the-Wisconsin-Card-Sorting-Test,153297,0,2.html",2011,2,2010-2014,Polymorphisms of the SNAP-25 gene and performance on the Wisconsin Card Sorting Test in anorexia nervosa and in healthy adolescent participants,4,4,"healthy subjects | neurobiologia, genetyka i biomarkery | wisconsin card sorting test | zaburzenia odżywiania i obraz ciała"
153298,"https://www.archivespp.pl/Therapy-of-patients-diagnosed-with-anorexia-nervosa-treated-at-an-inpatient-ward,153298,0,2.html",2011,2,2010-2014,"Therapy of patients diagnosed with anorexia nervosa treated at an inpatient ward - specificity, rules and dilemmas",3,3,terapia | zaburzenia odżywiania i obraz ciała | zaburzenia osobowości i cechy osobowości
153299,"https://www.archivespp.pl/Exploring-the-factors-related-to-body-image-dissatisfaction-in-the-context-of-obesity,153299,0,2.html",2011,2,2010-2014,Exploring the factors related to body image dissatisfaction in the context of obesity,4,4,"choroby somatyczne i współchorobowość medyczna | jakość życia i dobrostan | samoocena, tożsamość i obraz siebie | stres i radzenie sobie"
153300,"https://www.archivespp.pl/Towards-psychotherapy-oriented-community-psychiatry-30-years-of-experiences-in-Krakow,153300,0,2.html",2011,2,2010-2014,Towards psychotherapy-oriented community psychiatry - 30 years of experiences in Krakow,2,2,psychiatria i zdrowie psychiczne | schizofrenia i zaburzenia psychotyczne
153301,"https://www.archivespp.pl/Initial-glycine-serum-level-is-not-a-predictor-of-the-recovery-resulting-from-glycine,153301,0,2.html",2011,2,2010-2014,Initial glycine serum level is not a predictor of the recovery resulting from glycine augmentation of antipsychotic treatment,6,5,"glutamic acid | glycine | neurobiologia, genetyka i biomarkery | schizofrenia i zaburzenia psychotyczne | serum concentration"
153302,"https://www.archivespp.pl/Factor-structure-of-symptoms-in-the-Krakow-Depression-Inventory-KID-IO-C1,153302,0,2.html",2011,2,2010-2014,Factor structure of symptoms in the Krakow Depression Inventory KID IO C1,3,2,"ryzyko, czynniki ochronne i predyktory | schizofrenia i zaburzenia psychotyczne"
153303,"https://www.archivespp.pl/A-psychological-diagnosis-of-the-structure-of-the-body-self-in-a-group-of-selected,153303,0,2.html",2011,2,2010-2014,A psychological diagnosis of the structure of the body self in a group of selected young Polish females without eating or other mental disorders,4,3,"depresja i zaburzenia depresyjne | kobiety, ciąża i zdrowie okołoporodowe | zaburzenia odżywiania i obraz ciała"
153304,"https://www.archivespp.pl/Body-self-perception-in-subjects-beginning-a-three-month-multifaceted-group-weight,153304,0,2.html",2011,2,2010-2014,Body self-perception in subjects beginning a three-month multifaceted group weight loss programme,3,3,"choroby somatyczne i współchorobowość medyczna | depresja i zaburzenia depresyjne | samoocena, tożsamość i obraz siebie"
153305,"https://www.archivespp.pl/Association-between-attitudes-towards-body-image-negative-emotions-about-one-s-own,153305,0,2.html",2011,2,2010-2014,"Association between attitudes towards body image, negative emotions about one's own body and self-state representations in a clinical sample of eating disordered women",4,2,"samoocena, tożsamość i obraz siebie | zaburzenia odżywiania i obraz ciała"
153306,"https://www.archivespp.pl/The-authorial-model-of-the-therapy-used-in-night-terrors-and-sleep-disorders-in-children,153306,0,2.html",2011,2,2010-2014,The authorial model of the therapy used in night terrors and sleep disorders in children,3,3,lęk i zaburzenia lękowe | zaburzenia osobowości i cechy osobowości | zaburzenia snu
153307,"https://www.archivespp.pl/Comorbidity-of-aspirin-induced-asthma-and-panic-disorder-versus-gender-and-presence,153307,0,2.html",2011,2,2010-2014,Comorbidity of aspirin-induced asthma and panic disorder versus gender and presence of profound psychological traumas,5,5,"choroby somatyczne i współchorobowość medyczna | lęk i zaburzenia lękowe | schizofrenia i zaburzenia psychotyczne | trauma, PTSD i zaburzenia stresowe | zaburzenia używania substancji i uzależnienia"
153308,"https://www.archivespp.pl/Gender-and-presence-of-profound-psychological-traumas-versus-the-presence-and-intensity,153308,0,2.html",2011,2,2010-2014,Gender and presence of profound psychological traumas versus the presence and intensity of panic disorder in difficult and severe asthma and aspirin-induced asthma of different severity,4,4,"choroby somatyczne i współchorobowość medyczna | lęk i zaburzenia lękowe | trauma, PTSD i zaburzenia stresowe | zaburzenia używania substancji i uzależnienia"
153309,"https://www.archivespp.pl/The-participation-of-patients-with-schizophrenia-in-psychoeducation-the-analyses,153309,0,2.html",2011,2,2010-2014,The participation of patients with schizophrenia in psychoeducation - the analyses from the patient's perspective,2,2,"schizofrenia i zaburzenia psychotyczne | terapia rodzinna, systemowa i grupowa"
153310,"https://www.archivespp.pl/Depression-symptoms-among-patients-with-end-stage-renal-disease-and-among-primary,153310,0,2.html",2011,2,2010-2014,Depression symptoms among patients with end stage renal disease and among primary health care patients,3,3,niewydolność nerek | primary zdrowie care | schizofrenia i zaburzenia psychotyczne
153311,"https://www.archivespp.pl/Evaluation-of-body-image-among-females-with-Anorexia-Readiness-Syndrome,153311,0,2.html",2011,2,2010-2014,Evaluation of body image among females with Anorexia Readiness Syndrome,4,4,"appearance orientation | eating habits | samoocena, tożsamość i obraz siebie | zaburzenia odżywiania i obraz ciała"
153312,"https://www.archivespp.pl/Concept-of-reliable-change-in-the-usage-of-the-KON-2006-Neurotic-Personality-Questionnaire,153312,0,2.html",2011,2,2010-2014,Concept of reliable change in the usage of the KON-2006 Neurotic Personality Questionnaire,4,4,"depresja i zaburzenia depresyjne | reliable change | wyniki leczenia, skuteczność i rokowanie | zaburzenia osobowości i cechy osobowości"
153313,"https://www.archivespp.pl/A-survey-to-investigate-the-preferred-terms-describing-people-with-mental-disorders,153313,0,2.html",2011,2,2010-2014,A survey to investigate the preferred terms describing people with mental disorders - recipients' and providers' opinions,2,2,interwencje terapeutyczne i rehabilitacja | jakość of care
153314,"https://www.archivespp.pl/Home-care-services-in-the-community-treatment-of-mentally-ill-persons,153314,0,2.html",2011,2,2010-2014,Home care services in the community treatment of mentally ill persons,3,3,funkcjonowanie społeczne i wsparcie społeczne | interwencje terapeutyczne i rehabilitacja | organizacja opieki psychiatrycznej
153315,"https://www.archivespp.pl/Psychosomatics-how-it-should-be-understood-nowadays,153315,0,2.html",2011,2,2010-2014,Psychosomatics - how it should be understood nowadays,4,4,functional zaburzenie | grupa Balinta | schizofrenia i zaburzenia psychotyczne | terapia poznawczo-behawioralna i terapie trzeciej fali
153316,"https://www.archivespp.pl/Various-ways-of-understanding-compliance-a-psychiatrist-s-view,153316,0,2.html",2011,2,2010-2014,Various ways of understanding compliance: a psychiatrist's view,3,3,"filozofia, fenomenologia i antropologia | praca, edukacja i funkcjonowanie zawodowe | psychiatria i zdrowie psychiczne"
153317,"https://www.archivespp.pl/Marital-Therapy-Couples-Therapy-Indications-and-Contraindications,153317,0,2.html",2011,2,2010-2014,Marital Therapy/Couples Therapy: Indications and Contraindications,3,3,couples terapia | indications to the terapia | małżeński
153318,"https://www.archivespp.pl/Family-Constellation-Method-of-Bert-Hellinger-in-the-context-of-the-Code-of-Ethics,153318,0,2.html",2011,2,2010-2014,Family Constellation Method of Bert Hellinger in the context of the Code of Ethics for Psychotherapists,3,2,bert hellinger | zaburzenia osobowości i cechy osobowości
153319,"https://www.archivespp.pl/A-quantitative-qualitative-study-on-metaphors-used-by-Persian-depressed-patients,153319,0,2.html",2011,2,2010-2014,A quantitative/qualitative study on metaphors used by Persian depressed patients,5,5,"emocje, afekt i regulacja emocji | filozofia, fenomenologia i antropologia | migracja, mniejszości i kontekst międzykulturowy | schizofrenia i zaburzenia psychotyczne | zaburzenia neurorozwojowe i autyzm"
153320,"https://www.archivespp.pl/The-impact-of-anxiety-disorders-on-the-quality-of-compliance-among-patients-with,153320,0,2.html",2011,2,2010-2014,The impact of anxiety disorders on the quality of compliance among patients with co-morbid psychiatric or medical conditions: there are many questions but where can we find the answers?,3,3,"choroby somatyczne i współchorobowość medyczna | lęk i zaburzenia lękowe | praca, edukacja i funkcjonowanie zawodowe"
153321,"https://www.archivespp.pl/The-meaning-of-a-physician-patient-relation-for-neuroleptic-treatment,153321,0,2.html",2011,2,2010-2014,The meaning of a physician-patient relation for neuroleptic treatment,3,3,"interwencje terapeutyczne i rehabilitacja | postawy, stigma i przekonania | schizofrenia i zaburzenia psychotyczne"
153322,"https://www.archivespp.pl/Dramatology-vs-narratology-a-new-synthesis-for-psychiatry-psychoanalysis-and-interpersonal,153322,0,2.html",2011,2,2010-2014,"Dramatology vs. narratology: a new synthesis for psychiatry, psychoanalysis, and interpersonal drama therapy (IDT)",6,6,drama | dramatologia | free association | funkcjonowanie społeczne i wsparcie społeczne | psychoterapia i proces terapeutyczny | story
153323,"https://www.archivespp.pl/Psychotherapy-supervision-as-viewed-from-psychodynamic-standpoint,153323,0,2.html",2011,2,2010-2014,Psychotherapy supervision as viewed from psychodynamic standpoint,3,3,psychoanaliza i podejście psychodynamiczne | supervision | zaburzenia osobowości i cechy osobowości
153324,"https://www.archivespp.pl/Davanloo-s-Intensive-Short-term-Dynamic-Psychotherapy-Application-and-understanding,153324,0,2.html",2011,2,2010-2014,Davanloo's Intensive Short-term Dynamic Psychotherapy. Application and understanding the theoretical and technical principles of this method in treatment of resistant patients,4,4,"emocje, afekt i regulacja emocji | major oporność | parametry of mobilisation of the unconscious | unconscious primitive murderous rage"
153325,"https://www.archivespp.pl/Neuropsychological-characteristic-of-post-traumatic-Kluver-Bucy-Syndrome,153325,0,2.html",2011,2,2010-2014,Neuropsychological characteristic of post-traumatic Kluver-Bucy Syndrome,2,1,"neurobiologia, genetyka i biomarkery"
153326,"https://www.archivespp.pl/Body-image-dysphoria-and-motivation-to-exercise-A-study-of-Canadian-and-Polish-women,153326,0,2.html",2011,2,2010-2014,Body image dysphoria and motivation to exercise: A study of Canadian and Polish women participating in yoga or aerobics,3,3,"aktywność fizyczna | samoocena, tożsamość i obraz siebie | zaburzenia odżywiania i obraz ciała"
153327,"https://www.archivespp.pl/Reflections-on-patients-diagnosed-with-anorexia-and-bulimia-nervosa-in-the-context,153327,0,2.html",2011,2,2010-2014,"Reflections on patients diagnosed with anorexia and bulimia nervosa in the context of subjectivity, self-acceptance and freedom as sources of dignity",3,2,dignity | zaburzenia odżywiania i obraz ciała
153328,"https://www.archivespp.pl/Cognitive-dysfunction-progression-in-schizophrenia-relation-to-functional-and-clinical,153328,0,2.html",2012,2,2010-2014,Cognitive dysfunction progression in schizophrenia - relation to functional and clinical outcome,6,3,interwencje terapeutyczne i rehabilitacja | schizofrenia i zaburzenia psychotyczne | zaburzenia neurorozwojowe i autyzm
153329,"https://www.archivespp.pl/Global-cardio-metabolic-risk-in-patients-with-cognitive-dysfunction,153329,0,2.html",2012,2,2010-2014,Global cardio - metabolic risk in patients with cognitive dysfunction,2,2,choroby somatyczne i współchorobowość medyczna | starzenie się i osoby starsze
153330,"https://www.archivespp.pl/The-impact-of-Mindfulness-based-Cognitive-Therapy-MBCT-on-mental-health-and-quality,153330,0,2.html",2012,2,2010-2014,The impact of Mindfulness-based Cognitive Therapy (MBCT) on mental health and quality of life in a sub-clinically depressed population,5,4,"automatic thought | jakość życia i dobrostan | postawy, stigma i przekonania | terapia poznawczo-behawioralna i terapie trzeciej fali"
153331,"https://www.archivespp.pl/Gender-and-presence-of-profound-psychological-traumas-versus-comorbidity-of-panic,153331,0,2.html",2012,2,2010-2014,Gender and presence of profound psychological traumas versus comorbidity of panic disorder and depression in difficult and aspirin-induced asthma,6,5,"choroby somatyczne i współchorobowość medyczna | lęk i zaburzenia lękowe | schizofrenia i zaburzenia psychotyczne | trauma, PTSD i zaburzenia stresowe | zaburzenia używania substancji i uzależnienia"
153332,"https://www.archivespp.pl/Postnatal-mental-depression-in-two-outpatient-clinics-in-Katowice-analysing-frequency,153332,0,2.html",2012,2,2010-2014,Postnatal mental depression in two outpatient clinics in Katowice: analysing frequency and risk factors,3,3,"choroby somatyczne i współchorobowość medyczna | dzieci, adolescenci i rodzina | schizofrenia i zaburzenia psychotyczne"
153333,"https://www.archivespp.pl/Hyperprolactinemia-and-bleeding-following-use-of-sertraline-but-not-use-of-citalopram,153333,0,2.html",2012,2,2010-2014,Hyperprolactinemia and bleeding following use of sertraline but not use of citalopram and paroxetine: a case report,5,5,bleeding | citalopram | hyperprolactinemia | schizofrenia i zaburzenia psychotyczne | sertraline
153334,"https://www.archivespp.pl/Paralinguistic-communication-in-the-therapeutic-relationship,153334,0,2.html",2012,2,2010-2014,Paralinguistic communication in the therapeutic relationship,2,2,therapeutic relation | voice signals
153335,"https://www.archivespp.pl/Orthorexia-nervosa-an-eating-disorder-obsessive-compulsive-disorder-or-disturbed,153335,0,2.html",2012,2,2010-2014,"Orthorexia nervosa - an eating disorder, obsessive-compulsive disorder or disturbed eating habit?",3,3,food restriction | zaburzenia odżywiania i obraz ciała | zdrowie food
153336,"https://www.archivespp.pl/Haplotype-analysis-of-DRD2-and-ANKK1-gene-polymorphisms-in-alcohol-dependence,153336,0,2.html",2012,2,2010-2014,Haplotype analysis of DRD2 and ANKK1 gene polymorphisms in alcohol dependence,4,3,"haplotype | neurobiologia, genetyka i biomarkery | zaburzenia używania substancji i uzależnienia"
153337,"https://www.archivespp.pl/Pre-and-post-sleep-stress-levels-and-negative-emotions-in-a-sample-dream-among-frequent,153337,0,2.html",2012,2,2010-2014,Pre- and post-sleep stress levels and negative emotions in a sample dream among frequent and non-frequent nightmare sufferers,3,3,"emocje, afekt i regulacja emocji | trauma, PTSD i zaburzenia stresowe | zaburzenia snu"
153338,"https://www.archivespp.pl/Links-between-defence-mechanisms-and-severity-of-symptoms-of-panic-disorder-in-women,153338,0,2.html",2012,2,2010-2014,Links between defence mechanisms and severity of symptoms of panic disorder in women and men with difficult and aspirin-induced asthma,5,5,choroby somatyczne i współchorobowość medyczna | lęk i zaburzenia lękowe | psychoanaliza i podejście psychodynamiczne | schizofrenia i zaburzenia psychotyczne | zaburzenia używania substancji i uzależnienia
153339,"https://www.archivespp.pl/Assessing-the-link-between-coping-patterns-and-interpersonal-behaviors-in-depressed,153339,0,2.html",2012,2,2010-2014,Assessing the link between coping patterns and interpersonal behaviors in depressed women,6,6,"depresja i zaburzenia depresyjne | funkcjonowanie społeczne i wsparcie społeczne | ocena kliniczna, psychometria i narzędzia pomiarowe | schizofrenia i zaburzenia psychotyczne | stres i radzenie sobie | terapia poznawczo-behawioralna i terapie trzeciej fali"
153340,"https://www.archivespp.pl/Investigating-the-relationship-between-depression-severity-and-cognitive-rigidity,153340,0,2.html",2012,2,2010-2014,Investigating the relationship between depression severity and cognitive rigidity through the use of cognitive errors,5,4,depresja i zaburzenia depresyjne | funkcjonowanie poznawcze i neuropsychologia | psychologia kliniczna i koncepcje psychologiczne | schizofrenia i zaburzenia psychotyczne
153341,"https://www.archivespp.pl/Why-is-research-involving-people-with-Alzheimer-s-disease-difficult-,153341,0,2.html",2012,2,2010-2014,Why is research involving people with Alzheimer's disease difficult?,4,3,"etyka, prawo i polityka zdrowotna | metodologia badań i projekt badawczy | starzenie się i osoby starsze"
153343,"https://www.archivespp.pl/Neuroticism-and-compulsive-overeating-A-comparative-analysis-of-the-level-of-neuroticism,153343,0,2.html",2012,2,2010-2014,"Neuroticism and compulsive overeating (A comparative analysis of the level of neuroticism and anxiety in a group of females suffering from psychogenic binge eating, and in individuals exhibiting no mental or eating disorders)",3,3,lęk i zaburzenia lękowe | psychogenic binge easting | zaburzenia osobowości i cechy osobowości
153344,"https://www.archivespp.pl/Characteristics-of-aggressive-behaviour-in-females-suffering-from-psychogenic-binge,153344,0,2.html",2012,2,2010-2014,Characteristics of aggressive behaviour in females suffering from psychogenic binge eating disorder (analysis of the author's own research),4,3,"interwencje terapeutyczne i rehabilitacja | samoocena, tożsamość i obraz siebie | zaburzenia odżywiania i obraz ciała"
153345,"https://www.archivespp.pl/Perceived-stress-emotional-ill-being-and-psychosomatic-symptoms-in-high-school-students,153345,0,2.html",2012,2,2010-2014,"Perceived stress, emotional ill-being and psychosomatic symptoms in high school students: the moderating effect of self-regulation competences",5,5,"emocje, afekt i regulacja emocji | interwencje terapeutyczne i rehabilitacja | samoocena, tożsamość i obraz siebie | schizofrenia i zaburzenia psychotyczne | trauma, PTSD i zaburzenia stresowe"
153346,"https://www.archivespp.pl/The-sense-of-life-satisfaction-and-the-level-of-perceived-stress-in-the-midwifery,153346,0,2.html",2012,2,2010-2014,The sense of life satisfaction and the level of perceived stress in the midwifery profession - a preliminary report,3,3,"jakość życia i dobrostan | położnictwo | trauma, PTSD i zaburzenia stresowe"
153347,"https://www.archivespp.pl/Childhood-violence-experience-of-loss-and-hurt-in-close-relationships-at-adulthood,153347,0,2.html",2012,2,2010-2014,"Childhood violence, experience of loss and hurt in close relationships at adulthood and emotional rejection as risk factors of suicide attempts among women",4,4,"agresja, przemoc i zachowania antyspołeczne | kobiety, ciąża i zdrowie okołoporodowe | samobójczość i autoagresja | zaburzenia używania substancji i uzależnienia"
153348,"https://www.archivespp.pl/The-role-reversal-in-the-families-of-Adult-Children-of-Alcoholics,153348,0,2.html",2012,2,2010-2014,The role reversal in the families of Adult Children of Alcoholics,3,3,"dzieci, adolescenci i rodzina | trauma, PTSD i zaburzenia stresowe | zaburzenia osobowości i cechy osobowości"
153349,"https://www.archivespp.pl/Working-with-infantile-fanaticism-syndrome,153349,0,2.html",2012,2,2010-2014,Working with infantile fanaticism syndrome,7,6,fanaticism | idealization | psychoterapia i proces terapeutyczny | schizofrenia i zaburzenia psychotyczne | temptation of omnipotence | zaburzenia osobowości i cechy osobowości
153350,"https://www.archivespp.pl/Recovery-from-psychiatric-disability-and-personal-autonomy,153350,0,2.html",2012,2,2010-2014,Recovery from psychiatric disability and personal autonomy,3,3,"psychiatria i zdrowie psychiczne | psychologia kliniczna i koncepcje psychologiczne | wyniki leczenia, skuteczność i rokowanie"
153352,"https://www.archivespp.pl/Stabilisation-mission-in-Iraq-the-individual-symptoms-of-PTSD-and-a-comparison-of,153352,0,2.html",2012,2,2010-2014,"Stabilisation mission in Iraq, the individual symptoms of PTSD and a comparison of the level of depression, anxiety and aggression among soldiers returning from the mission and soldiers that stayed in Poland",4,4,"lęk i zaburzenia lękowe | samoocena, tożsamość i obraz siebie | schizofrenia i zaburzenia psychotyczne | trauma, PTSD i zaburzenia stresowe"
153353,"https://www.archivespp.pl/Aggression-and-violence-towards-health-care-providers-and-effects-thereof,153353,0,2.html",2012,2,2010-2014,"Aggression and violence towards health care providers, and effects thereof",3,3,"agresja, przemoc i zachowania antyspołeczne | psychiatria i zdrowie psychiczne | zdrowie care providers"
153354,"https://www.archivespp.pl/Characteristics-of-subjects-with-self-reported-history-of-psychosis-who-were-interested,153354,0,2.html",2012,2,2010-2014,Characteristics of subjects with self reported history of psychosis who were interested in self-assessment of their functional status via online e-diaries,5,4,depresja i zaburzenia depresyjne | interwencje terapeutyczne i rehabilitacja | schizofrenia i zaburzenia psychotyczne | technologie cyfrowe i internet
153355,"https://www.archivespp.pl/Five-years-of-the-classical-neurosurgery-for-mental-disorders-in-Poland-1947-1951,153355,0,2.html",2012,2,2010-2014,Five years of the classical neurosurgery for mental disorders in Poland (1947-1951),3,3,"historia, pamięć i trauma zbiorowa | leucotomy | schizofrenia i zaburzenia psychotyczne"
153356,"https://www.archivespp.pl/Determination-of-venlafaxine-and-its-metabolites-in-biological-materials,153356,0,2.html",2012,2,2010-2014,Determination of venlafaxine and its metabolites in biological materials,6,6,blood | farmakoterapia i leki psychotropowe | saliva | schizofrenia i zaburzenia psychotyczne | uhplc | urine
153357,"https://www.archivespp.pl/Osteogenesis-imperfecta-associated-with-recurrent-depressive-episodes-and-postpartum,153357,0,2.html",2012,2,2010-2014,Osteogenesis imperfecta associated with recurrent depressive episodes and postpartum psychosis in a 27-year-old women,5,3,"neurobiologia, genetyka i biomarkery | osteologia | schizofrenia i zaburzenia psychotyczne"
