keyword_semantic_id,keyword_final_en,keyword_final_polish,n_keyword_records,n_articles,n_raw_variants,n_norm_variants,first_year,last_year,review_flag
app_sem_1634,working memory deficit,deficyt pamięci roboczej,2,2,1,1,2006,2006,semantic_merge_audit
app_sem_0001,1-year follow-up,1-year follow-up,1,1,1,1,2005,2005,translation_review
app_sem_0002,22q11.2 deletion syndrome,22q11.2 deletion zespół,1,1,1,1,2008,2008,translation_review
app_sem_0003,5-ht1a receptors,5-ht1a receptors,1,1,1,1,2010,2010,translation_review
app_sem_0004,: attention deficit hyperactivity disorder,: attention deficit hyperactivity zaburzenie,1,1,1,1,2020,2020,translation_review
app_sem_0005,aa,aa,1,1,1,1,2016,2016,translation_review
app_sem_0007,acceptance,acceptance,1,1,1,1,2017,2017,translation_review
app_sem_0008,acceptance and commitment therapy,acceptance and commitment terapia,1,1,1,1,2017,2017,translation_review
app_sem_0009,acl,acl,1,1,1,1,2010,2010,translation_review
app_sem_0010,activity,activity,1,1,1,1,2008,2008,translation_review
app_sem_0012,addiction severity,uzależnienie severity,1,1,1,1,2017,2017,translation_review
app_sem_0013,addiction to mobile phone,uzależnienie to mobile phone,1,1,1,1,2017,2017,translation_review
app_sem_0014,addicts,addicts,1,1,1,1,2016,2016,translation_review
app_sem_0015,adequacy of perception,adequacy of perception,1,1,1,1,2010,2010,translation_review
app_sem_0018,administrative management,administrative management,1,1,1,1,2021,2021,translation_review
app_sem_0022,adolescent girls,adolescent girls,1,1,1,1,2010,2010,translation_review
app_sem_0023,adolescent ward,adolescent ward,1,1,1,1,2011,2011,translation_review
app_sem_0026,adoption identity,adoption identity,1,1,1,1,2016,2016,translation_review
app_sem_0027,adoptive family,adoptive rodzina,1,1,1,1,2014,2014,translation_review
app_sem_0028,adoptive family research methodology,adoptive rodzina badania methodology,1,1,1,1,2014,2014,translation_review
app_sem_0029,adult assessment,dorosły assessment,1,1,1,1,2014,2014,translation_review
app_sem_0030,adult attention deficit hyperactivity disorder,dorosły attention deficit hyperactivity zaburzenie,1,1,1,1,2018,2018,translation_review
app_sem_0031,adult children of alcoholics,dorosły dzieci of alcoholics,1,1,1,1,2012,2012,translation_review
app_sem_0034,adverse effect,adverse effect,1,1,1,1,2017,2017,translation_review
app_sem_0036,aerobic exercise,aerobic exercise,1,1,1,1,2019,2019,translation_review
app_sem_0037,affect phobia model,affect phobia model,1,1,1,1,2009,2009,translation_review
app_sem_0038,affect regulation training,affect regulacja training,1,1,1,1,2025,2025,translation_review
app_sem_0039,affective,afektywny,1,1,1,1,2013,2013,ok
app_sem_0041,affective temperaments,afektywny temperaments,1,1,1,1,2024,2024,translation_review
app_sem_0042,affirming compulsions,affirming compulsions,1,1,1,1,2025,2025,translation_review
app_sem_0043,agenesis of carpos callosum,agenesis of carpos callosum,1,1,1,1,2018,2018,translation_review
app_sem_0045,agoraphobia,agorafobia,1,1,1,1,2005,2005,ok
app_sem_0046,agoraphobia with panic attacks,agoraphobia with panic attacks,1,1,1,1,2015,2015,translation_review
app_sem_0047,aids,AIDS,1,1,1,1,2005,2005,ok
app_sem_0048,alcohol,alkohol,1,1,1,1,2008,2008,ok
app_sem_0051,alcohol consumption,alkohol consumption,1,1,1,1,2025,2025,translation_review
app_sem_0053,alcohol psychosis,alkohol psychosis,1,1,1,1,2015,2015,translation_review
app_sem_0055,alcohol withdrawal syndrome,alkohol withdrawal zespół,1,1,1,1,2005,2005,translation_review
app_sem_0056,alcohol-addiction,alkohol-uzależnienie,1,1,1,1,2016,2016,ok
app_sem_0057,alcohol-exposed pregnancy,alkohol-exposed pregnancy,1,1,1,1,2021,2021,translation_review
app_sem_0058,alcoholic extract,alcoholic extract,1,1,1,1,2017,2017,translation_review
app_sem_0059,alcoholism,alkoholizm,1,1,1,1,2009,2009,ok
app_sem_0060,alcoholism morbidity rate,alcoholism morbidity rate,1,1,1,1,2015,2015,translation_review
app_sem_0062,allience,allience,1,1,1,1,2018,2018,translation_review
app_sem_0063,alter ego,alter ego,1,1,1,1,2020,2020,translation_review
app_sem_0065,american psychiatric association,american psychiatryczny association,1,1,1,1,2014,2014,translation_review
app_sem_0066,amnesia,amnesia,1,1,1,1,2020,2020,translation_review
app_sem_0067,amyloid,amyloid,1,1,1,1,2007,2007,translation_review
app_sem_0068,analgesic suggestion,analgesic suggestion,1,1,1,1,2007,2007,translation_review
app_sem_0069,anesthesia,anesthesia,1,1,1,1,2023,2023,translation_review
app_sem_0072,anhedonia change,anhedonia change,1,1,1,1,2024,2024,translation_review
app_sem_0073,anhedonia intensity,anhedonia intensity,1,1,1,1,2024,2024,translation_review
app_sem_0074,animal model,animal model,1,1,1,1,2024,2024,translation_review
app_sem_0075,anomia,anomia,1,1,1,1,2025,2025,translation_review
app_sem_0078,anti-n methyl-d-aspartate receptor antibodies,anti-n methyl-d-aspartate receptor antibodies,1,1,1,1,2025,2025,translation_review
app_sem_0079,anti-semitism,anti-semitism,1,1,1,1,2010,2010,translation_review
app_sem_0080,anti-stigma campaign,anti-stygmatyzacja campaign,1,1,1,1,2020,2020,translation_review
app_sem_0081,anticipated and experienced stigma,anticipated and experienced stygmatyzacja,1,1,1,1,2009,2009,translation_review
app_sem_0083,antioxidants,antioxidants,1,1,1,1,2024,2024,translation_review
app_sem_0085,antipsychotic agents,lek przeciwpsychotyczny agents,1,1,1,1,2021,2021,translation_review
app_sem_0086,antisocial disorder,antisocial zaburzenie,1,1,1,1,2024,2024,semantic_merge_audit|translation_review
app_sem_0087,antisocial personality disorder/borderline personality disorder,antisocial zaburzenie osobowości/borderline zaburzenie osobowości,1,1,1,1,2015,2015,translation_review
app_sem_0089,anxiety and depressive disorder,lęk and zaburzenie depresyjne,1,1,1,1,2009,2009,semantic_merge_audit|translation_review
app_sem_0091,anxiety paradoxical effects,lęk paradoxical effects,1,1,1,1,2006,2006,translation_review
app_sem_0092,anxiety sensitivity,lęk sensitivity,1,1,1,1,2021,2021,translation_review
app_sem_0093,apoliprotein e,apoliprotein e,1,1,1,1,2007,2007,translation_review
app_sem_0094,appearance orientation,appearance orientation,1,1,1,1,2011,2011,translation_review
app_sem_0095,applicants,applicants,1,1,1,1,2019,2019,translation_review
app_sem_0096,archetype,archetype,1,1,1,1,2020,2020,translation_review
app_sem_0097,archive,archive,1,1,1,1,2006,2006,translation_review
app_sem_0098,argentine tango,argentine tango,1,1,1,1,2022,2022,translation_review
app_sem_0099,aripiprazole,aripiprazole,1,1,1,1,2017,2017,translation_review
app_sem_0100,arnold chiari malformation,arnold chiari malformation,1,1,1,1,2018,2018,translation_review
app_sem_0101,arrival,przyjazd,1,1,1,1,2005,2005,ok
app_sem_0102,arterial stiffness,arterial stiffness,1,1,1,1,2019,2019,translation_review
app_sem_0103,arts psychotherapies,arts psychotherapies,1,1,1,1,2013,2013,translation_review
app_sem_0104,arts psychotherapy,arts psychoterapia,1,1,1,1,2017,2017,translation_review
app_sem_0105,aspirin-induced asthma,aspirin-induced asthma,1,1,1,1,2011,2011,translation_review
app_sem_0106,asrq,asrq,1,1,1,1,2014,2014,translation_review
app_sem_0107,assertiveness,assertiveness,1,1,1,1,2024,2024,translation_review
app_sem_0109,association,association,1,1,1,1,2006,2006,translation_review
app_sem_0111,asthma severity,asthma severity,1,1,1,1,2011,2011,translation_review
app_sem_0112,athletic ideal,athletic ideal,1,1,1,1,2008,2008,translation_review
app_sem_0113,atopic dermatitis,atopic dermatitis,1,1,1,1,2021,2021,translation_review
app_sem_0114,atos,atos,1,1,1,1,2009,2009,translation_review
app_sem_0118,attempted suicide,attempted samobójstwo,1,1,1,1,2019,2019,translation_review
app_sem_0119,attenuation of pair bonding,attenuation of pair bonding,1,1,1,1,2006,2006,translation_review
app_sem_0121,attitude measurement,postawa measurement,1,1,1,1,2024,2024,translation_review
app_sem_0122,attitude scale,postawa skala,1,1,1,1,2024,2024,ok
app_sem_0123,attitudes,postawy,1,1,1,1,2022,2022,ok
app_sem_0124,attitudes towards the body and eating,postawy towards the ciało and jedzenie,1,1,1,1,2013,2013,translation_review
app_sem_0125,atypical gender identity development,atypical płeć identity development,1,1,1,1,2017,2017,translation_review
app_sem_0126,audit,audit,1,1,1,1,2018,2018,translation_review
app_sem_0127,auditory hallucinations,auditory hallucinations,1,1,1,1,2022,2022,translation_review
app_sem_0128,augmentation,augmentation,1,1,1,1,2018,2018,translation_review
app_sem_0129,author's memories,author's memories,1,1,1,1,2015,2015,translation_review
app_sem_0130,authors index,authors index,1,1,1,1,2006,2006,translation_review
app_sem_0132,autism spectrum,autism spectrum,1,1,1,1,2025,2025,translation_review
app_sem_0134,autism_,autism_,1,1,1,1,2019,2019,translation_review
app_sem_0135,auto-amputation,auto-amputation,1,1,1,1,2018,2018,translation_review
app_sem_0136,autoaggresion,autoaggresion,1,1,1,1,2015,2015,translation_review
app_sem_0137,autocreation,autocreation,1,1,1,1,2015,2015,translation_review
app_sem_0138,autoimmune disease,autoimmune choroba,1,1,1,1,2025,2025,translation_review
app_sem_0139,autoimmune encephalitis,autoimmune encephalitis,1,1,1,1,2025,2025,translation_review
app_sem_0140,automatic action,automatic action,1,1,1,1,2014,2014,translation_review
app_sem_0141,automatic thought,automatic thought,1,1,1,1,2012,2012,translation_review
app_sem_0142,autonomous motivation,autonomous motivation,1,1,1,1,2016,2016,translation_review
app_sem_0145,behavioral addictions,behawioralny addictions,1,1,1,1,2024,2024,translation_review
app_sem_0146,behaviorism,behaviorism,1,1,1,1,2008,2008,translation_review
app_sem_0147,bentus,bentus,1,1,1,1,2006,2006,translation_review
app_sem_0148,bert hellinger,bert hellinger,1,1,1,1,2011,2011,translation_review
app_sem_0149,bifactor model,bifactor model,1,1,1,1,2021,2021,translation_review
app_sem_0150,big five,big five,1,1,1,1,2015,2015,translation_review
app_sem_0151,biid,biid,1,1,1,1,2021,2021,translation_review
app_sem_0152,binge eating disorder (bed),binge eating disorder (bed),1,1,1,1,2013,2013,translation_review
app_sem_0153,binging,binging,1,1,1,1,2015,2015,translation_review
app_sem_0154,bioactive compounds,bioactive compounds,1,1,1,1,2020,2020,translation_review
app_sem_0155,bioelectrical impedance analysis,bioelectrical impedance analysis,1,1,1,1,2014,2014,translation_review
app_sem_0156,bioethics,bioethics,1,1,1,1,2016,2016,translation_review
app_sem_0157,biographic traumata,biographic traumata,1,1,1,1,2016,2016,translation_review
app_sem_0158,biographical narration,biographical narration,1,1,1,1,2015,2015,translation_review
app_sem_0159,biography,biography,1,1,1,1,2019,2019,translation_review
app_sem_0160,bion's theory,bion's theory,1,1,1,1,2010,2010,translation_review
app_sem_0163,bipolar affective illness,dwubiegunowy afektywny illness,1,1,1,1,2008,2008,translation_review
app_sem_0165,bipolar mood disorder,dwubiegunowy mood zaburzenie,1,1,1,1,2016,2016,semantic_merge_audit|translation_review
app_sem_0166,bipolar spectrum,dwubiegunowy spectrum,1,1,1,1,2009,2009,translation_review
app_sem_0167,birding,birding,1,1,1,1,2023,2023,translation_review
app_sem_0168,bisexual men,bisexual mężczyźni,1,1,1,1,2023,2023,translation_review
app_sem_0169,bisexuality,bisexuality,1,1,1,1,2017,2017,translation_review
app_sem_0170,bleeding,bleeding,1,1,1,1,2012,2012,translation_review
app_sem_0171,blindness,blindness,1,1,1,1,2022,2022,translation_review
app_sem_0172,blood,blood,1,1,1,1,2012,2012,translation_review
app_sem_0173,body attitude,ciało postawa,1,1,1,1,2016,2016,semantic_merge_audit
app_sem_0174,body attitude test,ciało postawa test,1,1,1,1,2014,2014,translation_review
app_sem_0177,body esteem,ciało samoocena,1,1,1,1,2024,2024,ok
app_sem_0179,body image concern,body image concern,1,1,1,1,2018,2018,translation_review
app_sem_0180,body image disturbance,obraz ciała zaburzenie,1,1,1,1,2011,2011,translation_review
app_sem_0181,body image perception,body image perception,1,1,1,1,2016,2016,translation_review
app_sem_0183,body percept,ciało percept,1,1,1,1,2010,2010,translation_review
app_sem_0184,body self,ciało ja,1,1,1,1,2011,2011,ok
app_sem_0185,borderline functioning,borderline functioning,1,1,1,1,2016,2016,translation_review
app_sem_0186,borderline patients,borderline patients,1,1,1,1,2012,2012,translation_review
app_sem_0188,bowen's theory,bowen's theory,1,1,1,1,2017,2017,translation_review
app_sem_0189,bpd,bpd,1,1,1,1,2013,2013,translation_review
app_sem_0190,brain-behavioral function,brain-behawioralny funkcja,1,1,1,1,2020,2020,semantic_merge_audit|translation_review
app_sem_0191,brain-derived,brain-derived,1,1,1,1,2010,2010,translation_review
app_sem_0192,brain-derived neurotrophic factor (bdnf) gene,brain-derived neurotrophic czynnik (bdnf) gene,1,1,1,1,2006,2006,translation_review
app_sem_0193,brainspotting therapy,brainspotting terapia,1,1,1,1,2022,2022,translation_review
app_sem_0194,brca gene mutation,brca gene mutation,1,1,1,1,2022,2022,translation_review
app_sem_0196,brca2,brca2,1,1,1,1,2019,2019,translation_review
app_sem_0197,break up,break up,1,1,1,1,2018,2018,translation_review
app_sem_0198,breast cancer,rak piersi,1,1,1,1,2008,2008,ok
app_sem_0199,breast reduction surgery,breast reduction surgery,1,1,1,1,2021,2021,translation_review
app_sem_0200,breastfeeding,breastfeeding,1,1,1,1,2023,2023,translation_review
app_sem_0201,breastfeeding self-efficacy,breastfeeding self-efficacy,1,1,1,1,2016,2016,translation_review
app_sem_0202,breath-holding,breath-holding,1,1,1,1,2006,2006,translation_review
app_sem_0203,brief intervention,brief intervention,1,1,1,1,2021,2021,translation_review
app_sem_0204,brief psychotic disorder,brief psychotic disorder,1,1,1,1,2018,2018,translation_review
app_sem_0205,broken heart,broken heart,1,1,1,1,2013,2013,translation_review
app_sem_0208,bulling,bulling,1,1,1,1,2019,2019,translation_review
app_sem_0209,buprenorphine,buprenorphine,1,1,1,1,2020,2020,translation_review
app_sem_0210,burden,burden,1,1,1,1,2017,2017,translation_review
app_sem_0214,capacity,capacity,1,1,1,1,2009,2009,translation_review
app_sem_0215,caq-clinical analysis questionnaire,caq-clinical analysis kwestionariusz,1,1,1,1,2010,2010,translation_review
app_sem_0216,car,car,1,1,1,1,2023,2023,translation_review
app_sem_0218,cardiac syndrome x,cardiac zespół x,1,1,1,1,2009,2009,translation_review
app_sem_0220,cardiovascular risk,cardiovascular ryzyko,1,1,1,1,2014,2014,translation_review
app_sem_0221,care relationship,care relacja,1,1,1,1,2024,2024,translation_review
app_sem_0222,caregiver,caregiver,1,1,1,1,2017,2017,translation_review
app_sem_0223,caregivers,caregivers,1,1,1,1,2017,2017,translation_review
app_sem_0225,catatonia,catatonia,1,1,1,1,2016,2016,translation_review
app_sem_0226,caudate nucleus,caudate nucleus,1,1,1,1,2025,2025,translation_review
app_sem_0227,cbcl score,cbcl score,1,1,1,1,2014,2014,translation_review
app_sem_0229,cerebellar,cerebellar,1,1,1,1,2013,2013,translation_review
app_sem_0230,cerebellum,cerebellum,1,1,1,1,2013,2013,translation_review
app_sem_0231,cerebral and cerebellar atrophy,cerebral and cerebellar atrophy,1,1,1,1,2008,2008,translation_review
app_sem_0232,cftmea,cftmea,1,1,1,1,2014,2014,translation_review
app_sem_0233,change,change,1,1,1,1,2008,2008,translation_review
app_sem_0234,change in consultation frequency,change in consultation frequency,1,1,1,1,2009,2009,translation_review
app_sem_0235,"changes in inflammatory parameters and antioxidants and their impact on clinical symptoms, including cognitive functions, in patients with schizophrenia-scoping review","changes in inflammatory parameters and antioxidants and their impact on clinical symptoms, including funkcje poznawczes, in patients with schizofrenia-scoping przegląd",1,1,1,1,2006,2006,translation_review
app_sem_0236,child and adolescent psychiatry,dziecko and adolescent psychiatria,1,1,1,1,2014,2014,translation_review
app_sem_0237,child depression,dziecko depresja,1,1,1,1,2009,2009,ok
app_sem_0238,child psychotherapy,dziecko psychoterapia,1,1,1,1,2009,2009,ok
app_sem_0239,child temperament,dziecko temperament,1,1,1,1,2023,2023,translation_review
app_sem_0240,child trichotillomania,dziecko trichotillomania,1,1,1,1,2013,2013,translation_review
app_sem_0241,child's wish for a miracle,child's wish for a miracle,1,1,1,1,2012,2012,translation_review
app_sem_0242,childbearing age women,childbearing age kobiety,1,1,1,1,2021,2021,translation_review
app_sem_0243,childbirth,childbirth,1,1,1,1,2012,2012,translation_review
app_sem_0244,childhood,childhood,1,1,1,1,2005,2005,translation_review
app_sem_0245,childhood adversity,childhood adversity,1,1,1,1,2018,2018,translation_review
app_sem_0246,childhood maltreatment,childhood maltreatment,1,1,1,1,2022,2022,translation_review
app_sem_0247,childhood trauma,childhood trauma,1,1,1,1,2020,2020,translation_review
app_sem_0251,children emotional problem,dzieci emocjonalny problem,1,1,1,1,2014,2014,translation_review
app_sem_0252,children's rights,children's rights,1,1,1,1,2016,2016,translation_review
app_sem_0253,chromosome 17,chromosome 17,1,1,1,1,2012,2012,translation_review
app_sem_0254,chronic disease,przewlekły choroba,1,1,1,1,2023,2023,ok
app_sem_0255,chronic fatigue,przewlekły fatigue,1,1,1,1,2014,2014,translation_review
app_sem_0256,chronic low backache,przewlekły low backache,1,1,1,1,2018,2018,translation_review
app_sem_0257,chronic mentally ill persons,przewlekły mentally ill persons,1,1,1,1,2005,2005,translation_review
app_sem_0259,chronic renal failure,przewlekły renal failure,1,1,1,1,2016,2016,translation_review
app_sem_0261,chronic stress,przewlekły stres,1,1,1,1,2024,2024,ok
app_sem_0262,chronic trauma,przewlekły trauma,1,1,1,1,2008,2008,ok
app_sem_0263,chronically mentally ill,chronically mentally ill,1,1,1,1,2009,2009,translation_review
app_sem_0265,citalopram,citalopram,1,1,1,1,2012,2012,translation_review
app_sem_0267,classification trees,classification trees,1,1,1,1,2016,2016,translation_review
app_sem_0269,client challenges,client challenges,1,1,1,1,2015,2015,translation_review
app_sem_0270,climate change,climate change,1,1,1,1,2022,2022,translation_review
app_sem_0271,clinical factor,clinical czynnik,1,1,1,1,2007,2007,semantic_merge_audit|translation_review
app_sem_0272,clinical high risk,clinical high ryzyko,1,1,1,1,2023,2023,translation_review
app_sem_0273,clinical intuition,clinical intuition,1,1,1,1,2023,2023,translation_review
app_sem_0275,clinical philosophy,clinical philosophy,1,1,1,1,2015,2015,translation_review
app_sem_0276,clinical psychology,clinical psychology,1,1,1,1,2017,2017,translation_review
app_sem_0277,clinical trial,clinical trial,1,1,1,1,2018,2018,translation_review
app_sem_0278,clinical utility,clinical utility,1,1,1,1,2014,2014,translation_review
app_sem_0279,close relationships,close relacje,1,1,1,1,2022,2022,translation_review
app_sem_0280,clozapine,klozapina,1,1,1,1,2023,2023,ok
app_sem_0281,cluster a,cluster a,1,1,1,1,2021,2021,translation_review
app_sem_0282,cluster b,cluster b,1,1,1,1,2016,2016,translation_review
app_sem_0283,co-dependence,co-uzależnienie,1,1,1,1,2020,2020,translation_review
app_sem_0284,co-dependent mothers,co-dependent mothers,1,1,1,1,2020,2020,translation_review
app_sem_0285,co2,co2,1,1,1,1,2006,2006,translation_review
app_sem_0286,code of ethics,code of ethics,1,1,1,1,2022,2022,translation_review
app_sem_0287,codependency,codependency,1,1,1,1,2025,2025,translation_review
app_sem_0288,cognition,poznanie,1,1,1,1,2016,2016,ok
app_sem_0290,cognitive appraisal,poznawczy appraisal,1,1,1,1,2005,2005,translation_review
app_sem_0291,cognitive approach,poznawczy approach,1,1,1,1,2008,2008,translation_review
app_sem_0293,cognitive biases,poznawczy biases,1,1,1,1,2022,2022,translation_review
app_sem_0295,cognitive deficits,poznawczy deficits,1,1,1,1,2009,2009,translation_review
app_sem_0297,cognitive dysmetria,poznawczy dysmetria,1,1,1,1,2013,2013,translation_review
app_sem_0298,cognitive error rating scale,poznawczy error rating skala,1,1,1,1,2012,2012,translation_review
app_sem_0300,cognitive flexibility,poznawczy flexibility,1,1,1,1,2020,2020,translation_review
app_sem_0302,cognitive functioning,cognitive functioning,1,1,1,1,2019,2019,translation_review
app_sem_0303,cognitive impairment in aud,poznawczy impairment in aud,1,1,1,1,2018,2018,translation_review
app_sem_0304,cognitive impairments,poznawczy impairments,1,1,1,1,2025,2025,translation_review
app_sem_0305,cognitive inhibition,poznawczy inhibition,1,1,1,1,2024,2024,translation_review
app_sem_0306,cognitive processing of trauma,poznawczy processing of trauma,1,1,1,1,2023,2023,translation_review
app_sem_0307,cognitive processing therapy,poznawczy processing terapia,1,1,1,1,2025,2025,translation_review
app_sem_0308,cognitive psychotherapy,poznawczy psychoterapia,1,1,1,1,2008,2008,ok
app_sem_0309,cognitive restraint,poznawczy restraint,1,1,1,1,2017,2017,translation_review
app_sem_0310,cognitive restructuring,poznawczy restructuring,1,1,1,1,2016,2016,translation_review
app_sem_0311,cognitive rigidity,poznawczy rigidity,1,1,1,1,2012,2012,translation_review
app_sem_0312,cognitive trauma processing,poznawczy trauma processing,1,1,1,1,2024,2024,translation_review
app_sem_0313,cognitive triad,poznawczy triad,1,1,1,1,2014,2014,translation_review
app_sem_0314,coherence,coherence,1,1,1,1,2025,2025,translation_review
app_sem_0315,collective memory,collective memory,1,1,1,1,2016,2016,translation_review
app_sem_0316,common factor,common czynnik,1,1,1,1,2018,2018,semantic_merge_audit|translation_review
app_sem_0317,communication,communication,1,1,1,1,2022,2022,translation_review
app_sem_0318,communication competences,communication competences,1,1,1,1,2020,2020,translation_review
app_sem_0319,community,community,1,1,1,1,2016,2016,translation_review
app_sem_0320,community care,community care,1,1,1,1,2009,2009,translation_review
app_sem_0321,community mental health services,community mental health services,1,1,1,1,2014,2014,translation_review
app_sem_0322,community psychiatry,psychiatria środowiskowa,1,1,1,1,2009,2009,ok
app_sem_0323,community social support,community social support,1,1,1,1,2005,2005,translation_review
app_sem_0324,community treatment programme,community leczenie programme,1,1,1,1,2009,2009,translation_review
app_sem_0326,comparative studies,comparative studies,1,1,1,1,2023,2023,translation_review
app_sem_0327,compassion,compassion,1,1,1,1,2013,2013,translation_review
app_sem_0328,compassion for others,compassion for others,1,1,1,1,2024,2024,translation_review
app_sem_0329,competence,competence,1,1,1,1,2008,2008,translation_review
app_sem_0331,complex-ptsd,complex-ptsd,1,1,1,1,2008,2008,translation_review
app_sem_0333,compulsive sexual behavior disorder,compulsive seksualny behavior zaburzenie,1,1,1,1,2024,2024,semantic_merge_audit|translation_review
app_sem_0334,compulsory treatment/compulsory order,compulsory leczenie/compulsory order,1,1,1,1,2006,2006,translation_review
app_sem_0335,computer,computer,1,1,1,1,2010,2010,translation_review
app_sem_0337,concentration,concentration,1,1,1,1,2022,2022,translation_review
app_sem_0338,conditional release,conditional release,1,1,1,1,2010,2010,translation_review
app_sem_0339,conduct disorder,conduct zaburzenie,1,1,1,1,2021,2021,translation_review
app_sem_0340,confirmatory factor analysis,confirmatory czynnik analysis,1,1,1,1,2022,2022,translation_review
app_sem_0342,connective tissue diseases,connective tissue diseases,1,1,1,1,2013,2013,translation_review
app_sem_0343,conners scale,conners skala,1,1,1,1,2020,2020,translation_review
app_sem_0344,consent capacity,consent capacity,1,1,1,1,2020,2020,translation_review
app_sem_0345,contact centre,contact centre,1,1,1,1,2023,2023,translation_review
app_sem_0346,contact with the patient,contact with the patient,1,1,1,1,2011,2011,translation_review
app_sem_0347,containment measures,containment measures,1,1,1,1,2020,2020,translation_review
app_sem_0348,context and motivation to the treatment,context and motivation to the leczenie,1,1,1,1,2005,2005,translation_review
app_sem_0349,control,control,1,1,1,1,2008,2008,translation_review
app_sem_0350,conversational artificial intelligence,conversational artificial intelligence,1,1,1,1,2023,2023,translation_review
app_sem_0351,convicted sexual offenders,convicted seksualny offenders,1,1,1,1,2024,2024,translation_review
app_sem_0353,coping methods,radzenie sobie methods,1,1,1,1,2025,2025,translation_review
app_sem_0354,coping pathophysiology,radzenie sobie pathophysiology,1,1,1,1,2013,2013,translation_review
app_sem_0355,coping patterns,radzenie sobie patterns,1,1,1,1,2012,2012,translation_review
app_sem_0356,coping patterns rating scale,radzenie sobie patterns rating skala,1,1,1,1,2012,2012,translation_review
app_sem_0360,core conflictual relationship theme,core conflictual relacja theme,1,1,1,1,2013,2013,translation_review
app_sem_0361,core conflictual relationship theme method,core conflictual relacja theme method,1,1,1,1,2010,2010,translation_review
app_sem_0364,coronary diseases,coronary diseases,1,1,1,1,2021,2021,translation_review
app_sem_0365,coronary surgery,coronary surgery,1,1,1,1,2021,2021,translation_review
app_sem_0367,corpus callosum,corpus callosum,1,1,1,1,2023,2023,translation_review
app_sem_0368,corticotropin releasing hormone receptors,corticotropin releasing hormone receptors,1,1,1,1,2009,2009,translation_review
app_sem_0369,cortisol,kortyzol,1,1,1,1,2015,2015,ok
app_sem_0370,cortisol awakening response,cortisol awakening response,1,1,1,1,2023,2023,translation_review
app_sem_0371,cost effectiveness,cost skuteczność,1,1,1,1,2009,2009,translation_review
app_sem_0372,cost-effectiveness analysis,cost-skuteczność analysis,1,1,1,1,2014,2014,translation_review
app_sem_0373,cotard syndrome,cotard zespół,1,1,1,1,2021,2021,translation_review
app_sem_0376,couple therapy,terapia par,1,1,1,1,2014,2014,ok
app_sem_0377,couples therapy,couples terapia,1,1,1,1,2011,2011,translation_review
app_sem_0378,course,course,1,1,1,1,2007,2007,translation_review
app_sem_0379,course of illness,course of illness,1,1,1,1,2009,2009,translation_review
app_sem_0383,creative thinking,creative thinking,1,1,1,1,2025,2025,translation_review
app_sem_0385,creativity and schizophrenia: a literature review of the problem,creativity and schizophrenia: a literature przegląd of the problem,1,1,1,1,2006,2006,translation_review
app_sem_0386,creutzfeldt-jakob disease,creutzfeldt-jakob choroba,1,1,1,1,2016,2016,translation_review
app_sem_0387,criminal insanity,criminal insanity,1,1,1,1,2010,2010,translation_review
app_sem_0388,crohn's disease,crohn's choroba,1,1,1,1,2023,2023,translation_review
app_sem_0389,cross-cultural study,cross-cultural badanie,1,1,1,1,2008,2008,translation_review
app_sem_0390,cross-lagged panel analysis,cross-lagged panel analysis,1,1,1,1,2024,2024,translation_review
app_sem_0391,cso,cso,1,1,1,1,2024,2024,translation_review
app_sem_0392,cultural differences,cultural differences,1,1,1,1,2011,2011,translation_review
app_sem_0393,cultural social factor,cultural społeczny czynnik,1,1,1,1,2009,2009,semantic_merge_audit|translation_review
app_sem_0396,cyberchondria,cyberchondria,1,1,1,1,2022,2022,translation_review
app_sem_0397,cyberpsychology,cyberpsychology,1,1,1,1,2019,2019,translation_review
app_sem_0398,cyclothymic,cyclothymic,1,1,1,1,2024,2024,translation_review
app_sem_0399,cyp2d,cyp2d,1,1,1,1,2005,2005,translation_review
app_sem_0400,cytokines,cytokiny,1,1,1,1,2024,2024,ok
app_sem_0401,d2 receptors,d2 receptors,1,1,1,1,2010,2010,translation_review
app_sem_0402,dark side of personality,dark side of osobowość,1,1,1,1,2024,2024,translation_review
app_sem_0403,dat and comt polymorphism,dat and comt polymorphism,1,1,1,1,2005,2005,translation_review
app_sem_0405,day hospital,day hospital,1,1,1,1,2007,2007,translation_review
app_sem_0406,day-care ward,day-care ward,1,1,1,1,2009,2009,translation_review
app_sem_0407,death,death,1,1,1,1,2022,2022,translation_review
app_sem_0408,death instinct,death instinct,1,1,1,1,2005,2005,translation_review
app_sem_0409,decision algorithm,decision algorithm,1,1,1,1,2016,2016,translation_review
app_sem_0410,decision-making,decision-making,1,1,1,1,2020,2020,translation_review
app_sem_0411,decision-making capacity,decision-making capacity,1,1,1,1,2008,2008,translation_review
app_sem_0412,defect,defect,1,1,1,1,2010,2010,translation_review
app_sem_0414,defense styles,defense styles,1,1,1,1,2024,2024,translation_review
app_sem_0417,deinstitutionalization,deinstitutionalization,1,1,1,1,2010,2010,translation_review
app_sem_0418,deliberate self-harm,deliberate ja-harm,1,1,1,1,2010,2010,translation_review
app_sem_0419,delirium,delirium,1,1,1,1,2020,2020,translation_review
app_sem_0421,delusion-proneness,delusion-proneness,1,1,1,1,2013,2013,translation_review
app_sem_0423,dementia of the alzheimer type,dementia of the alzheimer type,1,1,1,1,2025,2025,translation_review
