article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,keyword_url,normalization_actions,keyword_norm_id,keyword_concept_en_expanded,keyword_concept_polish_expanded,semantic_expanded_action,semantic_expanded_confidence,keyword_semantic_expanded_id,review_flag_expanded,keyword_concept_en_final,semantic_3c_action,semantic_3c_confidence,keyword_concept_polish_final,polish_translation_method_3c,review_flag_3c,keyword_semantic_3c_id,keyword_concept_polish_3d_aggregated,keyword_semantic_3d_aggregated_id,semantic_3d_action,semantic_3d_confidence,review_flag_3d,manual_audit_decision,exclusion_reason
65294,"https://www.archivespp.pl/FROM-EDITORS,65294,0,2.html",2016,18,3,FROM EDITORS,1,hh,hh,hh,hh,app_sem_0717,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-hh/5933,unchanged,app_kw_0748,hh,hh,no_expanded_semantic_change,low,app_sem_exp_0624,translation_review,hh,no_additional_merge,low,hh,fallback_untranslated_or_international,ok,app_sem3c_0485,hh,hh,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
65294,"https://www.archivespp.pl/FROM-EDITORS,65294,0,2.html",2016,18,3,FROM EDITORS,2,gg,gg,gg,gg,app_sem_0674,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-gg/9057,unchanged,app_kw_0703,gg,gg,no_expanded_semantic_change,low,app_sem_exp_0585,translation_review,gg,no_additional_merge,low,gg,fallback_untranslated_or_international,ok,app_sem3c_0456,gg,gg,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
65294,"https://www.archivespp.pl/FROM-EDITORS,65294,0,2.html",2016,18,3,FROM EDITORS,3,aa,aa,aa,aa,app_sem_0005,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-aa/90861,unchanged,app_kw_0005,aa,aa,no_expanded_semantic_change,low,app_sem_exp_0004,translation_review,aa,no_additional_merge,low,aa,fallback_untranslated_or_international,ok,app_sem3c_0004,aa,aa,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
67108,"https://www.archivespp.pl/FROM-EDITORS,67108,0,2.html",2016,18,4,FROM EDITORS,1,from,from,from,FROM,app_sem_0650,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-from/97509,unchanged,app_kw_0679,from,FROM,no_expanded_semantic_change,high,app_sem_exp_0564,ok,from,no_additional_merge,high,od,direct_expanded_glossary,ok,app_sem3c_0715,od,od,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
64975,"https://www.archivespp.pl/The-effect-of-supportive-expressive-therapy-on-hope-and-quality-of-life-in-patients-with-multiple-sclerosis-MS-,64975,0,2.html",2016,18,4,The effect of supportive-expressive therapy on hope and quality of life in patients with multiple sclerosis (MS),2,hope,hope,hope,nadzieja,app_sem_0728,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-hope/1121,unchanged,app_kw_0759,hope,nadzieja,no_expanded_semantic_change,high,app_sem_exp_0635,ok,hope,no_additional_merge,high,hope,fallback_untranslated_or_international,ok,app_sem3c_0497,hope,hope,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
69637,"https://www.archivespp.pl/FROM-EDITORS,69637,0,2.html",2017,19,1,FROM EDITORS,1,FG,fg,fg,fg,app_sem_0620,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-FG/79977,lowercase,app_kw_0648,fg,fg,no_expanded_semantic_change,low,app_sem_exp_0535,translation_review,fg,no_additional_merge,low,fg,fallback_untranslated_or_international,ok,app_sem3c_0416,fg,fg,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
69637,"https://www.archivespp.pl/FROM-EDITORS,69637,0,2.html",2017,19,1,FROM EDITORS,2,GH,gh,gh,gh,app_sem_0675,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-GH/84770,lowercase,app_kw_0704,gh,gh,no_expanded_semantic_change,low,app_sem_exp_0586,translation_review,gh,no_additional_merge,low,gh,fallback_untranslated_or_international,ok,app_sem3c_0457,gh,gh,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
69637,"https://www.archivespp.pl/FROM-EDITORS,69637,0,2.html",2017,19,1,FROM EDITORS,3,hj,hj,hj,hj,app_sem_0723,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-hj/109169,unchanged,app_kw_0754,hj,hj,no_expanded_semantic_change,low,app_sem_exp_0630,translation_review,hj,no_additional_merge,low,hj,fallback_untranslated_or_international,ok,app_sem3c_0492,hj,hj,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
78171,"https://www.archivespp.pl/FROM-EDITORS,78171,0,2.html",2017,19,3,FROM EDITORS,1,from,from,from,FROM,app_sem_0650,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-from/97509,unchanged,app_kw_0679,from,FROM,no_expanded_semantic_change,high,app_sem_exp_0564,ok,from,no_additional_merge,high,od,direct_expanded_glossary,ok,app_sem3c_0715,od,od,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
76338,"https://www.archivespp.pl/Body-image-in-women-practicing-yoga-or-other-forms-of-fitness,76338,0,2.html",2017,19,3,Body image in women practicing yoga or other forms of fitness,3,yoga,yoga,yoga,yoga,app_sem_1639,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-yoga/42830,unchanged,app_kw_1693,yoga,yoga,no_expanded_semantic_change,low,app_sem_exp_1472,translation_review,yoga,no_additional_merge,low,yoga,fallback_untranslated_or_international,ok,app_sem3c_1187,yoga,yoga,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
78172,"https://www.archivespp.pl/Ideal-body-stereotype-internalization-and-nsociocultural-attitudes-towards-appearance,78172,0,2.html",2017,19,4,"Ideal body stereotype internalization and sociocultural attitudes towards appearance: a preliminary cross-national comparison between Czech, Polish and American women",4,thin-ideal internalization,thin-ideal internalization,thin-ideal internalization,thin-ideal internalization,app_sem_1560,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-thin-ideal+internalization/111258,unchanged,app_kw_1614,thin-ideal internalization,thin-ideal internalization,no_expanded_semantic_change,low,app_sem_exp_1398,translation_review,thin-ideal internalization,no_additional_merge,low,thin-ideal internalization,fallback_untranslated_or_international,ok,app_sem3c_1103,thin-ideal internalization,thin_ideal_internalization,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
81580,"https://www.archivespp.pl/Auto-amputation-in-a-severe-depressive-episode-with-psychotic-symptoms-case-report,81580,0,2.html",2018,20,1,Auto-amputation in a severe depressive episode with psychotic symptoms: case report,3,auto-amputation,auto-amputation,auto-amputation,auto-amputation,app_sem_0135,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-auto-amputation/136089,unchanged,app_kw_0140,auto-amputation,auto-amputation,no_expanded_semantic_change,low,app_sem_exp_0112,translation_review,auto-amputation,no_additional_merge,low,auto-amputation,fallback_untranslated_or_international,ok,app_sem3c_0079,auto-amputation,auto_amputation,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
109134,"https://www.archivespp.pl/Choice-of-medical-specialty-and-personality-traits-measured-with-the-EPQ-R-S-in-medical,109134,0,2.html",2019,21,2,Choice of medical specialty and personality traits measured with the EPQ-R(S) in medical students and specialist doctors,3,EPQ-R,epq-r,epq-r,epq-r,app_sem_0569,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-EPQ-R/226686,lowercase,app_kw_0596,epq-r,epq-r,no_expanded_semantic_change,low,app_sem_exp_0492,translation_review,epq-r,no_additional_merge,low,epq-r,fallback_untranslated_or_international,ok,app_sem3c_0382,epq-r,epq_r,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
112143,"https://www.archivespp.pl/How-to-support-patients-with-BRCA-genetic-mutation-Research-review-,112143,0,2.html",2019,21,4,How to support patients with BRCA genetic mutation? Research review.,3,BRCA1,brca1,brca1,BRCA1,app_sem_0195,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-BRCA1/29245,lowercase,app_kw_0202,brca1,BRCA1,no_expanded_semantic_change,high,app_sem_exp_0161,ok,brca1,no_additional_merge,high,BRCA1,direct_expanded_glossary,ok,app_sem3c_0126,BRCA1,brca1,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
112143,"https://www.archivespp.pl/How-to-support-patients-with-BRCA-genetic-mutation-Research-review-,112143,0,2.html",2019,21,4,How to support patients with BRCA genetic mutation? Research review.,4,BRCA2,brca2,brca2,brca2,app_sem_0196,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-BRCA2/29246,lowercase,app_kw_0203,brca2,brca2,no_expanded_semantic_change,low,app_sem_exp_0162,translation_review,brca2,no_additional_merge,low,brca2,fallback_untranslated_or_international,ok,app_sem3c_0127,brca2,brca2,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
111340,"https://www.archivespp.pl/Symptoms-of-overactive-bladder-OAB-in-patients-treated-for-depressive-disorders,111340,0,2.html",2020,22,1,Symptoms of overactive bladder (OAB) in patients treated for depressive disorders,2,OAB,oab,oab,oab,app_sem_1020,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-OAB/103143,lowercase,app_kw_1055,oab,oab,no_expanded_semantic_change,low,app_sem_exp_0915,translation_review,oab,no_additional_merge,low,OAB,direct_rare_glossary,ok,app_sem3c_0708,OAB,oab,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
111340,"https://www.archivespp.pl/Symptoms-of-overactive-bladder-OAB-in-patients-treated-for-depressive-disorders,111340,0,2.html",2020,22,1,Symptoms of overactive bladder (OAB) in patients treated for depressive disorders,3,LUTS,luts,luts,luts,app_sem_0860,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-LUTS/46728,lowercase,app_kw_0892,luts,luts,no_expanded_semantic_change,low,app_sem_exp_0764,translation_review,luts,no_additional_merge,low,luts,fallback_untranslated_or_international,ok,app_sem3c_0607,luts,luts,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
110017,"https://www.archivespp.pl/Violent-behaviour-as-a-result-of-delirium-superimposed-on-dementia-in-the-course,110017,0,2.html",2020,22,1,Violent behaviour as a result of delirium superimposed on dementia in the course of primary central nervous system lymphoma,3,frontal lobe syndrome,frontal lobe syndrome,frontal lobe syndrome,frontal lobe zespół,app_sem_0651,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-frontal+lobe+syndrome/225978,unchanged,app_kw_0680,frontal lobe syndrome,frontal lobe zespół,no_expanded_semantic_change,medium,app_sem_exp_0565,translation_review,frontal lobe syndrome,no_additional_merge,medium,frontal lobe zespół,previous_polish_retained,ok,app_sem3c_0437,frontal lobe zespół,frontal_lobe_zespo,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
120659,"https://www.archivespp.pl/Psychosocial-context-of-the-decision-making-process-and-the-consequences-of-preventive,120659,0,2.html",2020,22,2,Psychosocial context of the decision-making process and the consequences of preventive procedures in a patient with BRCA1 genetic mutation,1,BRCA1,brca1,brca1,BRCA1,app_sem_0195,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-BRCA1/29245,lowercase,app_kw_0202,brca1,BRCA1,no_expanded_semantic_change,high,app_sem_exp_0161,ok,brca1,no_additional_merge,high,BRCA1,direct_expanded_glossary,ok,app_sem3c_0126,BRCA1,brca1,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
111624,"https://www.archivespp.pl/A-multi-criteria-decision-making-approach-for-schizophrenia-treatment-techniques,111624,0,2.html",2020,22,2,A multi-criteria decision-making approach for schizophrenia treatment techniques,3,decision-making,decision-making,decision-making,decision-making,app_sem_0410,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-decision-making/33841,unchanged,app_kw_0424,decision-making,decision-making,no_expanded_semantic_change,low,app_sem_exp_0356,translation_review,decision-making,no_additional_merge,low,decision-making,fallback_untranslated_or_international,ok,app_sem3c_0266,decision-making,decision_making,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
124985,"https://www.archivespp.pl/The-role-of-the-interaction-between-the-FKBP5-gene-and-stressful-life-events-in-the,124985,0,2.html",2020,22,3,The role of the interaction between the FKBP5 gene and stressful life events in the pathophysiology of schizophrenia: A narrative review,1,FKBP5,fkbp5,fkbp5,fkbp5,app_sem_0634,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-FKBP5/44563,lowercase,app_kw_0663,fkbp5,fkbp5,no_expanded_semantic_change,low,app_sem_exp_0548,translation_review,fkbp5,no_additional_merge,low,fkbp5,fallback_untranslated_or_international,ok,app_sem3c_0426,fkbp5,fkbp5,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
127307,"https://www.archivespp.pl/Key-factors-involved-in-the-feeding-and-eating-disorders-among-schizophrenic-patients,127307,0,2.html",2021,23,2,Key factors involved in the feeding and eating disorders among schizophrenic patients and non-clinical controls,2,patients,patients,patients,patients,app_sem_1085,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-patients/1225,unchanged,app_kw_1123,patients,patients,no_expanded_semantic_change,low,app_sem_exp_0973,translation_review,patients,no_additional_merge,low,pacjenci,fallback_phrase_translation,ok,app_sem3c_0742,pacjenci,pacjenci,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
127308,"https://www.archivespp.pl/Comparing-anxiety-sensitivity-and-metacognition-beliefs-in-patients-with-irritable,127308,0,2.html",2021,23,2,Comparing anxiety sensitivity and metacognition beliefs in patients with irritable bowel syndrome and coronary heart diseases; acase-control study,1,irritable bowel syndrome,irritable bowel syndrome,irritable bowel syndrome,irritable bowel zespół,app_sem_0822,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-irritable+bowel+syndrome/11823,unchanged,app_kw_0854,irritable bowel syndrome,irritable bowel zespół,no_expanded_semantic_change,medium,app_sem_exp_0726,translation_review,irritable bowel syndrome,no_additional_merge,medium,irritable bowel zespół,previous_polish_retained,ok,app_sem3c_0554,irritable bowel zespół,irritable_bowel_zespo,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
133564,"https://www.archivespp.pl/Body-Integrity-Identity-Disorder-A-review-of-current-knowledge-and-management-options,133564,0,2.html",2021,23,3,Body Integrity Identity Disorder: A review of current knowledge and management options,1,BIID,biid,biid,biid,app_sem_0151,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-BIID/313879,lowercase,app_kw_0157,biid,biid,no_expanded_semantic_change,low,app_sem_exp_0128,translation_review,biid,no_additional_merge,low,biid,fallback_untranslated_or_international,ok,app_sem3c_0103,biid,biid,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
134606,"https://www.archivespp.pl/A-unique-case-of-neurofibromatosis-1-NF1-with-Cotard-syndrome-A-case-report,134606,0,2.html",2021,23,3,A unique case of neurofibromatosis 1 (NF1) with Cotard syndrome – A case report,2,Cotard syndrome,cotard syndrome,cotard syndrome,cotard zespół,app_sem_0373,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-Cotard+syndrome/304939,lowercase,app_kw_0387,cotard syndrome,cotard zespół,no_expanded_semantic_change,medium,app_sem_exp_0321,translation_review,cotard syndrome,no_additional_merge,medium,cotard zespół,previous_polish_retained,ok,app_sem3c_0227,cotard zespół,cotard_zespo,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
143022,"https://www.archivespp.pl/C-Reactive-protein-and-Neutrophil-lymphocyte-ratio-in-Depressive-disorder-a-hospital,143022,0,2.html",2022,24,2,C-Reactive protein and Neutrophil lymphocyte ratio in Depressive disorder: a hospital based cross sectional study,2,High sensitive C-reactive protein,high sensitive c-reactive protein,high sensitive c-reactive protein,high sensitive c-reactive protein,app_sem_0718,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-High+sensitive+C-reactive+protein/321125,lowercase,app_kw_0749,high sensitive c-reactive protein,high sensitive c-reactive protein,no_expanded_semantic_change,low,app_sem_exp_0625,translation_review,high sensitive c-reactive protein,no_additional_merge,low,high sensitive c-reactive protein,fallback_untranslated_or_international,ok,app_sem3c_0486,high sensitive c-reactive protein,high_sensitive_c_reactive_protein,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
144882,"https://www.archivespp.pl/Comparison-of-serum-IGF1-IGF2-and-IGFBP1-6-concentration-in-the-children-with-different,144882,0,2.html",2022,24,3,"Comparison of serum IGF1, IGF2 and IGFBP1-6 concentration in the children with different stages of autism spectrum disorders",4,IGF1/2,igf1/2,igf1/2,igf1/2,app_sem_0756,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-IGF1%2F2/371294,lowercase,app_kw_0788,igf1/2,igf1/2,no_expanded_semantic_change,low,app_sem_exp_0663,translation_review,igf1/2,no_additional_merge,low,igf1 / 2,fallback_phrase_translation,ok,app_sem3c_0519,igf1 / 2,igf1_2,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
144882,"https://www.archivespp.pl/Comparison-of-serum-IGF1-IGF2-and-IGFBP1-6-concentration-in-the-children-with-different,144882,0,2.html",2022,24,3,"Comparison of serum IGF1, IGF2 and IGFBP1-6 concentration in the children with different stages of autism spectrum disorders",5,IGFBP1-6,igfbp1-6,igfbp1-6,igfbp1-6,app_sem_0757,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-IGFBP1-6/371295,lowercase,app_kw_0789,igfbp1-6,igfbp1-6,no_expanded_semantic_change,low,app_sem_exp_0664,translation_review,igfbp1-6,no_additional_merge,low,igfbp1-6,fallback_untranslated_or_international,ok,app_sem3c_0520,igfbp1-6,igfbp1_6,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
159085,"https://www.archivespp.pl/Disturbances-of-cortisol-awakening-response-in-psychotic-disorders-and-at-risk-states,159085,0,2.html",2023,25,2,Disturbances of cortisol awakening response in psychotic disorders and at-risk states – a literature review,4,CAR,car,car,car,app_sem_0216,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-CAR/318989,lowercase,app_kw_0223,car,car,no_expanded_semantic_change,low,app_sem_exp_0181,translation_review,car,no_additional_merge,low,car,fallback_untranslated_or_international,ok,app_sem3c_0144,car,car,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
163524,"https://www.archivespp.pl/Comorbity-of-eating-disorders-and-depression-in-T1DM-patients-challenges-and-tasks,163524,0,2.html",2023,25,3,Comorbity of eating disorders and depression in T1DM patients: challenges and tasks for dietetician - a pilot study,4,eat-26,eat-26,eat-26,EAT-26,app_sem_0504,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-eat-26/454637,unchanged,app_kw_0521,eat-26,EAT-26,no_expanded_semantic_change,high,app_sem_exp_0436,ok,eat-26,no_additional_merge,high,eat-26,fallback_untranslated_or_international,ok,app_sem3c_0333,eat-26,eat_26,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
150765,"https://www.archivespp.pl/Performance-anxiety-related-to-sexual-functioning-the-role-of-sexual-identity-and,150765,0,2.html",2023,25,3,Performance anxiety related to sexual functioning – the role of sexual identity and minority stress.,4,gay,gay,gay,gay,app_sem_0655,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-gay/424842,unchanged,app_kw_0684,gay,gay,no_expanded_semantic_change,low,app_sem_exp_0569,translation_review,gay,no_additional_merge,low,gay,fallback_untranslated_or_international,ok,app_sem3c_0445,gay,gay,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
167366,"https://www.archivespp.pl/Mental-Health-Professionals-Tendencies-towards-Seeking-Personal-Therapy,167366,0,2.html",2023,25,3,Mental Health Professionals’ Tendencies towards Seeking Personal Therapy,3,comparative studies,comparative studies,comparative studies,comparative studies,app_sem_0326,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-comparative+studies/87799,unchanged,app_kw_0339,comparative studies,comparative studies,no_expanded_semantic_change,low,app_sem_exp_0277,translation_review,comparative studies,no_additional_merge,low,comparative badania,fallback_expanded_phrase_translation,ok,app_sem3c_0195,comparative badania,comparative_badania,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
181582,"https://www.archivespp.pl/Online-and-Face-to-Face-Therapy-during-Covid-19-pandemic-Determinants-of-the-Therapeutic,181582,0,2.html",2024,26,2,Online and Face-to-Face Therapy during Covid-19 pandemic - Determinants of the Therapeutic Relationship,4,face-to-face therapy,face-to-face therapy,face-to-face therapy,face-to-face terapia,app_sem_0595,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-face-to-face+therapy/521813,unchanged,app_kw_0623,face-to-face therapy,face-to-face terapia,no_expanded_semantic_change,medium,app_sem_exp_0513,translation_review,face-to-face therapy,no_additional_merge,medium,face-to-face terapia,fallback_phrase_translation,ok,app_sem3c_0402,face-to-face terapia,face_to_face_terapia,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
166604,"https://www.archivespp.pl/A-discussion-of-early-maladaptive-schemas-in-men-convicted-sexual-offenders-in-Poland,166604,0,2.html",2024,26,2,A discussion of early maladaptive schemas in men convicted sexual offenders in Poland.,2,EMS,ems,ems,ems,app_sem_0560,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-EMS/30681,lowercase,app_kw_0586,ems,ems,no_expanded_semantic_change,low,app_sem_exp_0485,translation_review,ems,no_additional_merge,low,ems,fallback_untranslated_or_international,ok,app_sem3c_0376,ems,ems,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
166604,"https://www.archivespp.pl/A-discussion-of-early-maladaptive-schemas-in-men-convicted-sexual-offenders-in-Poland,166604,0,2.html",2024,26,2,A discussion of early maladaptive schemas in men convicted sexual offenders in Poland.,5,CSO,cso,cso,cso,app_sem_0391,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-CSO/291518,lowercase,app_kw_0405,cso,cso,no_expanded_semantic_change,low,app_sem_exp_0337,translation_review,cso,no_additional_merge,low,cso,fallback_untranslated_or_international,ok,app_sem3c_0239,cso,cso,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
200265,"https://www.archivespp.pl/Editorial,200265,0,2.html",2024,26,4,Editorial,3,Newsletter 2,newsletter 2,newsletter 2,newsletter 2,app_sem_0998,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Newsletter+2/640028,lowercase,app_kw_1033,newsletter 2,newsletter 2,no_expanded_semantic_change,low,app_sem_exp_0894,translation_review,newsletter 2,no_additional_merge,low,newsletter 2,direct_expanded_glossary,strong_review_non_substantive_or_metadata,app_sem3c_0691,newsletter 2,newsletter_2,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
205141,"https://www.archivespp.pl/A-33-year-old-man-with-memory-gaps-a-case-study-of-a-patient-with-suspected-Fahr,205141,0,2.html",2025,27,3,A 33-year-old man with memory gaps: a case study of a patient with suspected Fahr's disease,2,Fahr's syndrome,fahr's syndrome,fahr's syndrome,fahr's zespół,app_sem_0603,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-Fahr%27s+syndrome/479931,lowercase,app_kw_0631,fahr's syndrome,fahr's zespół,no_expanded_semantic_change,medium,app_sem_exp_0521,translation_review,fahr's syndrome,no_additional_merge,medium,fahr's zespół,previous_polish_retained,ok,app_sem3c_0407,fahr's zespół,fahr_s_zespo,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
207937,"https://www.archivespp.pl/Personality-traits-and-the-sense-of-coherence-in-relation-to-personal-values-indicated,207937,0,2.html",2025,27,4,Personality traits and the sense of coherence in relation to personal values indicated by kinship foster carers aged 60+ providing care for their biological grandchildren,4,people 60+,people 60+,people 60+,people 60+,app_sem_1092,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-people+60%2B/620220,unchanged,app_kw_1130,people 60+,people 60+,no_expanded_semantic_change,low,app_sem_exp_0980,translation_review,people 60+,no_additional_merge,low,osoby 60+,direct_rare_glossary,ok,app_sem3c_0736,osoby 60+,osoby_60,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
208219,"https://www.archivespp.pl/Impact-of-gender-and-age-of-patients-with-a-diagnosis-of-depression-on-the-prescription,208219,0,2.html",2025,27,4,Impact of gender and age of patients with a diagnosis of depression on the prescription of SSRI and SNRI drugs,1,socio-demographic characteristics,socio-demographic characteristics,socio-demographic characteristics,socio-demographic characteristics,app_sem_1448,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-socio-demographic+characteristics/140419,unchanged,app_kw_1500,socio-demographic characteristics,socio-demographic characteristics,no_expanded_semantic_change,low,app_sem_exp_1301,translation_review,socio-demographic characteristics,no_additional_merge,low,socio-demographic characteristics,fallback_untranslated_or_international,ok,app_sem3c_1005,socio-demographic characteristics,socio_demographic_characteristics,unchanged,low,strong_audit_residual_translation_or_scope,exclude,manual expert decision: exclude all strong-audit concepts from stage 3d
