article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,keyword_url,normalization_actions,keyword_norm_id
153251,"https://www.archivespp.pl/Psychiatric-rehabilitation-in-Poland-Polish-literature-review-from-1990-2007,153251,0,2.html",2009,11,4,Psychiatric rehabilitation in Poland. Polish literature review from 1990-2007,4,psychiatric care,psychiatric care,psychiatric care,psychiatryczny care,app_sem_1197,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-psychiatric+care/438139,unchanged,app_kw_1237
153252,"https://www.archivespp.pl/The-effectiveness-of-community-care-for-people-with-severe-mental-disorders,153252,0,2.html",2009,11,4,The effectiveness of community care for people with severe mental disorders,1,community care,community care,community care,community care,app_sem_0320,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-community+care/368583,unchanged,app_kw_0333
153252,"https://www.archivespp.pl/The-effectiveness-of-community-care-for-people-with-severe-mental-disorders,153252,0,2.html",2009,11,4,The effectiveness of community care for people with severe mental disorders,2,cost effectiveness,cost effectiveness,cost effectiveness,cost skuteczność,app_sem_0371,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-cost+effectiveness/142210,unchanged,app_kw_0385
153252,"https://www.archivespp.pl/The-effectiveness-of-community-care-for-people-with-severe-mental-disorders,153252,0,2.html",2009,11,4,The effectiveness of community care for people with severe mental disorders,3,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395
153253,"https://www.archivespp.pl/Psychodynamic-psychopharmacology-in-clinical-practice-interpretations-of-the-adverse,153253,0,2.html",2009,11,4,Psychodynamic psychopharmacology in clinical practice - interpretations of the adverse impact of pharmacotherapy. Case report,1,pharmacotherapy,pharmacotherapy,pharmacotherapy,farmakoterapia,app_sem_1116,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-pharmacotherapy/2082,unchanged,app_kw_1155
153253,"https://www.archivespp.pl/Psychodynamic-psychopharmacology-in-clinical-practice-interpretations-of-the-adverse,153253,0,2.html",2009,11,4,Psychodynamic psychopharmacology in clinical practice - interpretations of the adverse impact of pharmacotherapy. Case report,2,psychoanalysis,psychoanalysis,psychoanalysis,psychoanaliza,app_sem_1214,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychoanalysis/18930,unchanged,app_kw_1254
153253,"https://www.archivespp.pl/Psychodynamic-psychopharmacology-in-clinical-practice-interpretations-of-the-adverse,153253,0,2.html",2009,11,4,Psychodynamic psychopharmacology in clinical practice - interpretations of the adverse impact of pharmacotherapy. Case report,3,antipsychotics,antipsychotics,antipsychotic,lek przeciwpsychotyczny,app_sem_0084,exact_map:antipsychotics->antipsychotic,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-antipsychotics/564,unchanged,app_kw_0089
153253,"https://www.archivespp.pl/Psychodynamic-psychopharmacology-in-clinical-practice-interpretations-of-the-adverse,153253,0,2.html",2009,11,4,Psychodynamic psychopharmacology in clinical practice - interpretations of the adverse impact of pharmacotherapy. Case report,4,adverse events,adverse events,adverse events,zdarzenia niepożądane,app_sem_0035,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-adverse+events/35949,unchanged,app_kw_0035
153253,"https://www.archivespp.pl/Psychodynamic-psychopharmacology-in-clinical-practice-interpretations-of-the-adverse,153253,0,2.html",2009,11,4,Psychodynamic psychopharmacology in clinical practice - interpretations of the adverse impact of pharmacotherapy. Case report,5,interpretation,interpretation,interpretation,interpretacja,app_sem_0812,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-interpretation/26092,unchanged,app_kw_0844
153254,"https://www.archivespp.pl/The-phenomenon-of-dual-diagnosis-in-the-light-of-attachment-theory-a-case-study,153254,0,2.html",2009,11,4,The phenomenon of dual diagnosis in the light of attachment theory - a case study,1,dual diagnosis,dual diagnosis,dual diagnosis,podwójna diagnoza,app_sem_0487,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-dual+diagnosis/493,unchanged,app_kw_0503
153254,"https://www.archivespp.pl/The-phenomenon-of-dual-diagnosis-in-the-light-of-attachment-theory-a-case-study,153254,0,2.html",2009,11,4,The phenomenon of dual diagnosis in the light of attachment theory - a case study,2,attachment theory,attachment theory,attachment theory,teoria przywiązania,app_sem_0117,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-attachment+theory/69687,unchanged,app_kw_0122
153254,"https://www.archivespp.pl/The-phenomenon-of-dual-diagnosis-in-the-light-of-attachment-theory-a-case-study,153254,0,2.html",2009,11,4,The phenomenon of dual diagnosis in the light of attachment theory - a case study,3,compliance,compliance,compliance,współpraca w leczeniu,app_sem_0332,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-compliance/238,unchanged,app_kw_0346
153255,"https://www.archivespp.pl/The-significance-and-role-of-siblings-in-family-therapy,153255,0,2.html",2010,12,1,The significance and role of siblings in family therapy,1,siblings,siblings,siblings,rodzeństwo,app_sem_1420,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-siblings/15656,unchanged,app_kw_1469
153255,"https://www.archivespp.pl/The-significance-and-role-of-siblings-in-family-therapy,153255,0,2.html",2010,12,1,The significance and role of siblings in family therapy,2,family system,family system,family system,rodzina system,app_sem_0612,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-family+system/70771,unchanged,app_kw_0640
153256,"https://www.archivespp.pl/Early-emotional-development-and-the-developmental-matrix,153256,0,2.html",2010,12,1,Early emotional development and the developmental matrix,1,infant,infant,infant,infant,app_sem_0776,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-infant/16223,unchanged,app_kw_0808
153256,"https://www.archivespp.pl/Early-emotional-development-and-the-developmental-matrix,153256,0,2.html",2010,12,1,Early emotional development and the developmental matrix,2,emotional development,emotional development,emotional development,emocjonalny development,app_sem_0544,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-emotional+development/7823,unchanged,app_kw_0570
153256,"https://www.archivespp.pl/Early-emotional-development-and-the-developmental-matrix,153256,0,2.html",2010,12,1,Early emotional development and the developmental matrix,3,infant observation,infant observation,infant observation,infant observation,app_sem_0777,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-infant+observation/438140,unchanged,app_kw_0809
153256,"https://www.archivespp.pl/Early-emotional-development-and-the-developmental-matrix,153256,0,2.html",2010,12,1,Early emotional development and the developmental matrix,4,psychoanalysis,psychoanalysis,psychoanalysis,psychoanaliza,app_sem_1214,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychoanalysis/18930,unchanged,app_kw_1254
153257,"https://www.archivespp.pl/Depression-as-seen-from-the-psychotherapy-perspective,153257,0,2.html",2010,12,1,Depression as seen from the psychotherapy perspective,1,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445
153257,"https://www.archivespp.pl/Depression-as-seen-from-the-psychotherapy-perspective,153257,0,2.html",2010,12,1,Depression as seen from the psychotherapy perspective,2,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314
153258,"https://www.archivespp.pl/The-relation-between-the-adequacy-of-visual-body-mass-estimation-and-weight-reduction,153258,0,2.html",2010,12,1,The relation between the adequacy of visual body mass estimation and weight reduction in overweight people (Body percept and weight reduction),1,body percept,body percept,body percept,ciało percept,app_sem_0183,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-body+percept/438141,unchanged,app_kw_0190
153258,"https://www.archivespp.pl/The-relation-between-the-adequacy-of-visual-body-mass-estimation-and-weight-reduction,153258,0,2.html",2010,12,1,The relation between the adequacy of visual body mass estimation and weight reduction in overweight people (Body percept and weight reduction),2,obesity,obesity,obesity,otyłość,app_sem_1021,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-obesity/207,unchanged,app_kw_1056
153258,"https://www.archivespp.pl/The-relation-between-the-adequacy-of-visual-body-mass-estimation-and-weight-reduction,153258,0,2.html",2010,12,1,The relation between the adequacy of visual body mass estimation and weight reduction in overweight people (Body percept and weight reduction),3,weight loss therapy,weight loss therapy,weight loss therapy,weight loss terapia,app_sem_1621,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-weight+loss+therapy/438142,unchanged,app_kw_1675
153258,"https://www.archivespp.pl/The-relation-between-the-adequacy-of-visual-body-mass-estimation-and-weight-reduction,153258,0,2.html",2010,12,1,The relation between the adequacy of visual body mass estimation and weight reduction in overweight people (Body percept and weight reduction),4,adequacy of perception,adequacy of perception,adequacy of perception,adequacy of perception,app_sem_0015,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-adequacy+of+perception/438143,unchanged,app_kw_0015
153259,"https://www.archivespp.pl/Assessment-of-the-mental-health-of-convicted-prisoners-and-those-under-temporary,153259,0,2.html",2010,12,1,Assessment of the mental health of convicted prisoners and those under temporary arrest,1,deinstitutionalization,deinstitutionalization,deinstitutionalization,deinstitutionalization,app_sem_0417,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-deinstitutionalization/11931,unchanged,app_kw_0432
153259,"https://www.archivespp.pl/Assessment-of-the-mental-health-of-convicted-prisoners-and-those-under-temporary,153259,0,2.html",2010,12,1,Assessment of the mental health of convicted prisoners and those under temporary arrest,2,transinstitutionalization,transinstitutionalization,transinstitutionalization,transinstitutionalization,app_sem_1569,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-transinstitutionalization/438144,unchanged,app_kw_1623
153259,"https://www.archivespp.pl/Assessment-of-the-mental-health-of-convicted-prisoners-and-those-under-temporary,153259,0,2.html",2010,12,1,Assessment of the mental health of convicted prisoners and those under temporary arrest,3,penitentiary unit,penitentiary unit,penitentiary unit,penitentiary unit,app_sem_1091,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-penitentiary+unit/309777,unchanged,app_kw_1129
153259,"https://www.archivespp.pl/Assessment-of-the-mental-health-of-convicted-prisoners-and-those-under-temporary,153259,0,2.html",2010,12,1,Assessment of the mental health of convicted prisoners and those under temporary arrest,4,substance abuse,substance abuse,substance abuse,nadużywanie substancji,app_sem_1495,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-substance+abuse/52559,unchanged,app_kw_1547
153259,"https://www.archivespp.pl/Assessment-of-the-mental-health-of-convicted-prisoners-and-those-under-temporary,153259,0,2.html",2010,12,1,Assessment of the mental health of convicted prisoners and those under temporary arrest,5,psychiatric diagnosis,psychiatric diagnosis,psychiatric diagnosis,psychiatryczny diagnoza,app_sem_1200,no_semantic_change,token_full,high,ok,https://www.archivespp.pl/Keyword-psychiatric+diagnosis/34062,unchanged,app_kw_1240
153260,"https://www.archivespp.pl/Interpretation-of-the-resolution-of-hallucinations-in-a-patient-with-chronic-schizophrenia,153260,0,2.html",2010,12,1,Interpretation of the resolution of hallucinations in a patient with chronic schizophrenia - case report,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395
153260,"https://www.archivespp.pl/Interpretation-of-the-resolution-of-hallucinations-in-a-patient-with-chronic-schizophrenia,153260,0,2.html",2010,12,1,Interpretation of the resolution of hallucinations in a patient with chronic schizophrenia - case report,2,pharmacotherapy,pharmacotherapy,pharmacotherapy,farmakoterapia,app_sem_1116,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-pharmacotherapy/2082,unchanged,app_kw_1155
153260,"https://www.archivespp.pl/Interpretation-of-the-resolution-of-hallucinations-in-a-patient-with-chronic-schizophrenia,153260,0,2.html",2010,12,1,Interpretation of the resolution of hallucinations in a patient with chronic schizophrenia - case report,3,subjective aspects,subjective aspects,subjective aspects,subjective aspects,app_sem_1492,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-subjective+aspects/438145,unchanged,app_kw_1544
153261,"https://www.archivespp.pl/In-the-face-of-anti-Semitism-thoughts-of-Polish-psychotherapists,153261,0,2.html",2010,12,1,In the face of anti-Semitism: thoughts of Polish psychotherapists,1,Polish-Jewish relations,polish-jewish relations,polish-jewish relations,relacje polsko-żydowskie,app_sem_1138,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-Polish-Jewish+relations/438146,lowercase,app_kw_1177
153261,"https://www.archivespp.pl/In-the-face-of-anti-Semitism-thoughts-of-Polish-psychotherapists,153261,0,2.html",2010,12,1,In the face of anti-Semitism: thoughts of Polish psychotherapists,2,anti-Semitism,anti-semitism,anti-semitism,anti-semitism,app_sem_0079,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-anti-Semitism/259435,lowercase,app_kw_0081
153261,"https://www.archivespp.pl/In-the-face-of-anti-Semitism-thoughts-of-Polish-psychotherapists,153261,0,2.html",2010,12,1,In the face of anti-Semitism: thoughts of Polish psychotherapists,3,Polish patriotism myths,polish patriotism myths,polish patriotism myths,polish patriotism myths,app_sem_1137,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Polish+patriotism+myths/438147,lowercase,app_kw_1176
153262,"https://www.archivespp.pl/Overcoming-impossible,153262,0,2.html",2010,12,1,Overcoming impossible,1,Holocaust,holocaust,holocaust,Holokaust,app_sem_0724,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-Holocaust/1707,lowercase,app_kw_0755
153262,"https://www.archivespp.pl/Overcoming-impossible,153262,0,2.html",2010,12,1,Overcoming impossible,2,trauma,trauma,trauma,trauma,app_sem_1571,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-trauma/1709,unchanged,app_kw_1625
153263,"https://www.archivespp.pl/Sadness-after-loss,153263,0,2.html",2010,12,1,Sadness after loss,1,Bion's theory,bion's theory,bion's theory,bion's theory,app_sem_0160,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Bion%27s+theory/438148,lowercase,app_kw_0166
153263,"https://www.archivespp.pl/Sadness-after-loss,153263,0,2.html",2010,12,1,Sadness after loss,2,Holocaust,holocaust,holocaust,Holokaust,app_sem_0724,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-Holocaust/1707,lowercase,app_kw_0755
153265,"https://www.archivespp.pl/Association-analysis-of-polymorphisms-of-the-NTRK2-and-BDNF-genes-with-bipolar-affective,153265,0,2.html",2010,12,2,Association analysis of polymorphisms of the NTRK2 and BDNF genes with bipolar affective disorder in a Polish sample,1,bipolar affective disorder,bipolar affective disorder,bipolar affective disorder,dwubiegunowy afektywny zaburzenie,app_sem_0162,no_semantic_change,token_full,high,ok,https://www.archivespp.pl/Keyword-bipolar+affective+disorder/1112,unchanged,app_kw_0168
153265,"https://www.archivespp.pl/Association-analysis-of-polymorphisms-of-the-NTRK2-and-BDNF-genes-with-bipolar-affective,153265,0,2.html",2010,12,2,Association analysis of polymorphisms of the NTRK2 and BDNF genes with bipolar affective disorder in a Polish sample,2,neurodevelopmental hypothesis,neurodevelopmental hypothesis,neurodevelopmental hypothesis,neurodevelopmental hypothesis,app_sem_0973,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-neurodevelopmental+hypothesis/438149,unchanged,app_kw_1007
153265,"https://www.archivespp.pl/Association-analysis-of-polymorphisms-of-the-NTRK2-and-BDNF-genes-with-bipolar-affective,153265,0,2.html",2010,12,2,Association analysis of polymorphisms of the NTRK2 and BDNF genes with bipolar affective disorder in a Polish sample,3,neurotrophins,neurotrophins,neurotrophins,neurotrophins,app_sem_0995,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-neurotrophins/381847,unchanged,app_kw_1030
153265,"https://www.archivespp.pl/Association-analysis-of-polymorphisms-of-the-NTRK2-and-BDNF-genes-with-bipolar-affective,153265,0,2.html",2010,12,2,Association analysis of polymorphisms of the NTRK2 and BDNF genes with bipolar affective disorder in a Polish sample,4,brain-derived,brain-derived,brain-derived,brain-derived,app_sem_0191,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-brain-derived/438150,unchanged,app_kw_0198
153265,"https://www.archivespp.pl/Association-analysis-of-polymorphisms-of-the-NTRK2-and-BDNF-genes-with-bipolar-affective,153265,0,2.html",2010,12,2,Association analysis of polymorphisms of the NTRK2 and BDNF genes with bipolar affective disorder in a Polish sample,5,neurotrophin factor (BDNF),neurotrophin factor (bdnf),neurotrophin factor (bdnf),neurotrophin czynnik (bdnf),app_sem_0994,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-neurotrophin+factor+%28BDNF%29/438151,lowercase,app_kw_1029
153265,"https://www.archivespp.pl/Association-analysis-of-polymorphisms-of-the-NTRK2-and-BDNF-genes-with-bipolar-affective,153265,0,2.html",2010,12,2,Association analysis of polymorphisms of the NTRK2 and BDNF genes with bipolar affective disorder in a Polish sample,6,Neurotrophic Tyrosine Receptor Kinase,neurotrophic tyrosine receptor kinase,neurotrophic tyrosine receptor kinase,neurotrophic tyrosine receptor kinase,app_sem_0993,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Neurotrophic+Tyrosine+Receptor+Kinase/438152,lowercase,app_kw_1028
153265,"https://www.archivespp.pl/Association-analysis-of-polymorphisms-of-the-NTRK2-and-BDNF-genes-with-bipolar-affective,153265,0,2.html",2010,12,2,Association analysis of polymorphisms of the NTRK2 and BDNF genes with bipolar affective disorder in a Polish sample,7,type 2 (NTRK2),type 2 (ntrk2),type 2 (ntrk2),type 2 (ntrk2),app_sem_1585,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-type+2+%28NTRK2%29/438153,lowercase,app_kw_1639
153266,"https://www.archivespp.pl/A-comparative-study-of-adolescent-depression-among-high-school-pupils-in-a-large,153266,0,2.html",2010,12,2,A comparative study of adolescent depression among high school pupils in a large Polish city,1,adolescent depression,adolescent depression,adolescent depression,depresja adolescentów,app_sem_0021,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-adolescent+depression/98211,unchanged,app_kw_0021
153266,"https://www.archivespp.pl/A-comparative-study-of-adolescent-depression-among-high-school-pupils-in-a-large,153266,0,2.html",2010,12,2,A comparative study of adolescent depression among high school pupils in a large Polish city,2,epidemiology of mental disorders in adolescence,epidemiology of mental disorders in adolescence,epidemiology of mental disorders in adolescence,epidemiologia zaburzeń psychicznych w adolescencji,app_sem_0567,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-epidemiology+of+mental+disorders+in+adolescence/438079,unchanged,app_kw_0594
153267,"https://www.archivespp.pl/Associations-between-deliberate-self-harm-episodes-in-psychiatrically-hospitalised,153267,0,2.html",2010,12,2,Associations between deliberate self-harm episodes in psychiatrically hospitalised youth and the type of mental disorders and selected environmental factors,1,deliberate self-harm,deliberate self-harm,deliberate self-harm,deliberate ja-harm,app_sem_0418,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-deliberate+self-harm/438154,unchanged,app_kw_0433
153267,"https://www.archivespp.pl/Associations-between-deliberate-self-harm-episodes-in-psychiatrically-hospitalised,153267,0,2.html",2010,12,2,Associations between deliberate self-harm episodes in psychiatrically hospitalised youth and the type of mental disorders and selected environmental factors,2,adolescents,adolescents,adolescents,adolescenci,app_sem_0024,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-adolescents/15201,unchanged,app_kw_0024
153267,"https://www.archivespp.pl/Associations-between-deliberate-self-harm-episodes-in-psychiatrically-hospitalised,153267,0,2.html",2010,12,2,Associations between deliberate self-harm episodes in psychiatrically hospitalised youth and the type of mental disorders and selected environmental factors,3,mental disorders,mental disorders,mental disorder,zaburzenie psychiczne,app_sem_0906,plural_to_concept:mental disorders->mental disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-mental+disorders/307343,unchanged,app_kw_0939
153268,"https://www.archivespp.pl/Perception-of-parental-attitudes-in-homosexual-bisexual-and-heterosexual-individuals,153268,0,2.html",2010,12,2,"Perception of parental attitudes in homosexual, bisexual and heterosexual individuals",1,sexuality,sexuality,sexuality,seksualność,app_sem_1410,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-sexuality/15369,unchanged,app_kw_1459
153268,"https://www.archivespp.pl/Perception-of-parental-attitudes-in-homosexual-bisexual-and-heterosexual-individuals,153268,0,2.html",2010,12,2,"Perception of parental attitudes in homosexual, bisexual and heterosexual individuals",2,maternal behaviour,maternal behaviour,maternal behavior,maternal behavior,app_sem_0879,spelling:behaviour->behavior,untranslated_review,low,translation_review|semantic_merge_audit,https://www.archivespp.pl/Keyword-maternal+behaviour/438155,unchanged,app_kw_0911
153268,"https://www.archivespp.pl/Perception-of-parental-attitudes-in-homosexual-bisexual-and-heterosexual-individuals,153268,0,2.html",2010,12,2,"Perception of parental attitudes in homosexual, bisexual and heterosexual individuals",3,paternal behaviour,paternal behaviour,paternal behavior,paternal behavior,app_sem_1074,spelling:behaviour->behavior,untranslated_review,low,translation_review|semantic_merge_audit,https://www.archivespp.pl/Keyword-paternal+behaviour/438156,unchanged,app_kw_1112
153269,"https://www.archivespp.pl/Patients-and-doctors-attitudes-towards-bipolar-disorder-do-we-share-our-beliefs-,153269,0,2.html",2010,12,2,Patients' and doctors' attitudes towards bipolar disorder - do we share our beliefs?,1,bipolar disorder,bipolar disorder,bipolar disorder,zaburzenie afektywne dwubiegunowe,app_sem_0164,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-bipolar+disorder/301,unchanged,app_kw_0170
153269,"https://www.archivespp.pl/Patients-and-doctors-attitudes-towards-bipolar-disorder-do-we-share-our-beliefs-,153269,0,2.html",2010,12,2,Patients' and doctors' attitudes towards bipolar disorder - do we share our beliefs?,2,treatment,treatment,treatment,leczenie,app_sem_1574,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-treatment/1126,unchanged,app_kw_1628
153269,"https://www.archivespp.pl/Patients-and-doctors-attitudes-towards-bipolar-disorder-do-we-share-our-beliefs-,153269,0,2.html",2010,12,2,Patients' and doctors' attitudes towards bipolar disorder - do we share our beliefs?,3,psychoeducation,psychoeducation,psychoeducation,psychoedukacja,app_sem_1224,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychoeducation/300,unchanged,app_kw_1265
153270,"https://www.archivespp.pl/Usefulness-of-the-concepts-of-deficit-and-defect-in-the-psychotherapeutic-process,153270,0,2.html",2010,12,2,Usefulness of the concepts of deficit and defect in the psychotherapeutic process,1,deficit,deficit,deficit,deficyt,app_sem_0415,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-deficit/209285,unchanged,app_kw_0430
153270,"https://www.archivespp.pl/Usefulness-of-the-concepts-of-deficit-and-defect-in-the-psychotherapeutic-process,153270,0,2.html",2010,12,2,Usefulness of the concepts of deficit and defect in the psychotherapeutic process,2,defect,defect,defect,defect,app_sem_0412,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-defect/41471,unchanged,app_kw_0426
153270,"https://www.archivespp.pl/Usefulness-of-the-concepts-of-deficit-and-defect-in-the-psychotherapeutic-process,153270,0,2.html",2010,12,2,Usefulness of the concepts of deficit and defect in the psychotherapeutic process,3,psychodynamic psychotherapy,psychodynamic psychotherapy,psychodynamic psychotherapy,psychoterapia psychodynamiczna,app_sem_1220,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychodynamic+psychotherapy/1542,unchanged,app_kw_1260
153271,"https://www.archivespp.pl/Research-on-consequences-of-the-Holocaust,153271,0,2.html",2010,12,2,Research on consequences of the Holocaust,1,trauma,trauma,trauma,trauma,app_sem_1571,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-trauma/1709,unchanged,app_kw_1625
153271,"https://www.archivespp.pl/Research-on-consequences-of-the-Holocaust,153271,0,2.html",2010,12,2,Research on consequences of the Holocaust,2,Holocaust,holocaust,holocaust,Holokaust,app_sem_0724,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-Holocaust/1707,lowercase,app_kw_0755
153271,"https://www.archivespp.pl/Research-on-consequences-of-the-Holocaust,153271,0,2.html",2010,12,2,Research on consequences of the Holocaust,3,survivor,survivor,survivor,survivor,app_sem_1509,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-survivor/438157,unchanged,app_kw_1563
153271,"https://www.archivespp.pl/Research-on-consequences-of-the-Holocaust,153271,0,2.html",2010,12,2,Research on consequences of the Holocaust,4,PTSD,ptsd,post-traumatic stress disorder,zespół stresu pourazowego,app_sem_1150,exact_map:ptsd->post-traumatic stress disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-PTSD/4808,lowercase,app_kw_1326
153272,"https://www.archivespp.pl/The-use-of-the-Internet-to-break-the-mental-disability-Self-experience,153272,0,2.html",2010,12,2,The use of the Internet to break the mental disability. Self-experience,1,computer,computer,computer,computer,app_sem_0335,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-computer/16346,unchanged,app_kw_0349
153272,"https://www.archivespp.pl/The-use-of-the-Internet-to-break-the-mental-disability-Self-experience,153272,0,2.html",2010,12,2,The use of the Internet to break the mental disability. Self-experience,2,Internet,internet,internet,internet,app_sem_0804,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-Internet/310644,lowercase,app_kw_0836
153272,"https://www.archivespp.pl/The-use-of-the-Internet-to-break-the-mental-disability-Self-experience,153272,0,2.html",2010,12,2,The use of the Internet to break the mental disability. Self-experience,3,mental illness,mental illness,mental illness,choroba psychiczna,app_sem_0910,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-mental+illness/1027,unchanged,app_kw_0943
153272,"https://www.archivespp.pl/The-use-of-the-Internet-to-break-the-mental-disability-Self-experience,153272,0,2.html",2010,12,2,The use of the Internet to break the mental disability. Self-experience,4,rehabilitation,rehabilitation,rehabilitation,rehabilitacja,app_sem_1300,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-rehabilitation/2031,unchanged,app_kw_1347
153274,"https://www.archivespp.pl/Interpersonal-behaviours-and-BPD-Are-specific-interpersonal-behaviours-related-to,153274,0,2.html",2010,12,3,Interpersonal behaviours and BPD. Are specific interpersonal behaviours related to borderline personality disorder? An empirical study using the Core Conflictual Relationship Theme standard categories,1,Borderline Personality Disorder,borderline personality disorder,borderline personality disorder,zaburzenie osobowości borderline,app_sem_0187,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-Borderline+Personality+Disorder/432812,lowercase,app_kw_0194
153274,"https://www.archivespp.pl/Interpersonal-behaviours-and-BPD-Are-specific-interpersonal-behaviours-related-to,153274,0,2.html",2010,12,3,Interpersonal behaviours and BPD. Are specific interpersonal behaviours related to borderline personality disorder? An empirical study using the Core Conflictual Relationship Theme standard categories,2,Personality Disorders,personality disorders,personality disorder,zaburzenie osobowości,app_sem_1107,plural_to_concept:personality disorders->personality disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-Personality+Disorders/405935,lowercase,app_kw_1146
