rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
97,japa,1970-1989,child psychiatry,terms_bigram,681,11483,8,24,1.1747,0.209,0.9657,5.842,2.121944
98,japa,1970-1989,lincoln medicine,terms_bigram,681,11483,7,1,1.0279,0.0087,1.0192,84.1935,2.119349
99,japa,1970-1989,abraham lincoln,terms_bigram,681,11483,7,1,1.0279,0.0087,1.0192,84.1935,2.119349
100,japa,1970-1989,massachusetts meissner,terms_bigram,681,11483,7,1,1.0279,0.0087,1.0192,84.1935,2.119349
1,japa,1990-2009,training supervising,terms_bigram,975,11189,135,344,13.8462,3.0744,10.7717,4.5095,52.917673
2,japa,1990-2009,professor psychiatry,terms_bigram,975,11189,118,218,12.1026,1.9483,10.1542,6.2179,48.528281
3,japa,1990-2009,american association,terms_bigram,975,11189,95,395,9.7436,3.5303,6.2133,2.7685,28.359833
4,japa,1990-2009,center training,terms_bigram,975,11189,60,71,6.1538,0.6346,5.5193,9.7013,22.689123
5,japa,1990-2009,columbia center,terms_bigram,975,11189,57,62,5.8462,0.5541,5.292,10.548,21.48802
6,japa,1990-2009,submitted publication,terms_bigram,975,11189,56,67,5.7436,0.5988,5.1448,9.5968,20.800639
7,japa,1990-2009,associate professor,terms_bigram,975,11189,49,174,5.0256,1.5551,3.4705,3.2523,13.576841
8,japa,1990-2009,panel held,terms_bigram,975,11189,33,14,3.3846,0.1251,3.2595,26.4885,11.494146
9,japa,1990-2009,meeting american,terms_bigram,975,11189,40,157,4.1026,1.4032,2.6994,2.9482,10.024417
10,japa,1990-2009,west end,terms_bigram,975,11189,36,104,3.6923,0.9295,2.7628,4.0046,9.976328
11,japa,1990-2009,ann arbor,terms_bigram,975,11189,32,74,3.2821,0.6614,2.6207,5.0016,9.163253
12,japa,1990-2009,assistant professor,terms_bigram,975,11189,33,98,3.3846,0.8759,2.5088,3.8993,8.846775
13,japa,1990-2009,physicians surgeons,terms_bigram,975,11189,27,25,2.7692,0.2234,2.5458,12.3644,8.483116
14,japa,1990-2009,psychiatry columbia,terms_bigram,975,11189,25,21,2.5641,0.1877,2.3764,13.5982,7.7426
15,japa,1990-2009,columbia physicians,terms_bigram,975,11189,23,14,2.359,0.1251,2.2339,18.5815,7.0993
16,japa,1990-2009,east fax,terms_bigram,975,11189,21,0,2.1538,0.0,2.1538,493.002,6.65763
17,japa,1990-2009,steven roose,terms_bigram,975,11189,22,15,2.2564,0.1341,2.1224,16.643,6.654616
18,japa,1990-2009,supervising columbia,terms_bigram,975,11189,22,20,2.2564,0.1787,2.0777,12.5837,6.514501
19,japa,1990-2009,faculty columbia,terms_bigram,975,11189,20,13,2.0513,0.1162,1.9351,17.4101,5.891445
20,japa,1990-2009,park west,terms_bigram,975,11189,30,155,3.0769,1.3853,1.6916,2.2488,5.809049
21,japa,1990-2009,winter meeting,terms_bigram,975,11189,19,4,1.9487,0.0357,1.913,49.6824,5.730742
22,japa,1990-2009,theodore shapiro,terms_bigram,975,11189,19,10,1.9487,0.0894,1.8593,21.2924,5.570098
23,japa,1990-2009,stuart hauser,terms_bigram,975,11189,18,0,1.8462,0.0,1.8462,424.2111,5.435887
24,japa,1990-2009,association january,terms_bigram,975,11189,18,14,1.8462,0.1251,1.721,14.628,5.067471
25,japa,1990-2009,england east,terms_bigram,975,11189,17,6,1.7436,0.0536,1.69,30.8677,4.884629
26,japa,1990-2009,comcast net,terms_bigram,975,11189,23,92,2.359,0.8222,1.5367,2.9128,4.883837
27,japa,1990-2009,glen gabbard,terms_bigram,975,11189,20,51,2.0513,0.4558,1.5955,4.5638,4.857466
28,japa,1990-2009,held winter,terms_bigram,975,11189,16,2,1.641,0.0179,1.6232,75.6701,4.598733
29,japa,1990-2009,january panelists,terms_bigram,975,11189,16,2,1.641,0.0179,1.6232,75.6701,4.598733
30,japa,1990-2009,personality disorder,terms_bigram,975,11189,24,116,2.4615,1.0367,1.4248,2.4111,4.586273
31,japa,1990-2009,judy kantrowitz,terms_bigram,975,11189,16,19,1.641,0.1698,1.4712,9.7013,4.168269
32,japa,1990-2009,harvard medical,terms_bigram,975,11189,22,108,2.2564,0.9652,1.2912,2.3776,4.048477
33,japa,1990-2009,suite chicago,terms_bigram,975,11189,18,53,1.8462,0.4737,1.3725,3.9646,4.041167
34,japa,1990-2009,roose steven,terms_bigram,975,11189,15,13,1.5385,0.1162,1.4223,13.1637,3.943386
35,japa,1990-2009,hauser stuart,terms_bigram,975,11189,14,0,1.4359,0.0,1.4359,332.4898,3.888482
36,japa,1990-2009,deborah cabaniss,terms_bigram,975,11189,14,7,1.4359,0.0626,1.3733,22.166,3.719063
37,japa,1990-2009,cornell medical,terms_bigram,975,11189,16,39,1.641,0.3486,1.2925,4.7892,3.66184
38,japa,1990-2009,henry smith,terms_bigram,975,11189,14,10,1.4359,0.0894,1.3465,15.8328,3.646454
39,japa,1990-2009,kent brookline,terms_bigram,975,11189,14,12,1.4359,0.1072,1.3286,13.2996,3.598049
40,japa,1990-2009,michigan suite,terms_bigram,975,11189,15,27,1.5385,0.2413,1.2972,6.4622,3.596472
41,japa,1990-2009,psychiatry harvard,terms_bigram,975,11189,16,46,1.641,0.4111,1.2299,4.0683,3.484591
42,japa,1990-2009,hms harvard,terms_bigram,975,11189,15,34,1.5385,0.3039,1.2346,5.151,3.423015
43,japa,1990-2009,peter fonagy,terms_bigram,975,11189,16,51,1.641,0.4558,1.1852,3.6733,3.357983
44,japa,1990-2009,south michigan,terms_bigram,975,11189,14,22,1.4359,0.1966,1.2393,7.3887,3.356021
45,japa,1990-2009,phyllis tyson,terms_bigram,975,11189,13,8,1.3333,0.0715,1.2618,18.2094,3.330054
46,japa,1990-2009,presented illustrate,terms_bigram,975,11189,17,68,1.7436,0.6077,1.1358,2.9291,3.283029
47,japa,1990-2009,harold blum,terms_bigram,975,11189,16,55,1.641,0.4916,1.1495,3.4086,3.256698
48,japa,1990-2009,plenary address,terms_bigram,975,11189,14,27,1.4359,0.2413,1.1946,6.0453,3.235007
49,japa,1990-2009,blum harold,terms_bigram,975,11189,15,42,1.5385,0.3754,1.1631,4.1814,3.224778
50,japa,1990-2009,chicago fax,terms_bigram,975,11189,12,0,1.2308,0.0,1.2308,286.6291,3.156861
51,japa,1990-2009,steven levy,terms_bigram,975,11189,13,16,1.3333,0.143,1.1903,9.3806,3.141364
52,japa,1990-2009,free association,terms_bigram,975,11189,19,102,1.9487,0.9116,1.0371,2.1812,3.106899
53,japa,1990-2009,gender identity,terms_bigram,975,11189,16,61,1.641,0.5452,1.0958,3.076,3.104769
54,japa,1990-2009,therapeutic action,terms_bigram,975,11189,23,157,2.359,1.4032,0.9558,1.7107,3.037617
55,japa,1990-2009,fred busch,terms_bigram,975,11189,13,21,1.3333,0.1877,1.1456,7.1991,3.023433
56,japa,1990-2009,robert emde,terms_bigram,975,11189,12,8,1.2308,0.0715,1.1593,16.8605,2.97347
57,japa,1990-2009,kantrowitz kent,terms_bigram,975,11189,12,8,1.2308,0.0715,1.1593,16.8605,2.97347
58,japa,1990-2009,richard gottlieb,terms_bigram,975,11189,12,8,1.2308,0.0715,1.1593,16.8605,2.97347
59,japa,1990-2009,kantrowitz judy,terms_bigram,975,11189,12,10,1.2308,0.0894,1.1414,13.649,2.927622
60,japa,1990-2009,connecticut washington,terms_bigram,975,11189,12,15,1.2308,0.1341,1.0967,9.2461,2.813003
61,japa,1990-2009,haven fax,terms_bigram,975,11189,11,0,1.1282,0.0,1.1282,263.6988,2.803484
62,japa,1990-2009,cognitive psychology,terms_bigram,975,11189,12,17,1.2308,0.1519,1.0788,8.1894,2.767155
63,japa,1990-2009,stanley coen,terms_bigram,975,11189,12,18,1.2308,0.1609,1.0699,7.7467,2.744231
64,japa,1990-2009,weill cornell,terms_bigram,975,11189,12,19,1.2308,0.1698,1.061,7.3495,2.721308
65,japa,1990-2009,columbia steven,terms_bigram,975,11189,11,4,1.1282,0.0357,1.0925,29.2999,2.714651
66,japa,1990-2009,unconscious fantasies,terms_bigram,975,11189,16,77,1.641,0.6882,0.9528,2.441,2.699627
67,japa,1990-2009,empirical studies,terms_bigram,975,11189,13,35,1.3333,0.3128,1.0205,4.36,2.693227
68,japa,1990-2009,tyson phyllis,terms_bigram,975,11189,11,6,1.1282,0.0536,1.0746,20.2845,2.670234
69,japa,1990-2009,smith henry,terms_bigram,975,11189,11,7,1.1282,0.0626,1.0656,17.5799,2.648025
70,japa,1990-2009,drive ann,terms_bigram,975,11189,11,7,1.1282,0.0626,1.0656,17.5799,2.648025
71,japa,1990-2009,issue japa,terms_bigram,975,11189,11,10,1.1282,0.0894,1.0388,12.5571,2.5814
72,japa,1990-2009,med cornell,terms_bigram,975,11189,12,26,1.2308,0.2324,0.9984,5.4081,2.560841
73,japa,1990-2009,over course,terms_bigram,975,11189,14,57,1.4359,0.5094,0.9265,2.8912,2.508923
74,japa,1990-2009,intrapsychic conflict,terms_bigram,975,11189,13,43,1.3333,0.3843,0.949,3.5582,2.504538
75,japa,1990-2009,brookline fax,terms_bigram,975,11189,10,0,1.0256,0.0,1.0256,240.7684,2.45938
76,japa,1990-2009,end fax,terms_bigram,975,11189,10,0,1.0256,0.0,1.0256,240.7684,2.45938
77,japa,1990-2009,arbor fax,terms_bigram,975,11189,10,0,1.0256,0.0,1.0256,240.7684,2.45938
78,japa,1990-2009,busch fred,terms_bigram,975,11189,11,16,1.1282,0.143,0.9852,7.9909,2.448149
79,japa,1990-2009,held spring,terms_bigram,975,11189,10,1,1.0256,0.0089,1.0167,80.2561,2.437949
80,japa,1990-2009,lawrence friedman,terms_bigram,975,11189,11,18,1.1282,0.1609,0.9673,7.127,2.403732
81,japa,1990-2009,psychiatry weill,terms_bigram,975,11189,11,18,1.1282,0.1609,0.9673,7.127,2.403732
82,japa,1990-2009,roslyn estates,terms_bigram,975,11189,12,33,1.2308,0.2949,0.9358,4.278,2.400374
83,japa,1990-2009,bonnie litowitz,terms_bigram,975,11189,11,19,1.1282,0.1698,0.9584,6.7615,2.381523
84,japa,1990-2009,emde robert,terms_bigram,975,11189,10,4,1.0256,0.0357,0.9899,26.752,2.373656
85,japa,1990-2009,barbara milrod,terms_bigram,975,11189,10,4,1.0256,0.0357,0.9899,26.752,2.373656
86,japa,1990-2009,borderline personality,terms_bigram,975,11189,16,90,1.641,0.8044,0.8367,2.0903,2.370448
87,japa,1990-2009,otto kernberg,terms_bigram,975,11189,14,63,1.4359,0.5631,0.8728,2.618,2.363707
88,japa,1990-2009,blum hemlocks,terms_bigram,975,11189,12,36,1.2308,0.3217,0.909,3.9264,2.331602
89,japa,1990-2009,hemlocks roslyn,terms_bigram,975,11189,12,36,1.2308,0.3217,0.909,3.9264,2.331602
90,japa,1990-2009,female psychology,terms_bigram,975,11189,10,7,1.0256,0.0626,0.9631,16.0512,2.309364
91,japa,1990-2009,smith hammond,terms_bigram,975,11189,10,7,1.0256,0.0626,0.9631,16.0512,2.309364
92,japa,1990-2009,spring meeting,terms_bigram,975,11189,11,23,1.1282,0.2056,0.9226,5.6106,2.292689
93,japa,1990-2009,judith chused,terms_bigram,975,11189,10,8,1.0256,0.0715,0.9541,14.1628,2.287933
94,japa,1990-2009,san francisco,terms_bigram,975,11189,42,414,4.3077,3.7001,0.6076,1.1756,2.285417
95,japa,1990-2009,aol richard,terms_bigram,975,11189,10,9,1.0256,0.0804,0.9452,12.672,2.266502
96,japa,1990-2009,psychiatry california,terms_bigram,975,11189,11,25,1.1282,0.2234,0.9048,5.1706,2.248272
97,japa,1990-2009,arnold richards,terms_bigram,975,11189,10,11,1.0256,0.0983,0.9273,10.4682,2.223641
98,japa,1990-2009,early childhood,terms_bigram,975,11189,18,125,1.8462,1.1172,0.729,1.6901,2.146452
99,japa,1990-2009,fax compuserve,terms_bigram,975,11189,9,0,0.9231,0.0,0.9231,217.8381,2.125463
100,japa,1990-2009,suite fax,terms_bigram,975,11189,9,0,0.9231,0.0,0.9231,217.8381,2.125463
1,japa,2010-2025,training supervising,terms_bigram,730,11434,113,366,15.4795,3.201,12.2785,4.8444,58.153282
2,japa,2010-2025,american association,terms_bigram,730,11434,85,405,11.6438,3.5421,8.1018,3.2983,36.088089
3,japa,2010-2025,submitted publication,terms_bigram,730,11434,59,64,8.0822,0.5597,7.5225,14.4303,30.799534
4,japa,2010-2025,professor psychiatry,terms_bigram,730,11434,59,277,8.0822,2.4226,5.6596,3.3541,23.172322
5,japa,2010-2025,comcast net,terms_bigram,730,11434,35,80,4.7945,0.6997,4.0949,6.8984,14.673983
6,japa,2010-2025,san francisco,terms_bigram,730,11434,48,408,6.5753,3.5683,3.007,1.8572,11.702849
7,japa,2010-2025,francisco center,terms_bigram,730,11434,27,41,3.6986,0.3586,3.3401,10.3658,11.129731
8,japa,2010-2025,mitchell wilson,terms_bigram,730,11434,25,7,3.4247,0.0612,3.3634,53.186,10.958401
9,japa,2010-2025,supervising boston,terms_bigram,730,11434,26,36,3.5616,0.3149,3.2468,11.3572,10.700901
10,japa,2010-2025,center training,terms_bigram,730,11434,28,103,3.8356,0.9008,2.9348,4.3075,9.882321
11,japa,2010-2025,boston society,terms_bigram,730,11434,26,68,3.5616,0.5947,2.9669,6.0517,9.778505
12,japa,2010-2025,gmail orcid,terms_bigram,730,11434,26,73,3.5616,0.6384,2.9232,5.64,9.634381
13,japa,2010-2025,plenary address,terms_bigram,730,11434,23,18,3.1507,0.1574,2.9933,19.8708,9.51274
14,japa,2010-2025,columbia center,terms_bigram,730,11434,26,93,3.5616,0.8134,2.7483,4.4336,9.057883
15,japa,2010-2025,united states,terms_bigram,730,11434,32,234,4.3836,2.0465,2.337,2.168,8.171456
16,japa,2010-2025,address american,terms_bigram,730,11434,19,15,2.6027,0.1312,2.4716,19.6798,7.404108
17,japa,2010-2025,west end,terms_bigram,730,11434,24,116,3.2877,1.0145,2.2732,3.2897,7.316998
18,japa,2010-2025,wilson mitchell,terms_bigram,730,11434,17,4,2.3288,0.035,2.2938,60.8337,6.629888
19,japa,2010-2025,hms harvard,terms_bigram,730,11434,18,31,2.4658,0.2711,2.1946,9.1871,6.461961
20,japa,2010-2025,bonnie litowitz,terms_bigram,730,11434,17,13,2.3288,0.1137,2.2151,20.2779,6.402379
21,japa,2010-2025,anne erreich,terms_bigram,730,11434,16,2,2.1918,0.0175,2.1743,103.2435,6.160225
22,japa,2010-2025,harvard medical,terms_bigram,730,11434,21,109,2.8767,0.9533,1.9234,3.0714,5.945358
23,japa,2010-2025,united kingdom,terms_bigram,730,11434,16,34,2.1918,0.2974,1.8944,7.4814,5.367302
24,japa,2010-2025,suite chicago,terms_bigram,730,11434,17,54,2.3288,0.4723,1.8565,5.023,5.36595
25,japa,2010-2025,editor japa,terms_bigram,730,11434,14,5,1.9178,0.0437,1.8741,41.2405,5.0751
26,japa,2010-2025,over time,terms_bigram,730,11434,18,95,2.4658,0.8309,1.6349,3.0303,4.813858
27,japa,2010-2025,end suite,terms_bigram,730,11434,14,17,1.9178,0.1487,1.7691,12.9613,4.79089
28,japa,2010-2025,association january,terms_bigram,730,11434,14,18,1.9178,0.1574,1.7604,12.2607,4.767206
29,japa,2010-2025,south michigan,terms_bigram,730,11434,14,22,1.9178,0.1924,1.7254,10.081,4.672469
30,japa,2010-2025,associate professor,terms_bigram,730,11434,23,200,3.1507,1.7492,1.4015,1.8335,4.454093
31,japa,2010-2025,adrienne harris,terms_bigram,730,11434,15,54,2.0548,0.4723,1.5825,4.4489,4.387674
32,japa,2010-2025,kerry malawista,terms_bigram,730,11434,12,0,1.6438,0.0,1.6438,391.0739,4.216355
33,japa,2010-2025,cumc columbia,terms_bigram,730,11434,12,5,1.6438,0.0437,1.6001,35.5522,4.104192
34,japa,2010-2025,leon hoffman,terms_bigram,730,11434,12,6,1.6438,0.0525,1.5914,30.0826,4.081759
35,japa,2010-2025,michigan suite,terms_bigram,730,11434,13,29,1.7808,0.2536,1.5272,7.1586,4.030348
36,japa,2010-2025,psychiatry behavioral,terms_bigram,730,11434,13,33,1.7808,0.2886,1.4922,6.3039,3.938025
37,japa,2010-2025,directions writing,terms_bigram,730,11434,11,0,1.5068,0.0,1.5068,359.788,3.74438
38,japa,2010-2025,erreich anne,terms_bigram,730,11434,11,1,1.5068,0.0087,1.4981,119.9293,3.722647
39,japa,2010-2025,journal american,terms_bigram,730,11434,13,47,1.7808,0.4111,1.3698,4.4459,3.614894
40,japa,2010-2025,supervising san,terms_bigram,730,11434,12,27,1.6438,0.2361,1.4077,7.1104,3.610674
41,japa,2010-2025,therapeutic action,terms_bigram,730,11434,19,161,2.6027,1.4081,1.1947,1.8888,3.578877
42,japa,2010-2025,litowitz bonnie,terms_bigram,730,11434,11,11,1.5068,0.0962,1.4106,15.643,3.505321
43,japa,2010-2025,publication october,terms_bigram,730,11434,12,33,1.6438,0.2886,1.3552,5.8369,3.476078
44,japa,2010-2025,steven levy,terms_bigram,730,11434,11,18,1.5068,0.1574,1.3494,9.724,3.353193
45,japa,2010-2025,weill cornell,terms_bigram,730,11434,11,20,1.5068,0.1749,1.3319,8.7753,3.309728
46,japa,2010-2025,gregory rizzolo,terms_bigram,730,11434,10,1,1.3699,0.0087,1.3611,109.5007,3.263816
47,japa,2010-2025,professor emeritus,terms_bigram,730,11434,11,24,1.5068,0.2099,1.2969,7.3426,3.222797
48,japa,2010-2025,systemic racism,terms_bigram,730,11434,10,3,1.3699,0.0262,1.3436,46.9289,3.221873
49,japa,2010-2025,former editor,terms_bigram,730,11434,10,5,1.3699,0.0437,1.3261,29.8638,3.17993
50,japa,2010-2025,behavioral sciences,terms_bigram,730,11434,12,48,1.6438,0.4198,1.224,4.0317,3.139588
51,japa,2010-2025,jeanine vivona,terms_bigram,730,11434,10,8,1.3699,0.07,1.2999,19.3237,3.117015
52,japa,2010-2025,consulting room,terms_bigram,730,11434,16,125,2.1918,1.0932,1.0986,2.0566,3.112427
53,japa,2010-2025,rosemary balsam,terms_bigram,730,11434,10,11,1.3699,0.0962,1.2737,14.2827,3.0541
54,japa,2010-2025,donald moss,terms_bigram,730,11434,10,12,1.3699,0.105,1.2649,13.1401,3.033129
55,japa,2010-2025,levy steven,terms_bigram,730,11434,10,12,1.3699,0.105,1.2649,13.1401,3.033129
56,japa,2010-2025,suite ann,terms_bigram,730,11434,10,12,1.3699,0.105,1.2649,13.1401,3.033129
57,japa,2010-2025,lewis kirshner,terms_bigram,730,11434,10,12,1.3699,0.105,1.2649,13.1401,3.033129
58,japa,2010-2025,glen gabbard,terms_bigram,730,11434,12,59,1.6438,0.516,1.1278,3.2863,2.892829
59,japa,2010-2025,psychiatry weill,terms_bigram,730,11434,10,19,1.3699,0.1662,1.2037,8.4231,2.886327
60,japa,2010-2025,northern california,terms_bigram,730,11434,17,153,2.3288,1.3381,0.9907,1.7834,2.863355
61,japa,2010-2025,harris adrienne,terms_bigram,730,11434,10,21,1.3699,0.1837,1.1862,7.6396,2.844384
62,japa,2010-2025,education affiliated,terms_bigram,730,11434,9,0,1.2329,0.0,1.2329,297.2161,2.838804
63,japa,2010-2025,gmail kerry,terms_bigram,730,11434,9,0,1.2329,0.0,1.2329,297.2161,2.838804
64,japa,2010-2025,medical training,terms_bigram,730,11434,10,22,1.3699,0.1924,1.1775,7.3,2.823412
65,japa,2010-2025,affiliated nyu,terms_bigram,730,11434,9,1,1.2329,0.0087,1.2241,99.072,2.818665
66,japa,2010-2025,erreich west,terms_bigram,730,11434,9,1,1.2329,0.0087,1.2241,99.072,2.818665
67,japa,2010-2025,association february,terms_bigram,730,11434,9,1,1.2329,0.0087,1.2241,99.072,2.818665
68,japa,2010-2025,boulevard suite,terms_bigram,730,11434,10,23,1.3699,0.2012,1.1687,6.9894,2.802441
69,japa,2010-2025,gmail adrienne,terms_bigram,730,11434,9,2,1.2329,0.0175,1.2154,59.4432,2.798527
70,japa,2010-2025,plenary panel,terms_bigram,730,11434,9,2,1.2329,0.0175,1.2154,59.4432,2.798527
71,japa,2010-2025,cornell medical,terms_bigram,730,11434,11,44,1.5068,0.3848,1.122,4.0426,2.788145
72,japa,2010-2025,faculty san,terms_bigram,730,11434,10,24,1.3699,0.2099,1.16,6.7041,2.781469
73,japa,2010-2025,collected works,terms_bigram,730,11434,9,4,1.2329,0.035,1.1979,33.024,2.758251
74,japa,2010-2025,present study,terms_bigram,730,11434,12,65,1.6438,0.5685,1.0754,2.9853,2.758233
75,japa,2010-2025,hoffman leon,terms_bigram,730,11434,9,5,1.2329,0.0437,1.1891,27.0196,2.738113
76,japa,2010-2025,steven roose,terms_bigram,730,11434,10,27,1.3699,0.2361,1.1337,5.9728,2.718554
77,japa,2010-2025,sarah ackerman,terms_bigram,730,11434,9,6,1.2329,0.0525,1.1804,22.8628,2.717975
78,japa,2010-2025,nyu postdoctoral,terms_bigram,730,11434,15,125,2.0548,1.0932,0.9616,1.932,2.666021
79,japa,2010-2025,over past,terms_bigram,730,11434,12,70,1.6438,0.6122,1.0316,2.7736,2.64607
80,japa,2010-2025,covid pandemic,terms_bigram,730,11434,11,51,1.5068,0.446,1.0608,3.4931,2.636017
81,japa,2010-2025,issue japa,terms_bigram,730,11434,9,12,1.2329,0.105,1.1279,11.8886,2.597147
82,japa,2010-2025,place floor,terms_bigram,730,11434,9,13,1.2329,0.1137,1.1192,11.008,2.577009
83,japa,2010-2025,freudian society,terms_bigram,730,11434,10,36,1.3699,0.3149,1.055,4.5,2.52981
84,japa,2010-2025,warren poland,terms_bigram,730,11434,9,17,1.2329,0.1487,1.0842,8.4919,2.496457
85,japa,2010-2025,lawrence friedman,terms_bigram,730,11434,9,20,1.2329,0.1749,1.058,7.2492,2.436042
86,japa,2010-2025,publication september,terms_bigram,730,11434,9,20,1.2329,0.1749,1.058,7.2492,2.436042
87,japa,2010-2025,suite anne,terms_bigram,730,11434,8,0,1.0959,0.0,1.0959,265.9302,2.407917
88,japa,2010-2025,winnicott's collected,terms_bigram,730,11434,8,0,1.0959,0.0,1.0959,265.9302,2.407917
89,japa,2010-2025,malawista introduction,terms_bigram,730,11434,8,0,1.0959,0.0,1.0959,265.9302,2.407917
90,japa,2010-2025,hanover ackerman,terms_bigram,730,11434,8,1,1.0959,0.0087,1.0871,88.6434,2.388701
91,japa,2010-2025,rizzolo gregory,terms_bigram,730,11434,8,1,1.0959,0.0087,1.0871,88.6434,2.388701
92,japa,2010-2025,mdwilsonmd berkeley,terms_bigram,730,11434,8,1,1.0959,0.0087,1.0871,88.6434,2.388701
93,japa,2010-2025,lynne zeavin,terms_bigram,730,11434,8,2,1.0959,0.0175,1.0784,53.186,2.369484
94,japa,2010-2025,talking cure,terms_bigram,730,11434,9,24,1.2329,0.2099,1.023,6.0656,2.35549
95,japa,2010-2025,los angeles,terms_bigram,730,11434,22,259,3.0137,2.2652,0.7485,1.3563,2.346995
96,japa,2010-2025,suite san,terms_bigram,730,11434,9,25,1.2329,0.2186,1.0142,5.8278,2.335352
97,japa,2010-2025,japa review,terms_bigram,730,11434,8,4,1.0959,0.035,1.0609,29.5478,2.331051
98,japa,2010-2025,south suite,terms_bigram,730,11434,8,6,1.0959,0.0525,1.0434,20.4562,2.292618
99,japa,2010-2025,poster american,terms_bigram,730,11434,8,6,1.0959,0.0525,1.0434,20.4562,2.292618
100,japa,2010-2025,presented plenary,terms_bigram,730,11434,8,6,1.0959,0.0525,1.0434,20.4562,2.292618
1,psychoanalytic_dialogues,1990-2009,postdoctoral program,terms_bigram,535,11629,109,278,20.3738,2.3906,17.9833,8.5311,84.529944
2,psychoanalytic_dialogues,1990-2009,training supervising,terms_bigram,535,11629,66,413,12.3364,3.5515,8.785,3.4895,36.938151
3,psychoanalytic_dialogues,1990-2009,professor psychology,terms_bigram,535,11629,54,159,10.0935,1.3673,8.7262,7.414,34.968737
4,psychoanalytic_dialogues,1990-2009,san francisco,terms_bigram,535,11629,57,399,10.6542,3.4311,7.2231,3.123,29.3291
5,psychoanalytic_dialogues,1990-2009,editor dialogues,terms_bigram,535,11629,40,100,7.4766,0.8599,6.6167,8.7439,24.571653
6,psychoanalytic_dialogues,1990-2009,faculty member,terms_bigram,535,11629,39,147,7.2897,1.2641,6.0256,5.8106,22.227854
7,psychoanalytic_dialogues,1990-2009,american psychological,terms_bigram,535,11629,35,57,6.5421,0.4902,6.0519,13.396,21.687106
8,psychoanalytic_dialogues,1990-2009,associate professor,terms_bigram,535,11629,39,184,7.2897,1.5823,5.7075,4.6453,21.054163
9,psychoanalytic_dialogues,1990-2009,northern california,terms_bigram,535,11629,37,133,6.9159,1.1437,5.7722,6.0949,20.996858
10,psychoanalytic_dialogues,1990-2009,stephen mitchell,terms_bigram,535,11629,35,100,6.5421,0.8599,5.6821,7.6644,20.362045
11,psychoanalytic_dialogues,1990-2009,self psychology,terms_bigram,535,11629,35,108,6.5421,0.9287,5.6133,7.0993,20.115522
12,psychoanalytic_dialogues,1990-2009,psychological association,terms_bigram,535,11629,33,65,6.1682,0.5589,5.6093,11.0973,19.780332
13,psychoanalytic_dialogues,1990-2009,international association,terms_bigram,535,11629,37,182,6.9159,1.5651,5.3508,4.4584,19.464123
14,psychoanalytic_dialogues,1990-2009,william alanson,terms_bigram,535,11629,32,88,5.9813,0.7567,5.2246,7.9681,18.267782
15,psychoanalytic_dialogues,1990-2009,alanson white,terms_bigram,535,11629,32,90,5.9813,0.7739,5.2074,7.792,18.207648
16,psychoanalytic_dialogues,1990-2009,harvard medical,terms_bigram,535,11629,30,100,5.6075,0.8599,4.7476,6.5849,16.303052
17,psychoanalytic_dialogues,1990-2009,faculty supervisor,terms_bigram,535,11629,28,69,5.2336,0.5933,4.6403,8.8976,15.625265
18,psychoanalytic_dialogues,1990-2009,association relational,terms_bigram,535,11629,26,55,4.8598,0.473,4.3869,10.3602,14.458367
19,psychoanalytic_dialogues,1990-2009,lewis aron,terms_bigram,535,11629,24,32,4.486,0.2752,4.2108,16.3568,13.554065
20,psychoanalytic_dialogues,1990-2009,associate editor,terms_bigram,535,11629,26,115,4.8598,0.9889,3.8709,4.9783,12.757875
21,psychoanalytic_dialogues,1990-2009,professor psychiatry,terms_bigram,535,11629,33,303,6.1682,2.6056,3.5627,2.395,12.563256
22,psychoanalytic_dialogues,1990-2009,faculty supervising,terms_bigram,535,11629,22,34,4.1121,0.2924,3.8198,14.1507,11.976889
23,psychoanalytic_dialogues,1990-2009,supervisor postdoctoral,terms_bigram,535,11629,21,22,3.9252,0.1892,3.7361,20.7334,11.548294
24,psychoanalytic_dialogues,1990-2009,faculty postdoctoral,terms_bigram,535,11629,18,12,3.3645,0.1032,3.2613,32.1127,9.602686
25,psychoanalytic_dialogues,1990-2009,division american,terms_bigram,535,11629,18,23,3.3645,0.1978,3.1667,17.0812,9.324168
26,psychoanalytic_dialogues,1990-2009,west end,terms_bigram,535,11629,21,119,3.9252,1.0233,2.9019,3.9038,8.969988
27,psychoanalytic_dialogues,1990-2009,earlier version,terms_bigram,535,11629,17,13,3.1776,0.1118,3.0658,28.1267,8.861246
28,psychoanalytic_dialogues,1990-2009,therapeutic action,terms_bigram,535,11629,22,158,4.1121,1.3587,2.7535,3.0801,8.633512
29,psychoanalytic_dialogues,1990-2009,park west,terms_bigram,535,11629,22,163,4.1121,1.4017,2.7105,2.9859,8.498698
30,psychoanalytic_dialogues,1990-2009,assistant professor,terms_bigram,535,11629,20,111,3.7383,0.9545,2.7838,3.9893,8.475364
31,psychoanalytic_dialogues,1990-2009,neil altman,terms_bigram,535,11629,16,5,2.9907,0.043,2.9477,65.0933,8.351345
32,psychoanalytic_dialogues,1990-2009,supervising faculty,terms_bigram,535,11629,18,62,3.3645,0.5331,2.8313,6.4225,8.336696
