person_id,name_ptpp_order,membership_category,source_database,candidate_authorships,high_candidate,medium_candidate,low_candidate,very_low_candidate,max_total_candidate_score
ptpp_ordinary_member_0360,Wrońska Aleksandra,ordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_ordinary_member_0363,Zalewska Dorota,ordinary_member,openalex,22,0,2,20,0,1.0
ptpp_ordinary_member_0363,Zalewska Dorota,ordinary_member,pubmed,3,0,3,0,0,0.8
ptpp_ordinary_member_0364,Zalewska Justyna,ordinary_member,openalex,30,1,29,0,0,1.1
ptpp_ordinary_member_0364,Zalewska Justyna,ordinary_member,pubmed,21,0,21,0,0,0.9
ptpp_ordinary_member_0366,Zboińska Jolanta,ordinary_member,openalex,10,1,9,0,0,1.15
ptpp_ordinary_member_0366,Zboińska Jolanta,ordinary_member,pubmed,9,0,9,0,0,0.85
ptpp_ordinary_member_0368,Zemło Agnieszka,ordinary_member,openalex,1,0,1,0,0,1.0
ptpp_ordinary_member_0370,Zieliński Jarosław,ordinary_member,openalex,20,0,20,0,0,0.99
ptpp_ordinary_member_0370,Zieliński Jarosław,ordinary_member,pubmed,22,0,20,2,0,0.9
ptpp_ordinary_member_0373,Zmuda-Trzebiatowska Magdalena,ordinary_member,openalex,16,2,14,0,0,1.08
ptpp_ordinary_member_0376,Żechowski Cezary,ordinary_member,openalex,20,8,12,0,0,1.29
ptpp_ordinary_member_0376,Żechowski Cezary,ordinary_member,pubmed,15,0,15,0,0,0.95
ptpp_extraordinary_member_0003,Adamska Joanna,extraordinary_member,openalex,40,3,37,0,0,1.13
ptpp_extraordinary_member_0003,Adamska Joanna,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0005,Andruszkiewicz Agata,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0005,Andruszkiewicz Agata,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0007,Arendarczyk Anna,extraordinary_member,openalex,8,0,8,0,0,0.95
ptpp_extraordinary_member_0007,Arendarczyk Anna,extraordinary_member,pubmed,7,0,7,0,0,0.85
ptpp_extraordinary_member_0009,Baran Agnieszka,extraordinary_member,openalex,57,1,36,20,0,1.1
ptpp_extraordinary_member_0009,Baran Agnieszka,extraordinary_member,pubmed,21,0,20,1,0,0.9
ptpp_extraordinary_member_0012,Bąk Agata,extraordinary_member,openalex,42,5,37,0,0,1.1
ptpp_extraordinary_member_0012,Bąk Agata,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0013,Benn Piotr,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0014,Biała Maja,extraordinary_member,openalex,2,2,0,0,0,1.09
ptpp_extraordinary_member_0014,Biała Maja,extraordinary_member,pubmed,14,0,14,0,0,0.9
ptpp_extraordinary_member_0015,Bierć Marta,extraordinary_member,openalex,4,0,4,0,0,1.03
ptpp_extraordinary_member_0015,Bierć Marta,extraordinary_member,pubmed,4,0,4,0,0,0.8
ptpp_extraordinary_member_0016,Błażej Jakub,extraordinary_member,openalex,2,0,2,0,0,1.0
ptpp_extraordinary_member_0018,Boćwińska-Kiluk Beata,extraordinary_member,openalex,7,1,6,0,0,1.2
ptpp_extraordinary_member_0019,Bobrowska-Jabłońska Katarzyna,extraordinary_member,openalex,3,0,3,0,0,0.99
ptpp_extraordinary_member_0020,Borowska-Turyń Agnieszka,extraordinary_member,openalex,2,0,2,0,0,1.03
ptpp_extraordinary_member_0021,Brabec Magdalena,extraordinary_member,pubmed,23,0,20,3,0,0.85
ptpp_extraordinary_member_0022,Breitkopf Agnieszka,extraordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_extraordinary_member_0023,Brzozowska Aleksandra,extraordinary_member,openalex,70,7,63,0,0,1.09
ptpp_extraordinary_member_0023,Brzozowska Aleksandra,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0024,Bukowska Halszka,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0025,Burzyńska Magdalena,extraordinary_member,openalex,15,0,15,0,0,1.03
ptpp_extraordinary_member_0025,Burzyńska Magdalena,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0030,Czajkowska Anna,extraordinary_member,openalex,69,0,69,0,0,1.04
ptpp_extraordinary_member_0030,Czajkowska Anna,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0031,Czarnota Marzena,extraordinary_member,pubmed,15,0,15,0,0,0.85
ptpp_extraordinary_member_0032,Czerwińska Małgorzata,extraordinary_member,openalex,41,0,41,0,0,1.03
ptpp_extraordinary_member_0032,Czerwińska Małgorzata,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0036,Dobraczyńska Maria,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0039,Ekman Eliza,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0040,Fedorowicz Katarzyna,extraordinary_member,openalex,10,0,10,0,0,1.03
ptpp_extraordinary_member_0040,Fedorowicz Katarzyna,extraordinary_member,pubmed,6,0,6,0,0,0.85
ptpp_extraordinary_member_0041,Flasza Marta,extraordinary_member,pubmed,9,0,9,0,0,0.8
ptpp_extraordinary_member_0042,Franczyk Małgorzata,extraordinary_member,openalex,2,0,2,0,0,1.03
ptpp_extraordinary_member_0042,Franczyk Małgorzata,extraordinary_member,pubmed,20,0,20,0,0,0.8
ptpp_extraordinary_member_0043,Futyma Małgorzata,extraordinary_member,openalex,10,1,9,0,0,1.09
ptpp_extraordinary_member_0043,Futyma Małgorzata,extraordinary_member,pubmed,40,0,21,19,0,0.9
ptpp_extraordinary_member_0044,Galewska Karolina,extraordinary_member,openalex,4,0,4,0,0,1.03
ptpp_extraordinary_member_0046,Garbacz Marta,extraordinary_member,openalex,7,0,7,0,0,0.95
ptpp_extraordinary_member_0046,Garbacz Marta,extraordinary_member,pubmed,19,0,19,0,0,0.9
ptpp_extraordinary_member_0049,Geron Katarzyna,extraordinary_member,pubmed,3,0,3,0,0,0.8
ptpp_extraordinary_member_0050,Gawlik Magdalena,extraordinary_member,openalex,11,0,11,0,0,0.95
ptpp_extraordinary_member_0050,Gawlik Magdalena,extraordinary_member,pubmed,21,0,20,1,0,0.85
ptpp_extraordinary_member_0052,Głowacka Katarzyna,extraordinary_member,openalex,43,0,43,0,0,1.0
ptpp_extraordinary_member_0052,Głowacka Katarzyna,extraordinary_member,pubmed,12,0,12,0,0,0.85
ptpp_extraordinary_member_0053,Głódkowska Wioletta,extraordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_extraordinary_member_0056,Gołębiewski Sebastian,extraordinary_member,pubmed,13,0,13,0,0,0.9
ptpp_extraordinary_member_0058,Górka Zofia,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0059,Grabowska Agnieszka,extraordinary_member,openalex,65,0,65,0,0,1.04
ptpp_extraordinary_member_0059,Grabowska Agnieszka,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0061,Griffiths Alicja,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0063,Grządziel Beata,extraordinary_member,openalex,2,2,0,0,0,1.1
ptpp_extraordinary_member_0064,Guzowska Agnieszka,extraordinary_member,pubmed,5,0,5,0,0,0.9
ptpp_extraordinary_member_0068,Janczuk Agnieszka,extraordinary_member,openalex,31,0,31,0,0,1.03
ptpp_extraordinary_member_0068,Janczuk Agnieszka,extraordinary_member,pubmed,8,0,8,0,0,0.8
ptpp_extraordinary_member_0069,Jankowska Magdalena,extraordinary_member,openalex,82,6,74,2,0,1.13
ptpp_extraordinary_member_0069,Jankowska Magdalena,extraordinary_member,pubmed,21,0,20,1,0,0.85
ptpp_extraordinary_member_0072,Jaros Edyta,extraordinary_member,openalex,2,0,2,0,0,0.99
ptpp_extraordinary_member_0072,Jaros Edyta,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0077,Juras Paweł,extraordinary_member,pubmed,3,0,3,0,0,0.8
ptpp_extraordinary_member_0078,Jusiak Katarzyna,extraordinary_member,openalex,3,1,2,0,0,1.09
ptpp_extraordinary_member_0080,Kacprzak Agnieszka,extraordinary_member,openalex,44,0,44,0,0,0.99
ptpp_extraordinary_member_0080,Kacprzak Agnieszka,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0081,Kaczmarek Alicja,extraordinary_member,openalex,4,0,4,0,0,0.99
ptpp_extraordinary_member_0081,Kaczmarek Alicja,extraordinary_member,pubmed,21,0,20,1,0,0.9
ptpp_extraordinary_member_0082,Kaczorowska Emanuela,extraordinary_member,pubmed,19,0,19,0,0,0.85
ptpp_extraordinary_member_0083,Kaim Natalia,extraordinary_member,openalex,2,0,2,0,0,1.0
ptpp_extraordinary_member_0084,Kamińska Iwona,extraordinary_member,openalex,45,1,44,0,0,1.09
ptpp_extraordinary_member_0084,Kamińska Iwona,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0086,Kania Patrycja,extraordinary_member,openalex,33,1,21,11,0,1.05
ptpp_extraordinary_member_0086,Kania Patrycja,extraordinary_member,pubmed,21,0,20,1,0,0.85
ptpp_extraordinary_member_0087,Kansy Milena,extraordinary_member,openalex,4,2,2,0,0,1.2
ptpp_extraordinary_member_0087,Kansy Milena,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0088,Karpowicz Dagmara,extraordinary_member,pubmed,3,0,3,0,0,0.8
ptpp_extraordinary_member_0090,Kik Magdalena,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0092,Konopka Magdalena,extraordinary_member,openalex,9,0,9,0,0,1.0
ptpp_extraordinary_member_0092,Konopka Magdalena,extraordinary_member,pubmed,21,0,21,0,0,0.9
ptpp_extraordinary_member_0093,Kopeć Jacek,extraordinary_member,openalex,70,4,66,0,0,1.07
ptpp_extraordinary_member_0093,Kopeć Jacek,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0094,Kornatowska Katarzyna,extraordinary_member,openalex,2,0,2,0,0,1.0
ptpp_extraordinary_member_0094,Kornatowska Katarzyna,extraordinary_member,pubmed,3,0,3,0,0,0.85
ptpp_extraordinary_member_0095,Kot Beata,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0095,Kot Beata,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0096,Kowalczyk Monika,extraordinary_member,openalex,53,0,53,0,0,1.0
ptpp_extraordinary_member_0096,Kowalczyk Monika,extraordinary_member,pubmed,21,0,20,1,0,0.85
ptpp_extraordinary_member_0097,Kowalski Igor,extraordinary_member,pubmed,17,0,17,0,0,0.85
ptpp_extraordinary_member_0098,Kozłowska Krystyna,extraordinary_member,openalex,44,0,44,0,0,1.03
ptpp_extraordinary_member_0098,Kozłowska Krystyna,extraordinary_member,pubmed,6,0,6,0,0,0.8
ptpp_extraordinary_member_0101,Kulikowska Marta,extraordinary_member,openalex,5,0,5,0,0,0.99
ptpp_extraordinary_member_0101,Kulikowska Marta,extraordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_extraordinary_member_0102,Kubiak Honorata,extraordinary_member,pubmed,3,0,3,0,0,0.8
ptpp_extraordinary_member_0103,Kurtyka Agnieszka,extraordinary_member,openalex,2,0,2,0,0,1.0
ptpp_extraordinary_member_0103,Kurtyka Agnieszka,extraordinary_member,pubmed,1,0,1,0,0,0.8
ptpp_extraordinary_member_0107,Kwiatkowski Tomasz,extraordinary_member,openalex,77,1,54,22,0,1.05
ptpp_extraordinary_member_0107,Kwiatkowski Tomasz,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0110,Lenkiewicz Katarzyna,extraordinary_member,openalex,4,0,4,0,0,0.95
ptpp_extraordinary_member_0110,Lenkiewicz Katarzyna,extraordinary_member,pubmed,4,0,4,0,0,0.85
ptpp_extraordinary_member_0111,Lewandowska Katarzyna,extraordinary_member,openalex,61,13,47,1,0,1.13
ptpp_extraordinary_member_0111,Lewandowska Katarzyna,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0112,Ligenza Tomasz,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0113,Lipska Paulina,extraordinary_member,openalex,2,0,2,0,0,1.04
ptpp_extraordinary_member_0113,Lipska Paulina,extraordinary_member,pubmed,6,0,6,0,0,0.9
ptpp_extraordinary_member_0115,Lisowska Katarzyna,extraordinary_member,openalex,74,10,64,0,0,1.13
ptpp_extraordinary_member_0115,Lisowska Katarzyna,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0116,Listwan Kacper,extraordinary_member,pubmed,1,0,1,0,0,0.85
ptpp_extraordinary_member_0118,Mackiewicz Anna,extraordinary_member,openalex,14,0,14,0,0,1.04
ptpp_extraordinary_member_0118,Mackiewicz Anna,extraordinary_member,pubmed,27,0,22,5,0,0.95
ptpp_extraordinary_member_0122,Meyer Inez,extraordinary_member,pubmed,21,0,20,1,0,0.9
ptpp_extraordinary_member_0123,Mędrzycka Anna,extraordinary_member,openalex,21,1,2,18,0,1.08
ptpp_extraordinary_member_0125,Miernik Aleksandra,extraordinary_member,openalex,4,0,4,0,0,0.99
ptpp_extraordinary_member_0125,Miernik Aleksandra,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0126,Mieszkowska Aleksandra,extraordinary_member,pubmed,15,0,15,0,0,0.8
ptpp_extraordinary_member_0127,Mikołajczyk Arkadiusz,extraordinary_member,openalex,4,0,4,0,0,0.88
ptpp_extraordinary_member_0127,Mikołajczyk Arkadiusz,extraordinary_member,pubmed,16,0,11,5,0,0.9
ptpp_extraordinary_member_0128,Mikuś Łukasz,extraordinary_member,pubmed,12,0,0,12,0,0.7
ptpp_extraordinary_member_0129,Mizdrak Aneta,extraordinary_member,pubmed,20,0,20,0,0,0.8
ptpp_extraordinary_member_0130,Modrzewski Jan,extraordinary_member,pubmed,1,0,1,0,0,0.85
ptpp_extraordinary_member_0132,Moniuszko Magdalena,extraordinary_member,pubmed,21,0,21,0,0,0.9
ptpp_extraordinary_member_0136,Musiał-Paździor Malwina,extraordinary_member,openalex,5,1,4,0,0,1.08
ptpp_extraordinary_member_0136,Musiał-Paździor Malwina,extraordinary_member,pubmed,3,0,3,0,0,0.85
ptpp_extraordinary_member_0139,Nowak Aleksandra,extraordinary_member,openalex,61,4,53,4,0,1.1
ptpp_extraordinary_member_0139,Nowak Aleksandra,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0140,Nowak Jakub,extraordinary_member,openalex,86,0,80,6,0,1.04
ptpp_extraordinary_member_0140,Nowak Jakub,extraordinary_member,pubmed,20,0,20,0,0,0.95
ptpp_extraordinary_member_0141,Nowak Lechosław,extraordinary_member,pubmed,20,0,7,13,0,0.85
ptpp_extraordinary_member_0143,O'Donnell Katarzyna,extraordinary_member,pubmed,21,0,20,0,1,0.85
ptpp_extraordinary_member_0144,Okoń Katarzyna,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0144,Okoń Katarzyna,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0145,Olczyk Magdalena,extraordinary_member,openalex,24,1,22,1,0,1.2
ptpp_extraordinary_member_0145,Olczyk Magdalena,extraordinary_member,pubmed,13,0,10,3,0,0.85
ptpp_extraordinary_member_0146,Ostrowska Magda,extraordinary_member,openalex,9,0,9,0,0,0.99
ptpp_extraordinary_member_0146,Ostrowska Magda,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0147,Ożóg Tomasz,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0151,Pawłowska Izabela,extraordinary_member,openalex,19,0,19,0,0,1.03
ptpp_extraordinary_member_0151,Pawłowska Izabela,extraordinary_member,pubmed,19,0,19,0,0,0.9
ptpp_extraordinary_member_0152,Pawłowska Marta,extraordinary_member,openalex,72,2,70,0,0,1.07
ptpp_extraordinary_member_0152,Pawłowska Marta,extraordinary_member,pubmed,16,0,16,0,0,0.9
ptpp_extraordinary_member_0153,Paszek Anna,extraordinary_member,openalex,10,0,7,3,0,0.95
ptpp_extraordinary_member_0153,Paszek Anna,extraordinary_member,pubmed,7,0,5,2,0,0.8
ptpp_extraordinary_member_0154,Perz Magdalena,extraordinary_member,openalex,12,0,12,0,0,0.99
ptpp_extraordinary_member_0154,Perz Magdalena,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0156,Piechota Marta,extraordinary_member,openalex,3,0,3,0,0,1.03
ptpp_extraordinary_member_0156,Piechota Marta,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0157,Piechota Waldemar,extraordinary_member,pubmed,23,0,23,0,0,0.9
ptpp_extraordinary_member_0158,Piekarska Magda,extraordinary_member,openalex,31,0,31,0,0,1.0
ptpp_extraordinary_member_0158,Piekarska Magda,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0161,Podgórska Beata,extraordinary_member,openalex,21,0,21,0,0,1.04
ptpp_extraordinary_member_0161,Podgórska Beata,extraordinary_member,pubmed,13,0,13,0,0,0.8
ptpp_extraordinary_member_0162,Polak Joanna,extraordinary_member,openalex,56,0,42,14,0,1.03
ptpp_extraordinary_member_0162,Polak Joanna,extraordinary_member,pubmed,21,0,20,1,0,0.9
ptpp_extraordinary_member_0163,Polak Michał,extraordinary_member,openalex,80,0,60,20,0,0.9
ptpp_extraordinary_member_0163,Polak Michał,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0166,Posyniak Agnieszka,extraordinary_member,pubmed,20,0,20,0,0,0.8
ptpp_extraordinary_member_0169,Pytel Agnieszka,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0169,Pytel Agnieszka,extraordinary_member,pubmed,20,0,20,0,0,0.95
ptpp_extraordinary_member_0177,Rutkowska Justyna,extraordinary_member,openalex,21,0,20,1,0,1.04
ptpp_extraordinary_member_0177,Rutkowska Justyna,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0179,Sawicki Ireneusz,extraordinary_member,pubmed,12,0,12,0,0,0.9
ptpp_extraordinary_member_0182,Słowik Agnieszka,extraordinary_member,openalex,70,20,40,10,0,1.13
ptpp_extraordinary_member_0182,Słowik Agnieszka,extraordinary_member,pubmed,16,0,12,4,0,0.9
ptpp_extraordinary_member_0183,Sikorska Joanna,extraordinary_member,openalex,61,0,58,3,0,1.03
ptpp_extraordinary_member_0183,Sikorska Joanna,extraordinary_member,pubmed,20,0,20,0,0,0.8
ptpp_extraordinary_member_0184,Sitek Magdalena,extraordinary_member,openalex,29,0,25,4,0,0.95
ptpp_extraordinary_member_0184,Sitek Magdalena,extraordinary_member,pubmed,10,0,10,0,0,0.85
ptpp_extraordinary_member_0185,Siwczyk-Kępa Magdalena,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0186,Skórka Anna,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0190,Sosińska-Zawierucha Patrycja,extraordinary_member,openalex,21,0,18,3,0,0.88
ptpp_extraordinary_member_0190,Sosińska-Zawierucha Patrycja,extraordinary_member,pubmed,9,0,8,0,1,0.85
ptpp_extraordinary_member_0191,Sosnowska Magdalena,extraordinary_member,openalex,34,0,17,17,0,1.03
ptpp_extraordinary_member_0191,Sosnowska Magdalena,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0194,Spychała Maria,extraordinary_member,openalex,2,0,2,0,0,1.03
ptpp_extraordinary_member_0194,Spychała Maria,extraordinary_member,pubmed,9,0,9,0,0,0.85
ptpp_extraordinary_member_0199,Stawicka Beata,extraordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_extraordinary_member_0201,Straszak Michał,extraordinary_member,pubmed,1,0,1,0,0,0.8
ptpp_extraordinary_member_0204,Szczygielska Ewa,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0204,Szczygielska Ewa,extraordinary_member,pubmed,1,0,1,0,0,0.8
ptpp_extraordinary_member_0205,Szlęzak Anita,extraordinary_member,pubmed,1,0,1,0,0,0.8
ptpp_extraordinary_member_0207,Szynkiewicz Wiktoria Oliwia,extraordinary_member,pubmed,2,0,1,1,0,0.8
ptpp_extraordinary_member_0210,Śpiewak Aneta,extraordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_extraordinary_member_0212,Telejko Ewelina,extraordinary_member,pubmed,6,0,6,0,0,0.8
ptpp_extraordinary_member_0213,Timoshina Marina,extraordinary_member,openalex,15,0,15,0,0,0.95
ptpp_extraordinary_member_0213,Timoshina Marina,extraordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_extraordinary_member_0214,Trąbińska-Haduch Marlena,extraordinary_member,openalex,3,0,2,1,0,0.95
ptpp_extraordinary_member_0215,Turek Nina,extraordinary_member,pubmed,3,0,3,0,0,0.8
ptpp_extraordinary_member_0216,Turkiewicz-Maligranda Agnieszka,extraordinary_member,openalex,2,0,2,0,0,1.04
ptpp_extraordinary_member_0217,Twardowska Marzena,extraordinary_member,openalex,1,0,1,0,0,1.0
ptpp_extraordinary_member_0217,Twardowska Marzena,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0219,Ulman Artur,extraordinary_member,pubmed,20,0,20,0,0,0.8
ptpp_extraordinary_member_0220,Urbaniak Joanna,extraordinary_member,openalex,42,1,20,21,0,1.05
ptpp_extraordinary_member_0220,Urbaniak Joanna,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0221,Urbańska Katarzyna,extraordinary_member,openalex,33,2,31,0,0,1.08
ptpp_extraordinary_member_0221,Urbańska Katarzyna,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0222,Wachowicz Małgorzata,extraordinary_member,openalex,4,1,3,0,0,1.05
ptpp_extraordinary_member_0222,Wachowicz Małgorzata,extraordinary_member,pubmed,15,0,15,0,0,0.9
ptpp_extraordinary_member_0224,Wańkowicz Anna,extraordinary_member,openalex,22,0,22,0,0,1.04
ptpp_extraordinary_member_0224,Wańkowicz Anna,extraordinary_member,pubmed,6,0,6,0,0,0.85
ptpp_extraordinary_member_0225,Wawrzycka Kamila,extraordinary_member,openalex,1,0,1,0,0,0.95
ptpp_extraordinary_member_0225,Wawrzycka Kamila,extraordinary_member,pubmed,3,0,3,0,0,0.9
ptpp_extraordinary_member_0227,Werner Milena,extraordinary_member,openalex,7,1,6,0,0,1.05
ptpp_extraordinary_member_0227,Werner Milena,extraordinary_member,pubmed,20,0,20,0,0,0.9
ptpp_extraordinary_member_0228,Wesołowska Joanna,extraordinary_member,openalex,1,0,1,0,0,1.03
ptpp_extraordinary_member_0228,Wesołowska Joanna,extraordinary_member,pubmed,15,0,15,0,0,0.85
ptpp_extraordinary_member_0229,Wieczorek Karolina,extraordinary_member,openalex,25,0,25,0,0,1.04
ptpp_extraordinary_member_0229,Wieczorek Karolina,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0232,Wilińska Joanna,extraordinary_member,openalex,9,0,9,0,0,1.04
ptpp_extraordinary_member_0232,Wilińska Joanna,extraordinary_member,pubmed,6,0,6,0,0,0.8
ptpp_extraordinary_member_0233,Winnicka Wanda,extraordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_extraordinary_member_0237,Wnukowska Maria,extraordinary_member,pubmed,6,0,6,0,0,0.85
ptpp_extraordinary_member_0242,Woynarowska Joanna,extraordinary_member,pubmed,2,0,2,0,0,0.8
ptpp_extraordinary_member_0243,Wysocka Magdalena,extraordinary_member,openalex,60,4,56,0,0,1.08
ptpp_extraordinary_member_0243,Wysocka Magdalena,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0244,Wysocka-Bobryk Teresa,extraordinary_member,openalex,1,0,1,0,0,1.0
ptpp_extraordinary_member_0245,Wysok Dorota,extraordinary_member,openalex,2,0,2,0,0,1.0
ptpp_extraordinary_member_0247,Zaborowska Maria,extraordinary_member,openalex,1,0,1,0,0,0.99
ptpp_extraordinary_member_0247,Zaborowska Maria,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_extraordinary_member_0249,Zięba Katarzyna,extraordinary_member,openalex,26,1,25,0,0,1.05
ptpp_extraordinary_member_0249,Zięba Katarzyna,extraordinary_member,pubmed,21,0,20,1,0,0.9
ptpp_extraordinary_member_0250,Zmuda Marcin,extraordinary_member,openalex,31,6,25,0,0,1.13
ptpp_extraordinary_member_0250,Zmuda Marcin,extraordinary_member,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0001,Anioła Magdalena,candidate,openalex,2,2,0,0,0,1.07
ptpp_candidate_0001,Anioła Magdalena,candidate,pubmed,1,0,1,0,0,0.8
ptpp_candidate_0002,Arndt Aleksandra,candidate,openalex,20,1,19,0,0,1.08
ptpp_candidate_0002,Arndt Aleksandra,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0003,Babicz Anna,candidate,openalex,6,1,5,0,0,1.05
ptpp_candidate_0005,Bogacka Karolina,candidate,openalex,16,0,16,0,0,0.99
ptpp_candidate_0005,Bogacka Karolina,candidate,pubmed,2,0,2,0,0,0.8
ptpp_candidate_0007,Borkowska Magdalena,candidate,openalex,51,1,31,19,0,1.05
ptpp_candidate_0007,Borkowska Magdalena,candidate,pubmed,21,0,20,1,0,0.85
ptpp_candidate_0011,Foltanova Agnieszka,candidate,openalex,1,0,1,0,0,0.95
ptpp_candidate_0012,Giszter Sabina,candidate,pubmed,15,0,15,0,0,0.9
ptpp_candidate_0014,Golińska Justyna,candidate,openalex,22,0,22,0,0,1.03
ptpp_candidate_0014,Golińska Justyna,candidate,pubmed,10,0,10,0,0,0.85
ptpp_candidate_0015,Grzejszczak Małgorzata,candidate,openalex,3,0,3,0,0,1.0
ptpp_candidate_0018,Iwanicka Łada,candidate,openalex,1,0,1,0,0,0.95
ptpp_candidate_0021,Jurewicz Emilia,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0023,Kawka Tomasz,candidate,openalex,22,2,20,0,0,1.15
ptpp_candidate_0023,Kawka Tomasz,candidate,pubmed,1,0,1,0,0,0.8
ptpp_candidate_0026,Koć Karol,candidate,pubmed,21,0,21,0,0,0.85
ptpp_candidate_0027,Kopka Sylwia,candidate,pubmed,4,0,4,0,0,0.85
ptpp_candidate_0028,Kotulska Katarzyna,candidate,openalex,38,1,37,0,0,1.1
ptpp_candidate_0028,Kotulska Katarzyna,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0030,Kostyk Magdalena,candidate,pubmed,1,0,1,0,0,0.8
ptpp_candidate_0031,Kowalska Agata,candidate,openalex,66,8,58,0,0,1.08
ptpp_candidate_0031,Kowalska Agata,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0032,Kręciejewska Emilia,candidate,openalex,2,1,1,0,0,1.05
ptpp_candidate_0035,Kubiak Dominika,candidate,openalex,41,0,30,11,0,1.04
ptpp_candidate_0035,Kubiak Dominika,candidate,pubmed,23,0,20,3,0,0.85
ptpp_candidate_0038,Laskowska Anna,candidate,openalex,80,0,60,20,0,1.0
ptpp_candidate_0038,Laskowska Anna,candidate,pubmed,20,0,20,0,0,0.85
ptpp_candidate_0039,Lustig Rafał,candidate,openalex,1,0,1,0,0,0.95
