article_id,journal_key,year_for_analysis,period,title_clean,family_drive_conflict_defense,terms_drive_conflict_defense,family_dream_fantasy_unconscious,terms_dream_fantasy_unconscious,family_ego_self_narcissism,terms_ego_self_narcissism,family_object_relations,terms_object_relations,family_kleinian_bionian,terms_kleinian_bionian,family_winnicottian_environment_holding,terms_winnicottian_environment_holding,family_attachment_development_infant,terms_attachment_development_infant,family_transference_countertransference,terms_transference_countertransference,family_technique_interpretation_process,terms_technique_interpretation_process,family_relational_intersubjective_field,terms_relational_intersubjective_field,family_trauma_dissociation_affect_regulation,terms_trauma_dissociation_affect_regulation,family_psychosis_borderline_primitive_states,terms_psychosis_borderline_primitive_states,family_body_sexuality_gender,terms_body_sexuality_gender,family_language_narrative_symbolization,terms_language_narrative_symbolization,family_culture_race_social_ethics,terms_culture_race_social_ethics,family_empirical_research_measurement,terms_empirical_research_measurement,family_history_theory_schools,terms_history_theory_schools,n_semantic_families_hit,n_semantic_terms_hit
IJP.031.0179A,ijpa,1950,1946-1969,On the Termination of Analysis,1,defence | resistance,0,,1,ego,0,,0,,0,,0,,1,transference | transference situation,1,technical | termination,0,,1,emotional,0,,0,,0,,0,,1,effectiveness,1,freud | freud's,7,11
IJP.031.0138A,ijpa,1950,1946-1969,Anxiety in Infancy: A Study of its Manifestations in the First Year of Life,1,defence,0,,1,ego | ego functions,0,,1,melanie klein,0,,1,early | infancy,0,,1,technique,0,,1,anxiety,0,,0,,0,,0,,0,,1,anna freud | freud,7,10
IJP.031.0194A,ijpa,1950,1946-1969,Three Psychological Criteria for the Termination of Treatment,1,conflict | conflicts,1,unconscious,0,,0,,0,,1,play,1,early,0,,1,interpretation | interpretations | termination,0,,0,,0,,1,sexual,1,language,1,social,0,,1,freud,9,12
IJP.031.0078A,ijpa,1950,1946-1969,On the Criteria for the Termination of a Psycho-Analysis,1,aggression | conflict | conflicts | death instinct,0,,1,ego,1,depressive position | external | internal | object | objects,1,klein melanie | melanie klein,1,mother,1,early,0,,1,termination,0,,1,anxiety | feelings,0,,0,,0,,0,,1,measure,1,freud,10,19
IJP.031.0184A,ijpa,1950,1946-1969,Technique of Terminating Analysis,0,,0,,0,,0,,0,,0,,0,,1,transference,1,technique | termination,0,,0,,0,,0,,1,meaning,0,,0,,0,,3,4
IJP.031.0018A,ijpa,1950,1946-1969,The Mother Tongue and the Mother,1,oedipal,1,fantasies | unconscious,0,,0,,0,,1,mother,1,attachment | child | childhood | children | infancy,1,transference,0,,1,relationship,1,feelings,0,,1,sexual | sexuality,1,language | words,1,culture,0,,0,,10,17
IJP.031.0161A,ijpa,1950,1946-1969,On the Psycho-Analytic Theory of Thinking,0,,0,,1,ego | ego psychology,0,,0,,0,,1,early,0,,1,interpretation,0,,0,,0,,0,,0,,0,,0,,0,,3,4
IJP.031.0081A,ijpa,1950,1946-1969,On Counter-Transference,0,,0,,0,,0,,0,,0,,0,,1,transference,0,,1,relationship,1,emotional | feelings,0,,0,,0,,0,,0,,1,freud | freud's,4,6
IJP.031.0117A,ijpa,1950,1946-1969,Changing Therapeutical Aims and Techniques in Psycho-Analysis,1,castration anxiety | instinctual | oedipus situation | resistance,1,unconscious,0,,0,,0,,0,,0,,0,,1,psycho-analytic technique | technical | technique,0,,1,anxiety,0,,1,sexual,0,,0,,0,,1,balint michael | freud | freud's | michael balint,6,14
IJP.031.0132A,ijpa,1950,1946-1969,Note on the Psychopathology of Confusional States in Chronic Schizophernias,0,,0,,0,,0,,0,,1,play,0,,0,,1,technique,0,,1,feelings,0,,0,,0,,0,,0,,0,,3,3
IJP.031.0053A,ijpa,1950,1946-1969,On the Pathogenesis of Peptic Ulcer,1,aggression | aggressive | conflict | conflicts | defence | libidinal | oedipal,1,wishes,1,ego,1,external | object | objects,0,,1,mother,1,child | childhood | loss,0,,0,,0,,1,trauma,0,,0,,1,meaning,1,social,0,,0,,9,19
IJP.031.0042A,ijpa,1950,1946-1969,On Consummated Incest,1,incest,1,wish,0,,0,,0,,1,mother,1,children | family,0,,0,,1,relationship,0,,0,,1,sexual,1,words,0,,0,,0,,7,8
IJP.031.0200A,ijpa,1950,1946-1969,On the Criteria for the Termination of an Analysis,0,,0,,0,,0,,0,,0,,1,early,0,,1,termination,0,,1,feelings,0,,0,,0,,0,,1,assessment,0,,4,4
IJP.031.0098A,ijpa,1950,1946-1969,The Mechanisms of Regression in the Poetry of Baudelaire and his Followers,1,instinctual | oedipus complex,1,dream | wish,1,ego | narcissism,1,object | objects,0,,1,play,0,,0,,0,,0,,0,,0,,0,,0,,1,cultural,0,,1,anna freud | freud,7,12
IJP.031.0171A,ijpa,1950,1946-1969,Language and Dreams,0,,1,dream | dreams,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,female,1,language | meaning | words,0,,0,,0,,3,6
IJP.031.0204A,ijpa,1950,1946-1969,On the Criteria for the Termination of an Analysis,1,aggressive | aggressive impulses | defence,0,,1,ego,1,depressive position | external | external reality | external world | internal | object | objects,1,klein melanie | melanie klein,1,mother,1,loss,1,transference | transference situation,1,termination,0,,1,anxiety | feelings,0,,0,,0,,0,,0,,1,freud,10,21
IJP.031.0095A,ijpa,1950,1946-1969,Masochism as a Pathological and as a Normal Phenomenon in the Human Mind,1,aggression | aggressive | aggressive impulses | death instinct | drive | drives | libidinal | resistance,0,,1,ego,1,external | external world | love object | object,0,,0,,1,family,0,,0,,0,,1,anxiety,0,,0,,1,words,0,,0,,1,freud,7,17
IJP.031.0237A,ijpa,1950,1946-1969,The Psychology of Feminine Genital Bleeding-An Analysis of Mohave Indian Puberty and Menstrual Rites,1,aggression | castration anxiety,0,,0,,0,,0,,1,play,0,,0,,1,interpretation | interpretations,0,,1,anxiety,1,primitive,1,female | sexual,1,meaning,1,social | violence,1,evidence,0,,9,13
IJP.031.0085A,ijpa,1950,1946-1969,Psychodynamics of the 'Intellectual',0,,1,wish,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,social,0,,0,,2,2
IJP.031.0205A,ijpa,1950,1946-1969,Short Communication on Criteria for Terminating Analysis,1,libido,0,,1,ego,0,,0,,1,mother,1,child | childhood,1,transference,1,termination,1,relationship | relationships,0,,0,,1,sexual,0,,1,social,1,assessment,0,,10,12
IJP.031.0048A,ijpa,1950,1946-1969,Psyche in Nature or the Limits of Psychogenesis,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,body,0,,0,,0,,1,freud,2,2
IJP.031.0032A,ijpa,1950,1946-1969,Schreber's Hallucinations about the 'Little Men',1,defence | defences against,0,,0,,1,object,0,,0,,0,,0,,0,,0,,0,,1,psychotic,1,body | sexual,0,,0,,0,,0,,4,6
IJP.031.0191A,ijpa,1950,1946-1969,A Note on the Ending of an Analysis,0,,0,,0,,0,,0,,0,,0,,0,,1,termination,0,,0,,0,,0,,0,,0,,0,,0,,1,1
IJP.031.0001A,ijpa,1950,1946-1969,The Rôle of Anxiety in Depersonalization,1,defence | defence mechanism | defence mechanisms,1,dream | dreams | wish,1,ego | narcissistic,0,,0,,0,,0,,0,,0,,0,,1,anxiety | feelings,1,psychotic,1,body,0,,0,,0,,1,freud,7,13
IJP.031.0144A,ijpa,1950,1946-1969,Basic Psychic Structure of the Obese,0,,0,,1,ego,0,,0,,0,,1,child | children,0,,0,,1,relationship,0,,0,,0,,1,representations,0,,0,,0,,4,5
IJP.031.0108A,ijpa,1950,1946-1969,The Significance of Freud's Earliest Discoveries,1,resistance,0,,0,,0,,0,,0,,1,early,0,,1,termination,0,,0,,0,,1,infantile sexuality | sexuality,1,meaning,0,,0,,1,freud | freud's,6,8
IJP.031.0268A,ijpa,1950,1946-1969,Some Aspects of the Analysis of a Schizophrenic,0,,0,,0,,0,,0,,0,,1,child,0,,1,technique,0,,0,,0,,1,sexual,0,,0,,0,,0,,3,3
IJP.031.0156A,ijpa,1950,1946-1969,Oral Aggressiveness and Ego Development,0,,0,,1,early ego | ego,0,,0,,1,mother,1,child | children | early | infants,0,,0,,1,relationship,0,,1,primitive,1,body,0,,1,war,0,,1,anna freud | freud,8,13
IJP.031.0036A,ijpa,1950,1946-1969,Children's Interpretation and Reaction to the Unconscious of their Mothers,0,,1,unconscious | wish | wishes,0,,0,,0,,1,mother,1,child | children | infancy | infants,1,transference,1,interpretation,0,,1,emotional | feelings,1,primitive | psychotic,0,,0,,0,,0,,0,,7,14
IJP.032.0269A,ijpa,1951,1946-1969,"News, Notes and Comments",1,oedipus complex,1,wishes,1,ego,0,,1,melanie klein,0,,0,,0,,0,,1,mutual,0,,0,,0,,0,,1,war,0,,1,anna freud | freud | freud's | sigmund freud,7,10
IJP.032.0190A,ijpa,1951,1946-1969,Rumpelstilzkin in the Analytical Situation,1,conflict | conflicts,0,,0,,0,,0,,0,,0,,0,,1,technique,0,,0,,0,,0,,1,meaning,0,,0,,0,,3,4
IJP.032.0095A,ijpa,1951,1946-1969,An Unknown Statuette of Moses,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,1,2
IJP.032.0238A,ijpa,1951,1946-1969,Discussion of Dr. K. R. Eissler's Remarks on the Psycho-Analysis of Schizophrenia,0,,0,,0,,0,,0,,0,,1,child,1,transference,1,interpretation,0,,0,,1,psychotic,0,,1,words,0,,0,,0,,5,5
IJP.032.0264C,ijpa,1951,1946-1969,'The Psychology of Patriotism.',1,aggression,1,unconscious,1,ego,1,object | objects,0,,1,mother,0,,0,,0,,0,,1,feelings,0,,0,,0,,0,,1,evidence,0,,7,8
IJP.032.0333A,ijpa,1951,1946-1969,"News, Notes and Comments",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,anna freud | freud,1,2
IJP.032.0094A,ijpa,1951,1946-1969,Untranslated Freud-(11) 'Postscript to my Paper on the Moses of Michelangelo' (1927),0,,0,,0,,0,,0,,0,,0,,0,,1,interpretation,0,,0,,0,,1,body,0,,0,,0,,1,freud | untranslated freud,3,4
IJP.032.0128A,ijpa,1951,1946-1969,Sexual Symbolism in Industry,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,body | female | sexual,0,,0,,0,,0,,1,3
IJP.032.0138A,ijpa,1951,1946-1969,"News, Notes and Comments",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,recognition,1,affective,0,,0,,0,,0,,0,,0,,2,2
IJP.032.0196A,ijpa,1951,1946-1969,Oral Mechanisms in Constipation and Diarrhoea,0,,0,,0,,0,,0,,0,,0,,1,transference | transference situation,0,,1,interpersonal | relationship,1,affect,0,,0,,1,meaning,0,,0,,0,,4,6
IJP.032.0185A,ijpa,1951,1946-1969,Pathological Generosity,0,,0,,0,,0,,0,,0,,0,,0,,1,technique,0,,0,,0,,0,,0,,0,,0,,0,,1,1
IJP.032.0073A,ijpa,1951,1946-1969,Psycho-Analysis and the Problem of Aesthetic Value,0,,0,,0,,0,,0,,0,,1,loss,0,,0,,0,,0,,0,,1,body,1,words,0,,0,,0,,3,3
IJP.032.0167A,ijpa,1951,1946-1969,The Structure of Paranoid Ideas-A Critical Survey of Various Theories,1,conflict | conflicts | defence | defence mechanism | drive | drives | instinctual | instinctual drives,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | freud's,2,10
IJP.032.0283A,ijpa,1951,1946-1969,Paul Federn's Scientific Contributions: In Commemoration,0,,1,dream | dreams | wish | wishes,1,ego,1,object,0,,0,,0,,0,,1,interpretation,0,,1,feelings,0,,0,,0,,0,,0,,1,freud | freud's,6,10
IJP.032.0010A,ijpa,1951,1946-1969,Ego and Reality,1,defence | instinctual,1,wish,1,ego | superego,1,external | external reality | external world,0,,1,play,0,,0,,0,,1,recognition | relationship,0,,0,,0,,0,,0,,0,,1,freud | freud's,7,13
IJP.032.0025A,ijpa,1951,1946-1969,On Counter-Transference,0,,1,unconscious,0,,0,,0,,0,,0,,1,transference,1,interpretation,0,,0,,0,,0,,0,,0,,1,evidence,1,freud,5,5
IJP.032.0041A,ijpa,1951,1946-1969,"The Role of ""Displacement"" in Agoraphobia",1,defence | resistance,1,dream | dreams | fantasies,0,,0,,0,,1,mother | play,1,child,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,8
IJP.032.0319A,ijpa,1951,1946-1969,An Unknown Autobiographical Letter by Freud and a Short Comment,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,freud | sigmund freud,1,2
IJP.032.0139A,ijpa,1951,1946-1969,Remarks on the Psycho-Analysis of Schizophrenia,0,,0,,0,,0,,0,,0,,0,,0,,1,technique,0,,0,,0,,0,,0,,0,,0,,0,,1,1
IJP.032.0001A,ijpa,1951,1946-1969,Transference and Reality,1,aggression | conflict | conflicts | libidinal,1,unconscious | wish,1,identity,1,object | objects,0,,1,play,1,attachment,1,transference | transference situation,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,13
IJP.032.0291A,ijpa,1951,1946-1969,Paul Schilder's Contribution to the Theory of Thought-Processes,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,relationship | relationships,0,,0,,1,body | body image,1,language | story,0,,0,,0,,3,6
IJP.032.0032A,ijpa,1951,1946-1969,Counter-Transference and the Patient's Response to It,0,,1,unconscious,0,,0,,0,,1,mother,0,,1,transference,1,interpretation,1,recognition,1,anxiety,0,,0,,1,story,0,,0,,0,,7,7
IJP.032.0241A,ijpa,1951,1946-1969,Clinical Essay Prize,0,,1,wish | wishes,0,,1,external,0,,1,external environment,0,,0,,0,,0,,0,,0,,0,,1,english language | language | words,0,,1,evidence,0,,5,8
IJP.032.0310A,ijpa,1951,1946-1969,A Clinical Contribution to the Analysis of Gestures,1,drive | drives | instinctual | instinctual drives,1,unconscious,0,,0,,0,,0,,1,early,0,,0,,0,,0,,1,primitive,0,,0,,0,,0,,1,freud,5,8
IJP.032.0083A,ijpa,1951,1946-1969,The Pan-Headed Moses-a Parallel,0,,0,,1,ego | ego ideal | narcissism,0,,0,,0,,1,early,0,,1,interpretation,0,,0,,0,,1,body,1,language | meaning,0,,0,,1,freud | freud's,6,10
IJP.032.0157A,ijpa,1951,1946-1969,The Structural Problem in Schizophrenia: Therapeutic Implications,1,libidinal,0,,0,,0,,0,,0,,1,children,0,,0,,0,,0,,1,psychotic,0,,1,language,0,,0,,1,freud,5,5
IJP.032.0117A,ijpa,1951,1946-1969,A Psychological Study of Murder,1,aggression | aggressive | defence | defences against,1,unconscious,1,ego | ego function | superego,0,,0,,0,,0,,0,,1,technical,0,,0,,0,,0,,0,,0,,1,evidence | scale,0,,5,11
IJP.032.0302A,ijpa,1951,1946-1969,Pavor Nocturnus,0,,1,dream,1,narcissistic,0,,0,,1,play,1,children | early,0,,0,,0,,1,anxiety | trauma,0,,0,,1,meaning,0,,0,,1,freud,7,9
IJP.032.0019A,ijpa,1951,1946-1969,Some Criteria for the Timing of Confrontations and Interpretations,0,,0,,0,,0,,0,,0,,0,,0,,1,interpretation | interpretations,0,,0,,0,,0,,0,,0,,0,,0,,1,2
IJP.032.0178A,ijpa,1951,1946-1969,A Contribution to the Study of the Dream Screen,0,,1,dream | dreams | wish,0,,0,,0,,1,play,0,,0,,0,,1,recognition,0,,0,,0,,1,meaning,0,,0,,1,freud,5,7
IJP.032.0097A,ijpa,1951,1946-1969,"A Dream, a Vision, and a Poem:-A Psycho-Analytic Study of the Origins of the Rime of the Ancient Mariner",1,conflict | conflicts,1,dream,1,ego,0,,0,,0,,0,,0,,0,,0,,1,emotional | feelings,0,,0,,1,words,0,,1,psycho-analytic study,0,,6,8
IJP.032.0218A,ijpa,1951,1946-1969,Reflections on the Function and Organization of a Psycho-Analytical Society,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,regulation,0,,0,,0,,1,war | world war,0,,0,,2,3
IJP.033.0083A,ijpa,1952,1946-1969,Preface,0,,1,wishes,0,,0,,1,melanie klein,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2
IJP.033.0509A,ijpa,1952,1946-1969,"18th International Psycho-Analytical Congress, 1953",1,defence,0,,1,ego,1,object | object relationship,0,,0,,1,child | children | early,0,,0,,1,relationship,0,,0,,0,,0,,1,responsibility,0,,0,,6,9
IJP.033.0509B,ijpa,1952,1946-1969,Mrs. Melanie Klein-Seventieth Birthday,0,,1,wishes,0,,0,,1,melanie klein,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2
IJP.033.0416A,ijpa,1952,1946-1969,Stages in the Development of Control Over Fire,1,aggressive | libidinal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,primitive,0,,0,,0,,0,,1,freud | freud's,3,5
IJP.033.0144A,ijpa,1952,1946-1969,An Obsessional Man's Need to be 'Kept',0,,0,,0,,0,,0,,1,mother,1,children | family,0,,0,,0,,0,,0,,0,,0,,1,war,0,,0,,3,4
IJP.033.0470A,ijpa,1952,1946-1969,Beethoven and his Nephew,1,defence,0,,0,,0,,0,,1,mother,1,child | childhood | early | family,0,,0,,1,recognition,1,affect | emotional,0,,0,,0,,1,responsibility | social,0,,1,freud | sigmund freud,7,13
IJP.033.0410A,ijpa,1952,1946-1969,Pregenital Patterning,1,conflict | conflicts | drive | drives | libidinal | libido | oedipal | oedipus complex,0,,1,ego,0,,0,,0,,1,childhood | children | early | infancy,0,,0,,1,relationship | relationships,1,emotional | trauma,1,psychotic,0,,0,,1,social,0,,0,,7,19
IJP.033.0429A,ijpa,1952,1946-1969,Further Remarks about Schreber's Hallucinations,1,conflict | defence,1,unconscious | wish,1,ego,0,,0,,0,,1,early,0,,0,,0,,1,feelings,1,primitive | psychotic,0,,0,,0,,0,,0,,6,9
IJP.033.0450A,ijpa,1952,1946-1969,Oral Components of the Castration Complex,1,castration anxiety | castration complex,1,wish,0,,0,,0,,1,mother,0,,0,,0,,1,relationship,1,anxiety | emotional,0,,1,body,0,,0,,0,,1,freud,7,9
IJP.033.0080A,ijpa,1952,1946-1969,"News, Notes and Comments",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,social,0,,0,,1,1
IJP.033.0385A,ijpa,1952,1946-1969,Technical Problems in Analysis of Psychosomatic Disorders with Special Reference to Precision in Short-Term Psychotherapy,0,,0,,0,,0,,0,,0,,0,,1,transference,1,interpretation | interpretations | technical | technique,0,,0,,0,,0,,0,,0,,0,,0,,2,5
IJP.033.0153A,ijpa,1952,1946-1969,Examination Anxiety without Examination,0,,1,dream | unconscious,0,,0,,0,,0,,0,,1,transference | transference situation,0,,0,,1,anxiety,0,,1,sexual | sexual intercourse,0,,0,,0,,0,,4,7
IJP.033.0160A,ijpa,1952,1946-1969,The Unconscious Phantasy of an Inner World Reflected in Examples from English Literature,1,resistance,1,unconscious | unconscious phantasy | wish,1,ego | ego ideal | self,1,external | internal | internal object | internal objects | object | objects,1,melanie klein,0,,1,children,0,,0,,1,recognition,1,emotional,1,primitive,0,,0,,0,,0,,1,freud | freud himself | freud's,10,21
IJP.033.0439A,ijpa,1952,1946-1969,Metapsychological Considerations on the Concept of Work,1,aggression | libido,0,,1,ego | ego functions,0,,0,,1,play,0,,0,,0,,0,,0,,0,,1,sexuality,0,,0,,0,,1,freud,5,7
IJP.033.0485A,ijpa,1952,1946-1969,Mahatma Gandhi a Contribution to the Psycho-Analytic Understanding of the Causes of War and the Means of Preventing Wars,1,aggressive,0,,0,,0,,0,,0,,1,childhood,0,,0,,0,,0,,0,,0,,1,meaning,1,war,0,,0,,4,4
IJP.033.0509C,ijpa,1952,1946-1969,Mutual Influences in the Development of Ego and Id,0,,0,,1,ego,0,,1,melanie klein,0,,1,child,0,,0,,1,mutual,0,,0,,0,,0,,0,,0,,1,anna freud | freud,5,6
IJP.033.0022A,ijpa,1952,1946-1969,Spontaneous Fluctuations in Depth of Hypnosis and their Implications for Ego-Function,0,,0,,1,ego | ego function | self,0,,0,,0,,1,early,0,,1,setting | technical,0,,0,,0,,0,,1,meaning | words,0,,0,,0,,4,8
IJP.033.0132A,ijpa,1952,1946-1969,Clinical Notes on Internalization and Identification,1,defence | defences against,1,unconscious,1,ego | self,1,depressive position | external | internal | internal objects | object | objects,1,melanie klein,1,mother | play,1,child | children | early | infancy,0,,0,,1,relationship,1,anxiety,0,,0,,0,,1,war,0,,0,,10,21
IJP.033.0225A,ijpa,1952,1946-1969,Psycho-Analysis and Ethics,0,,0,,0,,0,,1,melanie klein | melanie klein's,0,,0,,0,,0,,0,,1,anxiety,0,,0,,1,words,0,,0,,0,,3,4
IJP.033.0173A,ijpa,1952,1946-1969,The Inner World in Ibsen's Master-Builder,0,,1,unconscious | unconscious phantasy,0,,1,external,0,,1,play,0,,1,transference,0,,0,,1,anxiety | emotional | feelings,0,,0,,1,meaning | story,0,,0,,0,,6,10
IJP.033.0181A,ijpa,1952,1946-1969,Aspects of Symbolism in Comprehension of the Not-Self,1,aggression | conflict,1,wish,1,ego | self,1,external | external world | object | objects,1,melanie klein,0,,1,loss,1,transference,0,,0,,0,,0,,0,,0,,1,social,0,,1,freud | freud's,9,15
IJP.033.0433A,ijpa,1952,1946-1969,The Origins of Transference,1,conflict | conflicts | death instinct | defence,1,unconscious,0,,1,external | object | object relations | objects | splitting,1,klein melanie | melanie klein,0,,1,early | very early,1,transference | transference situation,0,,0,,1,anxiety | feelings,0,,0,,0,,0,,0,,1,freud,8,19
IJP.033.0355A,ijpa,1952,1946-1969,On Love and Hate,0,,1,wish,0,,0,,0,,1,mother,0,,0,,0,,0,,1,anxiety | feelings,0,,0,,0,,0,,0,,1,balint michael | michael balint,4,6
IJP.033.0397A,ijpa,1952,1946-1969,Notes on the Analysis of Sexual Perversions,1,defence | defence mechanisms,0,,1,ego | superego,1,object | objects | splitting,1,melanie klein,1,play,1,early,0,,1,interpretation,1,relationship,0,,1,primitive,1,sexual,1,words,0,,0,,1,freud | freud's | freud's writings,12,18
IJP.033.0457A,ijpa,1952,1946-1969,Transference-Phenomena and Transference-Analysis in an Acute Catatonic Schizophrenic Patient,1,defence | defence against,0,,1,self,1,external | object | projective identification | splitting,1,melanie klein,0,,1,infancy | loss,1,transference | transference phenomena,1,interpretation | interpretations,0,,0,,0,,0,,0,,0,,0,,0,,7,14
IJP.033.0373A,ijpa,1952,1946-1969,Some Biopsychical Aspects of Sado-Masochism,1,aggressive | castration complex | resistance,0,,1,self,1,object,0,,0,,0,,0,,0,,0,,0,,0,,1,sexual | sexual life | sexuality,0,,0,,0,,1,freud | freud's,5,10
IJP.033.0465A,ijpa,1952,1946-1969,Patients who Sleep or Look at the Psycho-Analyst During Treatment-technical Considerations,1,defence | defences against,0,,0,,0,,0,,0,,0,,0,,1,interpretation | interpretations | technical,0,,0,,0,,0,,0,,0,,0,,0,,2,5
IJP.033.0111A,ijpa,1952,1946-1969,Notes on the Psycho-Analysis of the Super-Ego Conflict of an Acute Schizophrenic Patient,1,conflict,1,unconscious,1,ego | ego functions,1,object | objects,1,melanie klein | melanie klein's,0,,1,children | early | infancy,1,transference,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,12
IJP.033.0196A,ijpa,1952,1946-1969,A Psycho-Analytical Approach to Aesthetics,0,,1,dream | dreams | unconscious | unconscious phantasy,0,,0,,1,melanie klein | melanie klein's,1,play,1,children | early,0,,1,interpretation | technical,0,,1,anxiety,0,,0,,0,,0,,0,,1,freud | freud's,7,14
IJP.033.0084A,ijpa,1952,1946-1969,A Contribution to the Re-Evaluation of the Oedipus Complex-the Early Stages,1,instinctual | instinctual impulses | oedipus complex,1,unconscious | unconscious phantasies | unconscious phantasy | wish,0,,0,,1,melanie klein | melanie klein's,0,,1,children | early | early stages,0,,0,,0,,0,,1,primitive,0,,1,meaning | words,0,,1,assessment,1,freud | freud's,8,18
IJP.033.0001A,ijpa,1952,1946-1969,The Emotional Position of the Analyst in the Psycho-Analytic Situation,1,resistance,1,unconscious,0,,1,object | object relations,0,,0,,1,early,1,transference,1,setting | technique,1,interpersonal | relationship | relationships,1,affect | emotional | feelings,1,borderline,0,,0,,0,,0,,1,freud | freud stated,10,17
IJP.033.0235A,ijpa,1952,1946-1969,Group Dynamics: A Re-View,0,,0,,1,ego,0,,1,bion,0,,0,,0,,1,interpretation | interpretations,0,,1,emotional,0,,0,,1,words,0,,0,,1,freud,6,7
IJP.033.0421A,ijpa,1952,1946-1969,Freud's Conception of Love,1,oedipal,1,unconscious | wishes,1,ego,1,love object | object,0,,1,mother,1,children,0,,0,,1,relationship,0,,1,primitive,1,sexual | sexuality,0,,0,,0,,1,freud | freud's,10,14
IJP.033.0343A,ijpa,1952,1946-1969,"The ""King Oedipus"" of Sophocles",1,defence | defence mechanism | oedipal | oedipus complex,0,,0,,0,,0,,1,play,0,,0,,0,,1,relationship,0,,0,,0,,0,,0,,0,,1,freud,4,7
IJP.033.0093A,ijpa,1952,1946-1969,Early Anxiety Situations in the Analysis of a Boy in the Latency Period,1,aggression | aggressive,1,unconscious,0,,1,internal | object | objects,1,melanie klein,1,mother | play,1,children | early,1,transference | transference situation,1,technique,0,,1,anxiety,0,,1,body | female | sexual,1,story,0,,0,,0,,11,19
IJP.033.0479A,ijpa,1952,1946-1969,The Criteria of Progress in a Patient During Analysis,0,,1,unconscious,0,,1,depressive position | object,1,melanie klein | melanie klein's,0,,0,,1,transference | transference situation,1,termination,0,,0,,0,,0,,0,,0,,1,assessment,1,freud | freud's,7,11
IJP.033.0304A,ijpa,1952,1946-1969,List of Members of the International Psycho-Analytical Association,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,anna freud | freud,1,2
IJP.033.0351A,ijpa,1952,1946-1969,Re-Evaluation of the Rôle of the Oedipus Complex,1,conflict | libidinal | oedipal | oedipus complex,0,,1,superego,0,,1,melanie klein,1,mother | play,1,child,0,,0,,1,relationship,0,,0,,0,,0,,0,,0,,0,,6,10
IJP.033.0248A,ijpa,1952,1946-1969,Clinical Essay Prize,0,,1,wish | wishes,0,,1,external,0,,1,external environment,0,,0,,0,,0,,0,,0,,0,,1,english language | language | words,0,,1,evidence,1,balint michael | michael balint,6,10
IJP.033.0034A,ijpa,1952,1946-1969,Manic-Depressive Psychoses with Paranoid Trends,1,castration anxiety | defence | defences against | drive | drives | oedipal | oedipus complex,0,,1,ego | ego ideal | superego,0,,0,,0,,0,,0,,0,,1,relationship | relationships,1,anxiety | trauma,0,,0,,1,meaning,0,,0,,1,freud | freud's,6,17
IJP.033.0444A,ijpa,1952,1946-1969,The Problem of Defence and the Neurotic Interpretation of Reality,1,conflict | defence | defence mechanisms,0,,1,early ego | ego | narcissism | narcissistic,1,external,0,,0,,1,child | early | early stages,1,transference,1,interpretation,1,recognition,1,anxiety,1,psychotic,0,,0,,1,cultural | social,0,,1,freud | freud's,11,20
IJP.033.0208A,ijpa,1952,1946-1969,Preliminary Notes on Some Defence Mechanisms in Paranoid States,1,defence | defence mechanisms,1,wish,0,,0,,0,,0,,1,child,0,,1,interpretation | interpretations,0,,0,,1,psychotic,0,,0,,0,,0,,0,,5,7
IJP.033.0454A,ijpa,1952,1946-1969,Discussion of M. Katan's Paper on Schreber's Hallucination,1,libido,1,dream | dreams | unconscious,1,identity | narcissistic,1,object | object relations,0,,0,,0,,1,transference,0,,1,relationship,0,,1,psychotic,0,,1,words,0,,0,,1,freud,9,13
IJP.033.0363A,ijpa,1952,1946-1969,"In Support of Freud's Syndrome of ""Actual"" Anxiety Neurosis",1,defence,0,,0,,0,,0,,0,,1,childhood,0,,0,,0,,1,anxiety,0,,0,,0,,1,war,1,measure | measures,1,freud | freud's,6,8
