period,journal_key,n_records_group,rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base
1970-1989,japa,681,5,york,1,542,285,41.85,681
1970-1989,japa,681,6,theory,1,496,176,25.844,681
1970-1989,japa,681,7,analysis,1,400,179,26.285,681
1970-1989,japa,681,8,development,1,394,201,29.515,681
1970-1989,japa,681,9,object,1,391,142,20.852,681
1970-1989,japa,681,10,ego,1,385,174,25.551,681
1970-1989,japa,681,11,transference,1,380,106,15.565,681
1970-1989,japa,681,12,clinical,1,343,201,29.515,681
1970-1989,japa,681,13,summary,1,341,336,49.339,681
1970-1989,japa,681,14,analytic,1,284,148,21.733,681
1970-1989,japa,681,15,one,1,282,194,28.488,681
1970-1989,japa,681,16,process,1,278,150,22.026,681
1970-1989,japa,681,17,freud's,1,266,123,18.062,681
1970-1989,japa,681,18,freud,1,255,126,18.502,681
1970-1989,japa,681,19,street,1,247,244,35.83,681
1970-1989,japa,681,20,self,1,246,87,12.775,681
1970-1989,japa,681,21,between,1,240,171,25.11,681
1970-1989,japa,681,22,about,1,239,163,23.935,681
1970-1989,japa,681,23,analyst,1,225,115,16.887,681
1970-1989,japa,681,24,time,1,223,108,15.859,681
1970-1989,japa,681,25,patient,1,221,132,19.383,681
1970-1989,japa,681,26,treatment,1,219,112,16.446,681
1970-1989,japa,681,27,experience,1,218,121,17.768,681
1970-1989,japa,681,28,patients,1,218,115,16.887,681
1970-1989,japa,681,29,early,1,205,123,18.062,681
1970-1989,japa,681,30,psychic,1,200,84,12.335,681
1970-1989,japa,681,31,other,1,195,144,21.145,681
1970-1989,japa,681,32,also,1,191,153,22.467,681
1970-1989,japa,681,33,dream,1,185,41,6.021,681
1970-1989,japa,681,34,all,1,182,139,20.411,681
1970-1989,japa,681,35,narcissistic,1,177,71,10.426,681
1970-1989,japa,681,36,relations,1,173,82,12.041,681
1970-1989,japa,681,37,work,1,172,121,17.768,681
1970-1989,japa,681,38,reality,1,167,70,10.279,681
1970-1989,japa,681,39,two,1,166,130,19.09,681
1970-1989,japa,681,40,both,1,166,143,20.999,681
1970-1989,japa,681,41,developmental,1,163,92,13.51,681
1970-1989,japa,681,42,life,1,162,120,17.621,681
1970-1989,japa,681,43,understanding,1,162,121,17.768,681
1970-1989,japa,681,44,character,1,160,60,8.811,681
1970-1989,japa,681,45,therapeutic,1,155,72,10.573,681
1970-1989,japa,681,46,psychology,1,151,79,11.601,681
1970-1989,japa,681,47,robert,1,149,38,5.58,681
1970-1989,japa,681,48,structure,1,146,73,10.72,681
1970-1989,japa,681,49,avenue,1,146,144,21.145,681
1970-1989,japa,681,50,only,1,144,119,17.474,681
1970-1989,japa,681,51,personality,1,141,69,10.132,681
1970-1989,japa,681,52,neurosis,1,139,62,9.104,681
1970-1989,japa,681,53,theoretical,1,137,94,13.803,681
1970-1989,japa,681,54,child,1,137,70,10.279,681
1970-1989,japa,681,55,defense,1,136,59,8.664,681
1970-1989,japa,681,56,abstract,1,133,132,19.383,681
1970-1989,japa,681,57,association,1,132,91,13.363,681
1970-1989,japa,681,58,first,1,132,105,15.419,681
1970-1989,japa,681,59,aspects,1,132,83,12.188,681
1970-1989,japa,681,60,technique,1,131,66,9.692,681
1970-1989,japa,681,61,unconscious,1,130,85,12.482,681
1970-1989,japa,681,62,research,1,130,79,11.601,681
1970-1989,japa,681,63,data,1,126,87,12.775,681
1970-1989,japa,681,64,conflict,1,124,74,10.866,681
1970-1989,japa,681,65,interpretation,1,124,52,7.636,681
1970-1989,japa,681,66,superego,1,123,56,8.223,681
1970-1989,japa,681,67,patient's,1,123,80,11.747,681
1970-1989,japa,681,68,problems,1,122,80,11.747,681
1970-1989,japa,681,69,joseph,1,119,26,3.818,681
1970-1989,japa,681,70,east,1,119,118,17.327,681
1970-1989,japa,681,71,certain,1,118,93,13.656,681
1970-1989,japa,681,72,current,1,117,67,9.838,681
1970-1989,japa,681,73,psychiatry,1,116,95,13.95,681
1970-1989,japa,681,74,medical,1,116,85,12.482,681
1970-1989,japa,681,75,well,1,116,100,14.684,681
1990-2009,japa,975,1,psychoanalytic,1,1871,659,67.59,975
1990-2009,japa,975,2,psychoanalysis,1,1147,439,45.026,975
1990-2009,japa,975,3,runninghead,1,975,975,100.0,975
1990-2009,japa,975,4,new,1,844,475,48.718,975
1990-2009,japa,975,5,clinical,1,844,466,47.795,975
1990-2009,japa,975,6,analytic,1,645,295,30.256,975
1990-2009,japa,975,7,analyst,1,634,338,34.667,975
1990-2009,japa,975,8,theory,1,632,264,27.077,975
1990-2009,japa,975,9,e-mail,1,579,550,56.41,975
1990-2009,japa,975,10,research,1,542,227,23.282,975
1990-2009,japa,975,11,analysis,1,529,241,24.718,975
1990-2009,japa,975,12,process,1,526,266,27.282,975
1990-2009,japa,975,13,patients,1,491,216,22.154,975
1990-2009,japa,975,14,about,1,478,280,28.718,975
1990-2009,japa,975,15,training,1,468,228,23.385,975
1990-2009,japa,975,16,york,1,423,313,32.103,975
1990-2009,japa,975,17,treatment,1,407,202,20.718,975
1990-2009,japa,975,18,between,1,402,254,26.051,975
1990-2009,japa,975,19,development,1,383,210,21.538,975
1990-2009,japa,975,20,freud,1,369,172,17.641,975
1990-2009,japa,975,21,experience,1,350,218,22.359,975
1990-2009,japa,975,22,patient,1,347,193,19.795,975
1990-2009,japa,975,23,street,1,338,333,34.154,975
1990-2009,japa,975,24,one,1,337,247,25.333,975
1990-2009,japa,975,25,transference,1,335,139,14.256,975
1990-2009,japa,975,26,analysts,1,322,174,17.846,975
1990-2009,japa,975,27,work,1,314,221,22.667,975
1990-2009,japa,975,28,university,1,313,219,22.462,975
1990-2009,japa,975,29,both,1,313,250,25.641,975
1990-2009,japa,975,30,analyst's,1,293,142,14.564,975
1990-2009,japa,975,31,other,1,285,209,21.436,975
1990-2009,japa,975,32,unconscious,1,282,153,15.692,975
1990-2009,japa,975,33,institute,1,276,208,21.333,975
1990-2009,japa,975,34,freud's,1,269,139,14.256,975
1990-2009,japa,975,35,developmental,1,265,125,12.821,975
1990-2009,japa,975,36,com,1,263,257,26.359,975
1990-2009,japa,975,37,fax,1,255,249,25.538,975
1990-2009,japa,975,38,child,1,252,100,10.256,975
1990-2009,japa,975,39,two,1,250,192,19.692,975
1990-2009,japa,975,40,therapeutic,1,244,107,10.974,975
1990-2009,japa,975,41,understanding,1,232,166,17.026,975
1990-2009,japa,975,42,psychology,1,227,137,14.051,975
1990-2009,japa,975,43,also,1,223,189,19.385,975
1990-2009,japa,975,44,robert,1,221,70,7.179,975
1990-2009,japa,975,45,early,1,220,140,14.359,975
1990-2009,japa,975,46,avenue,1,219,217,22.256,975
1990-2009,japa,975,47,association,1,216,132,13.538,975
1990-2009,japa,975,48,american,1,215,129,13.231,975
1990-2009,japa,975,49,psychotherapy,1,214,88,9.026,975
1990-2009,japa,975,50,patient's,1,213,129,13.231,975
1990-2009,japa,975,51,psychiatry,1,213,166,17.026,975
1990-2009,japa,975,52,mental,1,209,118,12.103,975
1990-2009,japa,975,53,mind,1,209,122,12.513,975
1990-2009,japa,975,54,professor,1,209,184,18.872,975
1990-2009,japa,975,55,many,1,202,157,16.103,975
1990-2009,japa,975,56,relationship,1,202,135,13.846,975
1990-2009,japa,975,57,life,1,199,141,14.462,975
1990-2009,japa,975,58,edu,1,198,193,19.795,975
1990-2009,japa,975,59,years,1,193,141,14.462,975
1990-2009,japa,975,60,practice,1,190,113,11.59,975
1990-2009,japa,975,61,technique,1,189,106,10.872,975
1990-2009,japa,975,62,abstract,1,187,181,18.564,975
1990-2009,japa,975,63,object,1,187,107,10.974,975
1990-2009,japa,975,64,all,1,184,155,15.897,975
1990-2009,japa,975,65,first,1,184,135,13.846,975
1990-2009,japa,975,66,center,1,179,137,14.051,975
1990-2009,japa,975,67,personality,1,176,71,7.282,975
1990-2009,japa,975,68,female,1,176,59,6.051,975
1990-2009,japa,975,69,theoretical,1,171,130,13.333,975
1990-2009,japa,975,70,columbia,1,171,83,8.513,975
1990-2009,japa,975,71,trauma,1,165,52,5.333,975
1990-2009,japa,975,72,empirical,1,163,80,8.205,975
1990-2009,japa,975,73,steven,1,163,45,4.615,975
1990-2009,japa,975,74,sexual,1,162,73,7.487,975
1990-2009,japa,975,75,different,1,162,118,12.103,975
2010-2025,japa,730,1,psychoanalytic,1,1149,458,62.74,730
2010-2025,japa,730,2,psychoanalysis,1,779,341,46.712,730
2010-2025,japa,730,3,runninghead,1,730,730,100.0,730
2010-2025,japa,730,4,new,1,563,309,42.329,730
2010-2025,japa,730,5,clinical,1,560,315,43.151,730
2010-2025,japa,730,6,about,1,447,252,34.521,730
2010-2025,japa,730,7,e-mail,1,413,395,54.11,730
2010-2025,japa,730,8,work,1,412,240,32.877,730
2010-2025,japa,730,9,analyst,1,408,232,31.781,730
2010-2025,japa,730,10,com,1,406,357,48.904,730
2010-2025,japa,730,11,analytic,1,388,175,23.973,730
2010-2025,japa,730,12,training,1,384,194,26.575,730
2010-2025,japa,730,13,one,1,372,238,32.603,730
2010-2025,japa,730,14,between,1,362,226,30.959,730
2010-2025,japa,730,15,experience,1,331,199,27.26,730
2010-2025,japa,730,16,patients,1,322,148,20.274,730
2010-2025,japa,730,17,research,1,307,142,19.452,730
2010-2025,japa,730,18,york,1,290,190,26.027,730
2010-2025,japa,730,19,email,1,289,255,34.932,730
2010-2025,japa,730,20,theory,1,282,138,18.904,730
2010-2025,japa,730,21,life,1,279,158,21.644,730
2010-2025,japa,730,22,treatment,1,276,131,17.945,730
2010-2025,japa,730,23,american,1,275,147,20.137,730
2010-2025,japa,730,24,process,1,268,167,22.877,730
2010-2025,japa,730,25,gmail,1,265,231,31.644,730
2010-2025,japa,730,26,time,1,252,153,20.959,730
2010-2025,japa,730,27,both,1,251,202,27.671,730
2010-2025,japa,730,28,analysis,1,238,126,17.26,730
2010-2025,japa,730,29,all,1,232,153,20.959,730
2010-2025,japa,730,30,street,1,232,217,29.726,730
2010-2025,japa,730,31,introduction,1,231,87,11.918,730
2010-2025,japa,730,32,freud,1,231,114,15.616,730
2010-2025,japa,730,33,other,1,231,177,24.247,730
2010-2025,japa,730,34,writing,1,217,76,10.411,730
2010-2025,japa,730,35,patient,1,216,124,16.986,730
2010-2025,japa,730,36,institute,1,216,163,22.329,730
2010-2025,japa,730,37,university,1,213,144,19.726,730
2010-2025,japa,730,38,two,1,211,154,21.096,730
2010-2025,japa,730,39,years,1,198,131,17.945,730
2010-2025,japa,730,40,analysts,1,195,114,15.616,730
2010-2025,japa,730,41,also,1,195,153,20.959,730
2010-2025,japa,730,42,unconscious,1,188,108,14.795,730
2010-2025,japa,730,43,freud's,1,188,93,12.74,730
2010-2025,japa,730,44,many,1,184,142,19.452,730
2010-2025,japa,730,45,psychotherapy,1,183,82,11.233,730
2010-2025,japa,730,46,only,1,181,143,19.589,730
2010-2025,japa,730,47,development,1,177,118,16.164,730
2010-2025,japa,730,48,practice,1,176,111,15.205,730
2010-2025,japa,730,49,edu,1,172,160,21.918,730
2010-2025,japa,730,50,understanding,1,172,114,15.616,730
2010-2025,japa,730,51,first,1,171,133,18.219,730
2010-2025,japa,730,52,analyst's,1,169,70,9.589,730
2010-2025,japa,730,53,therapeutic,1,163,80,10.959,730
2010-2025,japa,730,54,mind,1,161,103,14.11,730
2010-2025,japa,730,55,own,1,158,119,16.301,730
2010-2025,japa,730,56,over,1,157,124,16.986,730
2010-2025,japa,730,57,relationship,1,157,103,14.11,730
2010-2025,japa,730,58,center,1,155,124,16.986,730
2010-2025,japa,730,59,object,1,155,74,10.137,730
2010-2025,japa,730,60,world,1,153,94,12.877,730
2010-2025,japa,730,61,avenue,1,152,145,19.863,730
2010-2025,japa,730,62,professor,1,152,118,16.164,730
2010-2025,japa,730,63,association,1,151,107,14.658,730
2010-2025,japa,730,64,out,1,151,114,15.616,730
2010-2025,japa,730,65,personality,1,150,42,5.753,730
2010-2025,japa,730,66,japa,1,149,55,7.534,730
2010-2025,japa,730,67,suite,1,149,139,19.041,730
2010-2025,japa,730,68,psychiatry,1,149,108,14.795,730
2010-2025,japa,730,69,well,1,148,128,17.534,730
2010-2025,japa,730,70,supervising,1,146,127,17.397,730
2010-2025,japa,730,71,change,1,144,72,9.863,730
2010-2025,japa,730,72,psychology,1,143,85,11.644,730
2010-2025,japa,730,73,words,1,141,70,9.589,730
2010-2025,japa,730,74,after,1,140,104,14.247,730
2010-2025,japa,730,75,personal,1,135,87,11.918,730
1990-2009,psychoanalytic_dialogues,535,1,psychoanalysis,1,867,346,64.673,535
1990-2009,psychoanalytic_dialogues,535,2,psychoanalytic,1,812,351,65.607,535
1990-2009,psychoanalytic_dialogues,535,3,new,1,613,302,56.449,535
1990-2009,psychoanalytic_dialogues,535,4,runninghead,1,535,535,100.0,535
1990-2009,psychoanalytic_dialogues,535,5,york,1,456,251,46.916,535
1990-2009,psychoanalytic_dialogues,535,6,analytic,1,452,239,44.673,535
1990-2009,psychoanalytic_dialogues,535,7,clinical,1,444,271,50.654,535
1990-2009,psychoanalytic_dialogues,535,8,analyst,1,392,221,41.308,535
1990-2009,psychoanalytic_dialogues,535,9,phd,1,381,351,65.607,535
1990-2009,psychoanalytic_dialogues,535,10,relational,1,339,167,31.215,535
1990-2009,psychoanalytic_dialogues,535,11,experience,1,331,180,33.645,535
1990-2009,psychoanalytic_dialogues,535,12,institute,1,330,228,42.617,535
1990-2009,psychoanalytic_dialogues,535,13,theory,1,311,156,29.159,535
1990-2009,psychoanalytic_dialogues,535,14,commentary,1,295,110,20.561,535
1990-2009,psychoanalytic_dialogues,535,15,self,1,292,117,21.869,535
1990-2009,psychoanalytic_dialogues,535,16,psychology,1,290,168,31.402,535
1990-2009,psychoanalytic_dialogues,535,17,university,1,285,217,40.561,535
1990-2009,psychoanalytic_dialogues,535,18,about,1,285,158,29.533,535
1990-2009,psychoanalytic_dialogues,535,19,patient,1,280,142,26.542,535
1990-2009,psychoanalytic_dialogues,535,20,between,1,273,176,32.897,535
1990-2009,psychoanalytic_dialogues,535,21,process,1,269,150,28.037,535
1990-2009,psychoanalytic_dialogues,535,22,work,1,262,163,30.467,535
1990-2009,psychoanalytic_dialogues,535,23,one,1,252,170,31.776,535
1990-2009,psychoanalytic_dialogues,535,24,psychotherapy,1,241,175,32.71,535
1990-2009,psychoanalytic_dialogues,535,25,faculty,1,238,187,34.953,535
1990-2009,psychoanalytic_dialogues,535,26,street,1,230,214,40.0,535
1990-2009,psychoanalytic_dialogues,535,27,other,1,220,152,28.411,535
1990-2009,psychoanalytic_dialogues,535,28,treatment,1,205,114,21.308,535
1990-2009,psychoanalytic_dialogues,535,29,analyst's,1,196,99,18.505,535
1990-2009,psychoanalytic_dialogues,535,30,both,1,193,156,29.159,535
1990-2009,psychoanalytic_dialogues,535,31,training,1,188,130,24.299,535
1990-2009,psychoanalytic_dialogues,535,32,analysis,1,187,95,17.757,535
1990-2009,psychoanalytic_dialogues,535,33,gender,1,183,50,9.346,535
1990-2009,psychoanalytic_dialogues,535,34,also,1,181,146,27.29,535
1990-2009,psychoanalytic_dialogues,535,35,program,1,179,150,28.037,535
1990-2009,psychoanalytic_dialogues,535,36,relationship,1,162,100,18.692,535
1990-2009,psychoanalytic_dialogues,535,37,patients,1,160,93,17.383,535
1990-2009,psychoanalytic_dialogues,535,38,own,1,157,112,20.935,535
1990-2009,psychoanalytic_dialogues,535,39,professor,1,154,138,25.794,535
1990-2009,psychoanalytic_dialogues,535,40,patient's,1,152,95,17.757,535
1990-2009,psychoanalytic_dialogues,535,41,therapeutic,1,149,97,18.131,535
1990-2009,psychoanalytic_dialogues,535,42,social,1,149,73,13.645,535
1990-2009,psychoanalytic_dialogues,535,43,american,1,148,84,15.701,535
1990-2009,psychoanalytic_dialogues,535,44,west,1,147,131,24.486,535
1990-2009,psychoanalytic_dialogues,535,45,contemporary,1,147,105,19.626,535
1990-2009,psychoanalytic_dialogues,535,46,all,1,145,108,20.187,535
1990-2009,psychoanalytic_dialogues,535,47,practice,1,145,120,22.43,535
1990-2009,psychoanalytic_dialogues,535,48,unconscious,1,144,84,15.701,535
1990-2009,psychoanalytic_dialogues,535,49,two,1,137,106,19.813,535
1990-2009,psychoanalytic_dialogues,535,50,com,1,135,130,24.299,535
1990-2009,psychoanalytic_dialogues,535,51,many,1,133,100,18.692,535
1990-2009,psychoanalytic_dialogues,535,52,life,1,132,89,16.636,535
1990-2009,psychoanalytic_dialogues,535,53,stephen,1,132,54,10.093,535
1990-2009,psychoanalytic_dialogues,535,54,member,1,132,109,20.374,535
1990-2009,psychoanalytic_dialogues,535,55,supervising,1,132,113,21.121,535
1990-2009,psychoanalytic_dialogues,535,56,development,1,128,85,15.888,535
1990-2009,psychoanalytic_dialogues,535,57,psychological,1,125,90,16.822,535
1990-2009,psychoanalytic_dialogues,535,58,subjectivity,1,121,68,12.71,535
1990-2009,psychoanalytic_dialogues,535,59,love,1,120,45,8.411,535
1990-2009,psychoanalytic_dialogues,535,60,different,1,120,92,17.196,535
1990-2009,psychoanalytic_dialogues,535,61,press,1,119,108,20.187,535
1990-2009,psychoanalytic_dialogues,535,62,postdoctoral,1,118,110,20.561,535
1990-2009,psychoanalytic_dialogues,535,63,intersubjective,1,116,65,12.15,535
1990-2009,psychoanalytic_dialogues,535,64,sexual,1,114,51,9.533,535
1990-2009,psychoanalytic_dialogues,535,65,association,1,113,92,17.196,535
1990-2009,psychoanalytic_dialogues,535,66,countertransference,1,110,62,11.589,535
1990-2009,psychoanalytic_dialogues,535,67,dialogues,1,109,88,16.449,535
1990-2009,psychoanalytic_dialogues,535,68,aspects,1,107,76,14.206,535
1990-2009,psychoanalytic_dialogues,535,69,well,1,106,90,16.822,535
1990-2009,psychoanalytic_dialogues,535,70,time,1,106,75,14.019,535
1990-2009,psychoanalytic_dialogues,535,71,center,1,105,91,17.009,535
1990-2009,psychoanalytic_dialogues,535,72,mitchell,1,104,47,8.785,535
1990-2009,psychoanalytic_dialogues,535,73,only,1,104,89,16.636,535
1990-2009,psychoanalytic_dialogues,535,74,personal,1,104,72,13.458,535
1990-2009,psychoanalytic_dialogues,535,75,understanding,1,103,81,15.14,535
2010-2025,psychoanalytic_dialogues,1043,1,psychoanalysis,1,1900,704,67.498,1043
2010-2025,psychoanalytic_dialogues,1043,2,psychoanalytic,1,1866,725,69.511,1043
2010-2025,psychoanalytic_dialogues,1043,3,new,1,1404,592,56.759,1043
2010-2025,psychoanalytic_dialogues,1043,4,clinical,1,1139,595,57.047,1043
2010-2025,psychoanalytic_dialogues,1043,5,york,1,1076,461,44.199,1043
2010-2025,psychoanalytic_dialogues,1043,6,runninghead,1,1043,1043,100.0,1043
2010-2025,psychoanalytic_dialogues,1043,7,relational,1,903,379,36.337,1043
2010-2025,psychoanalytic_dialogues,1043,8,institute,1,751,482,46.213,1043
2010-2025,psychoanalytic_dialogues,1043,9,psychotherapy,1,718,434,41.611,1043
2010-2025,psychoanalytic_dialogues,1043,10,phd,1,681,532,51.007,1043
2010-2025,psychoanalytic_dialogues,1043,11,practice,1,639,485,46.5,1043
2010-2025,psychoanalytic_dialogues,1043,12,faculty,1,633,437,41.898,1043
2010-2025,psychoanalytic_dialogues,1043,13,analyst,1,603,347,33.269,1043
2010-2025,psychoanalytic_dialogues,1043,14,work,1,591,361,34.612,1043
2010-2025,psychoanalytic_dialogues,1043,15,com,1,567,554,53.116,1043
2010-2025,psychoanalytic_dialogues,1043,16,trauma,1,565,245,23.49,1043
2010-2025,psychoanalytic_dialogues,1043,17,university,1,552,359,34.42,1043
2010-2025,psychoanalytic_dialogues,1043,18,between,1,552,337,32.311,1043
2010-2025,psychoanalytic_dialogues,1043,19,about,1,541,319,30.585,1043
2010-2025,psychoanalytic_dialogues,1043,20,usa,1,503,455,43.624,1043
2010-2025,psychoanalytic_dialogues,1043,21,experience,1,502,292,27.996,1043
2010-2025,psychoanalytic_dialogues,1043,22,theory,1,501,260,24.928,1043
2010-2025,psychoanalytic_dialogues,1043,23,program,1,499,363,34.803,1043
2010-2025,psychoanalytic_dialogues,1043,24,analytic,1,464,253,24.257,1043
2010-2025,psychoanalytic_dialogues,1043,25,patient,1,435,250,23.969,1043
2010-2025,psychoanalytic_dialogues,1043,26,training,1,426,316,30.297,1043
2010-2025,psychoanalytic_dialogues,1043,27,member,1,422,292,27.996,1043
2010-2025,psychoanalytic_dialogues,1043,28,psychology,1,421,277,26.558,1043
2010-2025,psychoanalytic_dialogues,1043,29,also,1,415,326,31.256,1043
2010-2025,psychoanalytic_dialogues,1043,30,private,1,404,375,35.954,1043
2010-2025,psychoanalytic_dialogues,1043,31,e-mail,1,402,399,38.255,1043
2010-2025,psychoanalytic_dialogues,1043,32,dialogues,1,396,269,25.791,1043
2010-2025,psychoanalytic_dialogues,1043,33,center,1,395,291,27.9,1043
2010-2025,psychoanalytic_dialogues,1043,34,correspondence,1,395,382,36.625,1043
2010-2025,psychoanalytic_dialogues,1043,35,social,1,393,210,20.134,1043
2010-2025,psychoanalytic_dialogues,1043,36,stephen,1,393,170,16.299,1043
2010-2025,psychoanalytic_dialogues,1043,37,addressed,1,391,384,36.817,1043
2010-2025,psychoanalytic_dialogues,1043,38,both,1,390,287,27.517,1043
2010-2025,psychoanalytic_dialogues,1043,39,gmail,1,383,380,36.433,1043
2010-2025,psychoanalytic_dialogues,1043,40,time,1,360,188,18.025,1043
2010-2025,psychoanalytic_dialogues,1043,41,patients,1,356,218,20.901,1043
2010-2025,psychoanalytic_dialogues,1043,42,other,1,348,255,24.449,1043
2010-2025,psychoanalytic_dialogues,1043,43,process,1,342,219,20.997,1043
2010-2025,psychoanalytic_dialogues,1043,44,self,1,339,202,19.367,1043
2010-2025,psychoanalytic_dialogues,1043,45,one,1,337,249,23.873,1043
2010-2025,psychoanalytic_dialogues,1043,46,professor,1,328,293,28.092,1043
2010-2025,psychoanalytic_dialogues,1043,47,treatment,1,327,199,19.08,1043
2010-2025,psychoanalytic_dialogues,1043,48,white,1,305,151,14.477,1043
2010-2025,psychoanalytic_dialogues,1043,49,all,1,296,188,18.025,1043
2010-2025,psychoanalytic_dialogues,1043,50,therapeutic,1,289,171,16.395,1043
2010-2025,psychoanalytic_dialogues,1043,51,own,1,285,218,20.901,1043
2010-2025,psychoanalytic_dialogues,1043,52,contemporary,1,284,214,20.518,1043
2010-2025,psychoanalytic_dialogues,1043,53,california,1,283,159,15.244,1043
2010-2025,psychoanalytic_dialogues,1043,54,postdoctoral,1,274,228,21.86,1043
2010-2025,psychoanalytic_dialogues,1043,55,editor,1,270,201,19.271,1043
2010-2025,psychoanalytic_dialogues,1043,56,gender,1,269,153,14.669,1043
2010-2025,psychoanalytic_dialogues,1043,57,world,1,266,164,15.724,1043
2010-2025,psychoanalytic_dialogues,1043,58,supervising,1,263,216,20.709,1043
2010-2025,psychoanalytic_dialogues,1043,59,life,1,261,174,16.683,1043
2010-2025,psychoanalytic_dialogues,1043,60,personal,1,252,188,18.025,1043
2010-2025,psychoanalytic_dialogues,1043,61,research,1,248,160,15.34,1043
2010-2025,psychoanalytic_dialogues,1043,62,international,1,247,186,17.833,1043
2010-2025,psychoanalytic_dialogues,1043,63,relationship,1,244,170,16.299,1043
2010-2025,psychoanalytic_dialogues,1043,64,francisco,1,237,113,10.834,1043
2010-2025,psychoanalytic_dialogues,1043,65,city,1,233,180,17.258,1043
2010-2025,psychoanalytic_dialogues,1043,66,field,1,230,119,11.409,1043
2010-2025,psychoanalytic_dialogues,1043,67,association,1,228,157,15.053,1043
2010-2025,psychoanalytic_dialogues,1043,68,well,1,222,184,17.641,1043
2010-2025,psychoanalytic_dialogues,1043,69,american,1,215,143,13.71,1043
2010-2025,psychoanalytic_dialogues,1043,70,san,1,214,116,11.122,1043
2010-2025,psychoanalytic_dialogues,1043,71,object,1,214,106,10.163,1043
2010-2025,psychoanalytic_dialogues,1043,72,two,1,211,156,14.957,1043
2010-2025,psychoanalytic_dialogues,1043,73,many,1,209,155,14.861,1043
2010-2025,psychoanalytic_dialogues,1043,74,street,1,209,201,19.271,1043
2010-2025,psychoanalytic_dialogues,1043,75,society,1,208,167,16.012,1043
1970-1989,psychoanalytic_psychology,123,1,phd,1,143,104,84.553,123
1970-1989,psychoanalytic_psychology,123,2,runninghead,1,123,123,100.0,123
1970-1989,psychoanalytic_psychology,123,3,psychoanalytic,1,110,45,36.585,123
1970-1989,psychoanalytic_psychology,123,4,treatment,1,76,38,30.894,123
1970-1989,psychoanalytic_psychology,123,5,object,1,69,28,22.764,123
1970-1989,psychoanalytic_psychology,123,6,psychoanalysis,1,68,28,22.764,123
1970-1989,psychoanalytic_psychology,123,7,clinical,1,65,39,31.707,123
1970-1989,psychoanalytic_psychology,123,8,theory,1,64,31,25.203,123
1970-1989,psychoanalytic_psychology,123,9,borderline,1,60,14,11.382,123
1970-1989,psychoanalytic_psychology,123,10,process,1,58,29,23.577,123
1970-1989,psychoanalytic_psychology,123,11,patients,1,57,26,21.138,123
1970-1989,psychoanalytic_psychology,123,12,psychology,1,56,22,17.886,123
1970-1989,psychoanalytic_psychology,123,13,between,1,53,40,32.52,123
1970-1989,psychoanalytic_psychology,123,14,psychotherapy,1,52,22,17.886,123
1970-1989,psychoanalytic_psychology,123,15,transference,1,48,19,15.447,123
1970-1989,psychoanalytic_psychology,123,16,self,1,48,21,17.073,123
1970-1989,psychoanalytic_psychology,123,17,patient,1,45,18,14.634,123
1970-1989,psychoanalytic_psychology,123,18,narcissism,1,42,9,7.317,123
1970-1989,psychoanalytic_psychology,123,19,two,1,41,25,20.325,123
1970-1989,psychoanalytic_psychology,123,20,relations,1,38,17,13.821,123
1970-1989,psychoanalytic_psychology,123,21,model,1,38,16,13.008,123
1970-1989,psychoanalytic_psychology,123,22,research,1,35,23,18.699,123
1970-1989,psychoanalytic_psychology,123,23,child,1,35,13,10.569,123
1970-1989,psychoanalytic_psychology,123,24,conflict,1,34,14,11.382,123
1970-1989,psychoanalytic_psychology,123,25,therapeutic,1,34,23,18.699,123
1970-1989,psychoanalytic_psychology,123,26,new,1,34,19,15.447,123
1970-1989,psychoanalytic_psychology,123,27,both,1,34,30,24.39,123
1970-1989,psychoanalytic_psychology,123,28,developmental,1,33,22,17.886,123
1970-1989,psychoanalytic_psychology,123,29,implications,1,33,27,21.951,123
1970-1989,psychoanalytic_psychology,123,30,depression,1,33,5,4.065,123
1970-1989,psychoanalytic_psychology,123,31,rorschach,1,31,11,8.943,123
1970-1989,psychoanalytic_psychology,123,32,experience,1,31,21,17.073,123
1970-1989,psychoanalytic_psychology,123,33,relationship,1,30,21,17.073,123
1970-1989,psychoanalytic_psychology,123,34,john,1,30,9,7.317,123
1970-1989,psychoanalytic_psychology,123,35,affect,1,29,12,9.756,123
1970-1989,psychoanalytic_psychology,123,36,psychological,1,29,17,13.821,123
1970-1989,psychoanalytic_psychology,123,37,about,1,29,21,17.073,123
1970-1989,psychoanalytic_psychology,123,38,play,1,27,7,5.691,123
1970-1989,psychoanalytic_psychology,123,39,therapy,1,27,15,12.195,123
1970-1989,psychoanalytic_psychology,123,40,data,1,27,18,14.634,123
1970-1989,psychoanalytic_psychology,123,41,theoretical,1,26,19,15.447,123
1970-1989,psychoanalytic_psychology,123,42,development,1,26,20,16.26,123
1970-1989,psychoanalytic_psychology,123,43,unconscious,1,26,15,12.195,123
1970-1989,psychoanalytic_psychology,123,44,interpersonal,1,26,14,11.382,123
1970-1989,psychoanalytic_psychology,123,45,also,1,26,20,16.26,123
1970-1989,psychoanalytic_psychology,123,46,narcissistic,1,26,10,8.13,123
1970-1989,psychoanalytic_psychology,123,47,aspects,1,25,17,13.821,123
1970-1989,psychoanalytic_psychology,123,48,early,1,25,16,13.008,123
1970-1989,psychoanalytic_psychology,123,49,personality,1,24,17,13.821,123
